,,edge,"limito"
,,edge,"filo"
,,education,"escolaridad"
,,education,"educación"
,,education,"educativo"
,,education,"estudios"
,,effort,"esfuerzos"
,,effort,"trabajo"
,,effort,"esforzarse"
,,effort,"esfuerzo"
,,effort,"intento"
,,egg,"óvulo"
,,egg,"huevos"
,,egg,"huevo"
,,elbow,"codazo"
,,elbow,"codo"
,,elbow,"codos"
,,emergency,"emergencias"
,,emergency,"emergencia"
,,emergency,"urgencias"
,,emotion,"sentimiento"
,,emotion,"emociones"
,,emotion,"emoción"
,,enemy,"enemigos"
,,enemy,"enemiga"
,,enemy,"enemigo"
,,enjoy,"disfruta"
,,enjoy,"divertir"
,,enjoy,"disfruten"
,,enjoy,"gustar"
,,enjoy,"gozar"
,,enjoy,"disfrutar"
,,entertain,"entretenerte"
,,entertain,"divertir"
,,entertain,"entretener"
,,entertain,"entretenerme"
,,envelope,"paquete"
,,envelope,"sobres"
,,envelope,"sobre"
,,equality,"igualitario"
,,equality,"igualdad"
,,equality,"equidad"
,,estimate,"estimar"
,,estimate,"calcular"
,,estimate,"estimación"
,,estimate,"aproximar"
,,estimate,"presupuesto"
,,evening,"tarde"
,,evening,"noches"
,,evening,"atardecer"
,,evening,"noche"
,,excitement,"emoción"
,,excitement,"entusiasmo"
,,excitement,"excitación"
,,exercise,"ejercicios"
,,exercise,"ejercicio"
,,exercise,"ejercer"
,,expect,"esperaba"
,,expect,"espero"
,,expect,"esperas"
,,expect,"esperar"
,,expect,"pretender"
,,experience,"experiencias"
,,experience,"experiencia"
,,experience,"experimentar"
,,explanation,"explicacion"
,,explanation,"explicaciones"
,,explanation,"explicación"
,,explanation,"razón"
,,eye,"ojos"
,,eye,"vigilar"
,,eye,"ojo"
,,eye,"vista"
,,face,"mejilla"
,,face,"enfrentarse"
,,face,"frente"
,,face,"enfrentar"
,,face,"afrontar"
,,face,"rostro"
,,face,"cara"
,,fact,"verdad"
,,fact,"realidad"
,,fact,"facto"
,,fact,"hecho"
,,factory,"maquiladora"
,,factory,"factory"
,,factory,"fábrica"
,,factory,"fabrica"
,,fail,"fracasar"
,,fail,"suspender"
,,fail,"fallo"
,,fail,"no"
,,fail,"reprobar"
,,fail,"fallar"
,,fall,"caída"
,,fall,"caer"
,,fall,"otoño"
,,family,"familiares"
,,family,"familiar"
,,family,"familia"
,,family,"familias"
,,fan,"fanático"
,,fan,"fan"
,,fan,"admirador"
,,fan,"abanico"
,,fan,"aficionado"
,,fan,"ventilador"
,,fantasy,"fantasía"
,,fantasy,"fantasías"
,,fantasy,"fantasia"
,,farm,"granja"
,,farm,"campo"
,,farm,"finca"
,,farm,"agrícolas"
,,farm,"farm"
,,farm,"agrícola"
,,fate,"destino"
,,fate,"suerte"
,,fate,"fate"
,,father,"padres"
,,father,"papa"
,,father,"papá"
,,father,"padre"
,,fear,"miedo"
,,fear,"temas"
,,fear,"temer"
,,fear,"temor"
,,fear,"temo"
,,fear,"susto"
,,fear,"temeridad"
,,feather,"feather"
,,feather,"pluma"
,,feather,"plumas"
,,feel,"percibir"
,,feel,"siento"
,,feel,"sientes"
,,feel,"sentir"
,,fence,"baranda"
,,fence,"separación"
,,fence,"reja"
,,fence,"cerca"
,,fence,"valla"
,,fence,"muro"
,,fever,"calentura"
,,fever,"fiebre"
,,fever,"fiebres"
,,fever,"fever"
,,fight,"luchar"
,,fight,"pelear"
,,fight,"fajar"
,,fight,"luchando"
,,fight,"lucha"
,,fight,"pelea"
,,fight,"discusión"
,,fight,"luchan"
,,fight,"luchas"
,,fill,"cubrir"
,,fill,"rellenar"
,,fill,"llena"
,,fill,"llenar"
,,film,"cine"
,,film,"film"
,,film,"filmar"
,,film,"grabar"
,,film,"película"
,,find,"averiguado"
,,find,"encontrarlo"
,,find,"encuentra"
,,find,"saber"
,,find,"encuentro"
,,find,"hallar"
,,find,"encontrar"
,,find,"hallado"
,,find,"averiguar"
,,find,"descubrimiento"
,,find,"conseguir"
,,finger,"dedo"
,,finger,"dedos"
,,finger,"mano"
,,finish,"meta"
,,finish,"termina"
,,finish,"acabar"
,,finish,"terminar"
,,finish,"fin"
,,finish,"termino"
,,finish,"final"
,,finish,"finalizar"
,,fire,"incendio"
,,fire,"candela"
,,fire,"dispara"
,,fire,"estufa"
,,fire,"fuego"
,,fire,"bomberos"
,,fire,"despedir"
,,fire,"disparar"
,,fish,"pescar"
,,fish,"pescado"
,,fish,"peces"
,,fish,"pez"
,,flag,"bandera"
,,flag,"banderas"
,,flag,"flag"
,,flexibility,"flexible"
,,flexibility,"agilidad"
,,flexibility,"flexibilidad"
,,flood,"diluvio"
,,flood,"inundar"
,,flood,"inundación"
,,floor,"piso"
,,floor,"suelo"
,,floor,"palabra"
,,floor,"planta"
,,flower,"flor"
,,flower,"flores"
,,flower,"flower"
,,fly,"mosca"
,,fly,"vuela"
,,fly,"volar"
,,follow,"seguir"
,,follow,"sigue"
,,follow,"sígueme"
,,follow,"seguirán"
,,follow,"seguiran"
,,foot,"pierna"
,,foot,"pies"
,,foot,"pie"
,,foot,"metros"
,,foot,"pata"
,,force,"fuerzas"
,,force,"forzar"
,,force,"fuerza"
,,force,"obligar"
,,forest,"bosque"
,,forest,"selva"
,,forest,"forest"
,,forget,"olvídalo"
,,forget,"olvidar"
,,forget,"olvides"
,,forgive,"perdonar"
,,forgive,"perdone"
,,forgive,"perdóname"
,,forgive,"disculpar"
,,fork,"tenedor"
,,fork,"bifurcación"
,,fork,"desembolsar"
,,fork,"fork"
,,fortune,"fortune"
,,fortune,"suerte"
,,fortune,"fortuna"
,,foundation,"cimentación"
,,foundation,"cimientos"
,,foundation,"base"
,,foundation,"fundación"
,,fox,"zorro"
,,fox,"fox"
,,fox,"zorra"
,,friend,"amiga"
,,friend,"amigo"
,,friend,"amigas"
,,friend,"amigos"
,,frighten,"espantar"
,,frighten,"asusta"
,,frighten,"asustarme"
,,frighten,"asustar"
,,frighten,"atemorizar"
,,fruit,"fruta"
,,fruit,"frutas"
,,fruit,"fruto"
,,fun,"divertir"
,,fun,"divertido"
,,fun,"divertirse"
,,fun,"divertida"
,,fun,"diversión"
,,fun,"divertimiento"
,,future,"futura"
,,future,"futuros"
,,future,"futuro"
,,game,"juegos"
,,game,"partido"
,,game,"partida"
,,game,"juego"
,,game,"jugar"
,,get,"rescatar"
,,get,"olvidar"
,,get,"meta"
,,get,"ingresar"
,,get,"aclarar"
,,get,"baje"
,,get,"acercarse"
,,get,"recibe"
,,get,"lograr"
,,get,"salir"
,,get,"juntar"
,,get,"agarrar"
,,get,"reciban"
,,get,"pedir"
,,get,"entrar"
,,get,"recoger"
,,get,"coger"
,,get,"ir"
,,get,"mejorar"
,,get,"saca"
,,get,"contactar"
,,get,"llegar"
,,get,"poner"
,,get,"levantarse"
,,get,"subirán"
,,get,"crucen"
,,get,"casarse"
,,get,"ayuden"
,,get,"subir"
,,get,"descansar"
,,get,"supera"
,,get,"entender"
,,get,"acabar"
,,get,"sacate"
,,get,"desenvolverse"
,,get,"acostumbran"
,,get,"saco"
,,get,"sal"
,,get,"suben"
,,get,"bajar"
,,get,"ponerse"
,,get,"recibió"
,,get,"sacar"
,,get,"golpean"
,,get,"obtener"
,,get,"sirvan"
,,get,"tomar"
,,get,"hagan"
,,get,"llega"
,,get,"empeorar"
,,get,"tendrá"
,,get,"comprar"
,,get,"administrarles"
,,get,"acercar"
,,get,"moverse"
,,get,"traer"
,,get,"largo"
,,get,"recibir"
,,get,"conseguir"
,,get,"levantar"
,,gift,"don"
,,gift,"regalos"
,,gift,"regalo"
,,gift,"presente"
,,girl,"niña"
,,girl,"joven"
,,girl,"chica"
,,girl,"muchacha"
,,give,"dar"
,,give,"proporcionar"
,,give,"abandonar"
,,give,"dio"
,,give,"ofrecer"
,,give,"darle"
,,give,"da"
,,give,"entregar"
,,give,"dame"
,,give,"darles"
,,give,"diera"
,,glass,"espejo"
,,glass,"jarra"
,,glass,"copa"
,,glass,"vaso"
,,glass,"cristal"
,,glass,"vidrio"
,,grass,"hierba"
,,grass,"sacate"
,,grass,"césped"
,,grass,"grama"
,,grass,"pasto"
,,grass,"yerba"
,,greet,"saluda"
,,greet,"felicitar"
,,greet,"saludo"
,,greet,"recibir"
,,greet,"saludar"
,,grief,"duelo"
,,grief,"pena"
,,grief,"dolor"
,,grief,"luto"
,,grief,"tristeza"
,,ground,"piso"
,,ground,"terreno"
,,ground,"suelo"
,,ground,"tierra"
,,ground,"planta"
,,group,"grupo"
,,group,"grupos"
,,group,"juntar"
,,group,"banda"
,,group,"grupal"
,,group,"agregar"
,,group,"group"
,,grow,"cultivan"
,,grow,"plantar"
,,grow,"crecen"
,,grow,"crecer"
,,grow,"creciendo"
,,grow,"crezca"
,,grow,"cultiva"
,,grow,"madura"
,,grow,"crecimiento"
,,grow,"cultivar"
,,guess,"supongo"
,,guess,"suponer"
,,guess,"aproximar"
,,guess,"adivinar"
,,guess,"adivina"
,,guess,"estimar"
,,guess,"creo"
,,guess,"estimación"
,,guess,"imaginar"
,,guest,"invitada"
,,guest,"visitante"
,,guest,"invitado"
,,guest,"huésped"
,,guest,"invitados"
,,guilt,"culpa"
,,guilt,"culpable"
,,guilt,"culpabilidad"
,,gun,"pistola"
,,gun,"arma"
,,gun,"armas"
,,hair,"peine"
,,hair,"pelo"
,,hair,"peinar"
,,hair,"pelos"
,,hair,"cabello"
,,half,"mitad"
,,half,"media"
,,half,"medio"
,,hang,"aguanta"
,,hang,"ahorcar"
,,hang,"colgar"
,,hang,"espera"
,,harm,"mal"
,,harm,"daño"
,,harm,"herir"
,,harm,"dañen"
,,harm,"lastimar"
,,harm,"dañar"
,,harm,"malo"
,,hat,"gorro"
,,hat,"sombrero"
,,hat,"gorra"
,,hate,"odiar"
,,hate,"odiaba"
,,hate,"odio"
,,hate,"odias"
,,hate,"odian"
,,head,"jefe"
,,head,"mente"
,,head,"cabeza"
,,health,"salud"
,,health,"sanitario"
,,health,"sanidad"
,,health,"médico"
,,health,"sanitarios"
,,hear,"oír"
,,hear,"noticias"
,,hear,"escuchar"
,,hear,"oído"
,,heat,"calentar"
,,heat,"calor"
,,heat,"calefacción"
,,hesitate,"dude"
,,hesitate,"titubear"
,,hesitate,"dudes"
,,hesitate,"dudar"
,,hill,"cerro"
,,hill,"loma"
,,hill,"hill"
,,hill,"montaña"
,,hill,"colina"
,,history,"historia"
,,history,"antecedentes"
,,history,"historial"
,,hold,"aguanta"
,,hold,"detener"
,,hold,"sostener"
,,hold,"sostiene"
,,hold,"espere"
,,hold,"contener"
,,hold,"guardar"
,,hold,"mantengan"
,,hold,"llevar"
,,hold,"aguantar"
,,hold,"esperar"
,,hold,"tener"
,,hold,"espera"
,,hole,"agujero"
,,hole,"hoyo"
,,hole,"hueco"
,,holiday,"fiesta"
,,holiday,"vacación"
,,holiday,"festivo"
,,holiday,"vacaciones"
,,holiday,"fiestas"
,,holiday,"feriado"
,,home,"casa"
,,home,"inicio"
,,home,"hogar"
,,home,"home"
,,honesty,"honradez"
,,honesty,"sinceridad"
,,honesty,"honestidad"
,,hope,"espero"
,,hope,"esperemos"
,,hope,"esperar"
,,hope,"esperanza"
,,horse,"caballo"
,,horse,"caballos"
,,horse,"horse"
,,hour,"hora"
,,hour,"momento"
,,hour,"horas"
,,house,"casa"
,,house,"house"
,,house,"hogar"
,,house,"villa"
,,house,"cámara"
,,house,"albergar"
,,house,"brocha"
,,hurt,"daño"
,,hurt,"herir"
,,hurt,"dañen"
,,hurt,"doler"
,,hurt,"dañar"
,,hurt,"herida"
,,hurt,"dolor"
,,hurt,"lastimar"
,,hurt,"duele"
,,hurt,"herido"
,,idea,"sabes"
,,idea,"concepto"
,,idea,"sabía"
,,idea,"idea"
,,ignore,"ignóralo"
,,ignore,"ignorar"
,,ignore,"ignorarlo"
,,imagination,"imaginacion"
,,imagination,"fantasía"
,,imagination,"imaginación"
,,impulse,"impulsos"
,,impulse,"impulso"
,,impulse,"impulsiva"
,,incident,"incidentes"
,,incident,"accidente"
,,incident,"incidente"
,,incident,"acontecimiento"
,,independence,"independencia"
,,independence,"independencía"
,,independence,"independence"
,,independence,"independiente"
,,influence,"influido"
,,influence,"influencias"
,,influence,"influencia"
,,influence,"influir"
,,information,"informacion"
,,information,"datos"
,,information,"información"
,,instinct,"intuición"
,,instinct,"instintos"
,,instinct,"instinto"
,,invention,"inventos"
,,invention,"invento"
,,invention,"invención"
,,invite,"invitar"
,,invite,"invitación"
,,invite,"invito"
,,invite,"invitado"
,,iron,"hierro"
,,iron,"plancha"
,,iron,"planchar"
,,iron,"acero"
,,iron,"iron"
,,irony,"ironia"
,,irony,"irónico"
,,irony,"ironía"
,,island,"islas"
,,island,"isla"
,,island,"island"
,,jacket,"abrigo"
,,jacket,"chaqueta"
,,jacket,"chaleco"
,,jacket,"saco"
,,jar,"frasco"
,,jar,"jarra"
,,jar,"jar"
,,jar,"tarro"
,,jar,"bote"
,,join,"ingresar"
,,join,"une"
,,join,"unirme"
,,join,"entrar"
,,join,"juntar"
,,join,"unirte"
,,join,"unen"
,,join,"asociar"
,,join,"unirse"
,,join,"unir"
,,joke,"broma"
,,joke,"bromear"
,,joke,"chiste"
,,joy,"dicha"
,,joy,"regocijo"
,,joy,"felicidad"
,,joy,"joy"
,,joy,"gozo"
,,joy,"alegría"
,,judge,"juez"
,,judge,"jueza"
,,judge,"juzgar"
,,jump,"salta"
,,jump,"salto"
,,jump,"saltar"
,,jump,"brincar"
,,justice,"juez"
,,justice,"justice"
,,justice,"judicial"
,,justice,"justicia"
,,key,"llave"
,,key,"llaves"
,,key,"clave"
,,kick,"patada"
,,kick,"patearé"
,,kick,"patear"
,,kill,"matanza"
,,kill,"matar"
,,kill,"matarme"
,,kill,"mató"
,,kill,"mataré"
,,kill,"matado"
,,king,"rey"
,,king,"king"
,,king,"majestad"
,,kiss,"bésame"
,,kiss,"beso"
,,kiss,"confortabilidad"
,,kiss,"besar"
,,knee,"rodilla"
,,knee,"rodillas"
,,knee,"knee"
,,knife,"tenedor"
,,knife,"navaja"
,,knife,"cuchillo"
,,knife,"cuchillos"
,,know,"prevee"
,,know,"saber"
,,know,"conocido"
,,know,"sé"
,,know,"sabido"
,,know,"sabes"
,,know,"conocer"
,,know,"supo"
,,know,"conocimiento"
,,know,"sabe"
,,lamp,"lámpara"
,,lamp,"luz"
,,lamp,"lampara"
,,laugh,"río"
,,laugh,"risa"
,,laugh,"reír"
,,laugh,"rías"
,,laugh,"sonreír"
,,lawyer,"abogado"
,,lawyer,"abogada"
,,lawyer,"abogados"
,,lead,"liderar"
,,lead,"principal"
,,lead,"lapicero"
,,lead,"plomo"
,,lead,"dirigir"
,,lead,"conducir"
,,lead,"ventaja"
,,lead,"llevar"
,,lead,"guiar"
,,lead,"pista"
,,leaf,"leaf"
,,leaf,"hoja"
,,leaf,"hojas"
,,lean,"recostar"
,,lean,"inclínate"
,,lean,"apóyate"
,,lean,"reclinar"
,,lean,"apoyarse"
,,learn,"aprende"
,,learn,"aprender"
,,learn,"aprendiste"
,,lecture,"lectura"
,,lecture,"clase"
,,lecture,"discurso"
,,lecture,"sermón"
,,lecture,"conferencia"
,,lecture,"lección"
,,leg,"tramo"
,,leg,"pierna"
,,leg,"piernas"
,,leg,"pata"
,,lemon,"limon"
,,lemon,"limón"
,,lemon,"lemon"
,,letter,"letra"
,,letter,"carta"
,,letter,"cartas"
,,lie,"engañar"
,,lie,"mientas"
,,lie,"mentir"
,,lie,"mentira"
,,lie,"fingir"
,,lie,"recostar"
,,lie,"radica"
,,light,"fuego"
,,light,"lámpara"
,,light,"luz"
,,light,"ligero"
,,like,"como"
,,like,"gusta"
,,like,"semejante"
,,like,"manera"
,,like,"querer"
,,like,"que"
,,like,"gustaba"
,,like,"asi"
,,like,"gustar"
,,like,"gustaban"
,,like,"cómo"
,,line,"trayecto"
,,line,"fila"
,,line,"balance"
,,line,"línea"
,,line,"linea"
,,lion,"lion"
,,lion,"leones"
,,lion,"león"
,,lip,"lip"
,,lip,"labio"
,,lip,"labios"
,,listen,"oír"
,,listen,"caso"
,,listen,"escúchame"
,,listen,"escucha"
,,listen,"escuchar"
,,listen,"áun"
,,live,"vivo"
,,live,"vivir"
,,live,"vivirá"
,,live,"viven"
,,live,"vive"
,,lock,"cierra"
,,lock,"encerrar"
,,lock,"seguro"
,,lock,"candado"
,,lock,"cerrar"
,,lock,"cerradura"
,,look,"aparentar"
,,look,"gesto"
,,look,"observar"
,,look,"miren"
,,look,"investigar"
,,look,"revisar"
,,look,"admirar"
,,look,"mirar"
,,look,"mira"
,,look,"cuidar"
,,look,"examinar"
,,look,"parecer"
,,look,"mire"
,,lose,"perder"
,,lose,"pierdes"
,,lose,"pierdo"
,,loss,"pérdidas"
,,loss,"derrota"
,,loss,"pérdida"
,,loss,"perdida"
,,love,"afecto"
,,love,"amar"
,,love,"amor"
,,love,"quiero"
,,love,"amo"
,,love,"querer"
,,luck,"suerte"
,,luck,"fortuna"
,,luck,"suertes"
,,machine,"lavadora"
,,machine,"máquina"
,,machine,"maquina"
,,magic,"magia"
,,magic,"mágico"
,,magic,"mágica"
,,mail,"email"
,,mail,"electrónico"
,,mail,"correo"
,,man,"socio"
,,man,"trabajador"
,,man,"hermano"
,,man,"humano"
,,man,"hombre"
,,man,"tío"
,,man,"amigo"
,,map,"plano"
,,map,"mapas"
,,map,"mapa"
,,mark,"marcos"
,,mark,"signo"
,,mark,"mark"
,,mark,"marcar"
,,mark,"nota"
,,mark,"marca"
,,marry,"casarse"
,,marry,"casarte"
,,marry,"casarme"
,,mean,"significó"
,,mean,"significará"
,,mean,"significa"
,,mean,"decir"
,,mean,"intención"
,,mean,"significar"
,,mean,"digo"
,,mean,"promedio"
,,measure,"medir"
,,measure,"medida"
,,measure,"mide"
,,meat,"meat"
,,meat,"carne"
,,meat,"comida"
,,meeting,"encuentro"
,,meeting,"reunión"
,,meeting,"junta"
,,memory,"recuerdo"
,,memory,"recuerdos"
,,memory,"memoria"
,,message,"recado"
,,message,"mensaje"
,,message,"mensajes"
,,milk,"milk"
,,milk,"leche"
,,milk,"ordeñar"
,,mind,"importaría"
,,mind,"idea"
,,mind,"importar"
,,mind,"mente"
,,mind,"importa"
,,mind,"opinión"
,,mind,"imaginación"
,,mind,"cabeza"
,,minute,"minutos"
,,minute,"momento"
,,minute,"minuto"
,,miracle,"milagro"
,,miracle,"milagrosa"
,,miracle,"milagros"
,,mirror,"espejo"
,,mirror,"retrovisor"
,,mirror,"mirror"
,,misery,"miseria"
,,misery,"desgracia"
,,misery,"tristeza"
,,misery,"sufrimiento"
,,moment,"momento"
,,moment,"minuto"
,,moment,"ahora"
,,moment,"instante"
,,money,"fortuna"
,,money,"plata"
,,money,"dinero"
,,money,"pasta"
,,money,"moneda"
,,moon,"luna"
,,moon,"lunar"
,,moon,"moon"
,,mother,"suegra"
,,mother,"mamá"
,,mother,"madre"
,,mountain,"montón"
,,mountain,"montañas"
,,mountain,"mountain"
,,mountain,"montaña"
,,mouse,"ratoncito"
,,mouse,"mouse"
,,mouse,"ratón"
,,mouth,"pico"
,,mouth,"boca"
,,mouth,"mouth"
,,move,"muévete"
,,move,"muevas"
,,move,"moverse"
,,move,"mover"
,,move,"movimiento"
,,move,"avanzar"
,,move,"mudarse"
,,move,"afincarse"
,,move,"trasladar"
,,music,"musical"
,,music,"musica"
,,music,"música"
,,mystery,"misterio"
,,mystery,"misterioso"
,,mystery,"misteriosa"
,,name,"nombre"
,,name,"llama"
,,name,"título"
,,name,"llamo"
,,nature,"natural"
,,nature,"naturaleza"
,,nature,"carácter"
,,news,"news"
,,news,"nuevas"
,,news,"noticias"
,,news,"noticia"
,,night,"anoche"
,,night,"noches"
,,night,"ayer"
,,night,"noche"
,,nose,"narices"
,,nose,"nariz"
,,nose,"olfato"
,,notice,"cuenta"
,,notice,"notificación"
,,notice,"notado"
,,notice,"perciban"
,,notice,"notar"
,,notice,"aviso"
,,notice,"nota"
,,notice,"noticia"
,,object,"objeto"
,,object,"protesto"
,,object,"objetivo"
,,object,"oponen"
,,object,"opongan"
,,object,"protestar"
,,ocean,"océano"
,,ocean,"mar"
,,ocean,"ocean"
,,offer,"ofrecerse"
,,offer,"oferta"
,,offer,"ofrecer"
,,offer,"ofrecidos"
,,offer,"ofrecerle"
,,office,"escritorio"
,,office,"despacho"
,,office,"oficina"
,,office,"oficio"
,,office,"cargo"
,,office,"england"
,,onion,"cebollas"
,,onion,"cebolla"
,,onion,"onion"
,,opinion,"opinion"
,,opinion,"opiniones"
,,opinion,"opinión"
,,optimism,"optimismo"
,,optimism,"optimistas"
,,optimism,"optimista"
,,orange,"naranja"
,,orange,"naranjas"
,,orange,"orange"
,,order,"jerarquía"
,,order,"orden"
,,order,"pedir"
,,order,"ordenar"
,,order,"para"
,,order,"mandar"
,,package,"paquete"
,,package,"caja"
,,package,"paquetes"
,,package,"empaquetar"
,,page,"plana"
,,page,"page"
,,page,"página"
,,page,"hoja"
,,paint,"pinto"
,,paint,"pintar"
,,paint,"pintura"
,,pan,"pan"
,,pan,"pila"
,,pan,"comal"
,,pan,"olla"
,,pan,"cacerola"
,,pan,"sartén"
,,pan,"traste"
,,paper,"papel"
,,paper,"ensayo"
,,paper,"periódico"
,,paper,"diario"
,,parade,"desfilar"
,,parade,"parada"
,,parade,"desfile"
,,parade,"marche"
,,parade,"parade"
,,park,"parque"
,,park,"park"
,,park,"aparcar"
,,party,"fiesta"
,,party,"festivo"
,,party,"partido"
,,party,"despedida"
,,pass,"dar"
,,pass,"pasar"
,,pass,"paso"
,,pass,"pase"
,,patience,"patience"
,,patience,"paciente"
,,patience,"paciencia"
,,patient,"paciente"
,,patient,"paciencia"
,,patient,"pacientes"
,,pay,"sueldo"
,,pay,"desembolsar"
,,pay,"salariales"
,,pay,"pagaré"
,,pay,"salarial"
,,pay,"pago"
,,pay,"pagar"
,,pay,"paga"
,,pay,"pagado"
,,pay,"salarios"
,,payment,"pago"
,,payment,"pagar"
,,payment,"pagos"
,,peace,"paz"
,,peace,"tranquilidad"
,,peace,"paces"
,,pen,"lapicero"
,,pen,"lápiz"
,,pen,"bolígrafo"
,,pen,"lapicera"
,,pen,"pluma"
,,pencil,"lápiz"
,,pencil,"lapicero"
,,pencil,"bolígrafo"
,,pencil,"lápices"
,,pencil,"lapiz"
,,person,"personas"
,,person,"alguien"
,,person,"persona"
,,photograph,"fotografiar"
,,photograph,"fotografía"
,,photograph,"foto"
,,piano,"piano"
,,piano,"pianos"
,,piano,"pianista"
,,pick,"elegir"
,,pick,"escoger"
,,pick,"buscar"
,,pick,"seleccionar"
,,pick,"contesta"
,,pick,"recoger"
,,pick,"coger"
,,picture,"figura"
,,picture,"film"
,,picture,"fotografía"
,,picture,"pintura"
,,picture,"foto"
,,picture,"imagen"
,,picture,"cuadro"
,,picture,"película"
,,pie,"tarta"
,,pie,"torta"
,,pie,"pie"
,,pie,"pastel"
,,pie,"postre"
,,piece,"pan"
,,piece,"pieza"
,,piece,"pedazo"
,,piece,"trozo"
,,piece,"reportaje"
,,pile,"bonche"
,,pile,"montón"
,,pile,"enfasis"
,,pile,"apilar"
,,pile,"pila"
,,pile,"montaña"
,,pity,"lástima"
,,pity,"pena"
,,pity,"conmiserar"
,,pity,"piedad"
,,plant,"plantar"
,,plant,"fábrica"
,,plant,"vegetal"
,,plant,"plantas"
,,plant,"planta"
,,plate,"plancha"
,,plate,"plato"
,,plate,"matrícula"
,,plate,"comal"
,,plate,"placa"
,,play,"toque"
,,play,"juego"
,,play,"tocar"
,,play,"juagar"
,,play,"jugar"
,,play,"obra"
,,pleasure,"placer"
,,pleasure,"encanto"
,,pleasure,"gusto"
,,pleasure,"encantado"
,,pocket,"bolsa"
,,pocket,"bolsillos"
,,pocket,"bolsillo"
,,poet,"poetisa"
,,poet,"poetas"
,,poet,"poeta"
,,point,"momento"
,,point,"remarcar"
,,point,"señalar"
,,point,"apuntar"
,,point,"señala"
,,point,"sentido"
,,point,"proposito"
,,point,"apuntasen"
,,point,"punto"
,,porch,"entrada"
,,porch,"terraza"
,,porch,"pórtico"
,,porch,"patio"
,,porch,"balcon"
,,porch,"veranda"
,,porch,"porche"
,,position,"puesto"
,,position,"posición"
,,position,"situación"
,,potato,"patatas"
,,potato,"papa"
,,potato,"patata"
,,pray,"rezo"
,,pray,"reza"
,,pray,"orar"
,,pray,"rogar"
,,pray,"rezar"
,,prejudice,"prejuicio"
,,prejudice,"prejuicios"
,,prejudice,"perjuicio"
,,pressure,"presiones"
,,pressure,"tensión"
,,pressure,"presión"
,,pressure,"apresurar"
,,pretend,"aparentar"
,,pretend,"pretende"
,,pretend,"fingir"
,,pretend,"finge"
,,pretend,"pretender"
,,prize,"premio"
,,prize,"premios"
,,prize,"precio"
,,problem,"problemas"
,,problem,"problema"
,,problem,"pasa"
,,promotion,"ascenso"
,,promotion,"ascendido"
,,promotion,"promoción"
,,promotion,"ascender"
,,proof,"evidencia"
,,proof,"pruebas"
,,proof,"comprobación"
,,proof,"prueba"
,,proof,"evidencía"
,,proof,"facto"
,,prove,"demostrar"
,,prove,"probar"
,,prove,"demonstrar"
,,prove,"comprobar"
,,prove,"probarlo"
,,pull,"parar"
,,pull,"tirar"
,,pull,"estirar"
,,pull,"saca"
,,pull,"jalar"
,,pull,"arrastrar"
,,pull,"enchufe"
,,pull,"sacar"
,,pull,"tira"
,,pump,"bombea"
,,pump,"bomba"
,,pump,"bombear"
,,punish,"castigarte"
,,punish,"castiga"
,,punish,"castigarme"
,,punish,"castigar"
,,punishment,"pena"
,,punishment,"castigos"
,,punishment,"castigo"
,,punishment,"castigación"
,,question,"cuestión"
,,question,"duda"
,,question,"pregunta"
,,question,"preguntar"
,,rabbit,"rabbit"
,,rabbit,"conejo"
,,rabbit,"conejito"
,,race,"raza"
,,race,"carreras"
,,race,"competición"
,,race,"carrera"
,,race,"correr"
,,radio,"radios"
,,radio,"radio"
,,radio,"radial"
,,rain,"rain"
,,rain,"lluvia"
,,rain,"llover"
,,raise,"aumentarán"
,,raise,"incrementar"
,,raise,"concienciar"
,,raise,"alzar"
,,raise,"crecer"
,,raise,"aumento"
,,raise,"alza"
,,raise,"criar"
,,raise,"subir"
,,raise,"levantar"
,,rake,"rastrillar"
,,rake,"rake"
,,rake,"rastrillo"
,,reach,"estirar"
,,reach,"alcanzan"
,,reach,"contactar"
,,reach,"llegar"
,,reach,"alcance"
,,reach,"alcanzar"
,,reach,"extenderse"
,,reaction,"reacción"
,,reaction,"reaccion"
,,reaction,"reacciones"
,,read,"leído"
,,read,"lectura"
,,read,"leí"
,,read,"leer"
,,reality,"realidad"
,,reality,"real"
,,reality,"reality"
,,reason,"causa"
,,reason,"motivo"
,,reason,"razones"
,,reason,"razón"
,,recommend,"sugerir"
,,recommend,"recomendar"
,,recommend,"recomiendo"
,,recommend,"recomendaría"
,,refuse,"denegar"
,,refuse,"negar"
,,refuse,"niego"
,,refuse,"no"
,,refuse,"rechazar"
,,refuse,"rehusar"
,,relief,"mejoria"
,,relief,"mitigación"
,,relief,"descanso"
,,relief,"ayuda"
,,relief,"alivio"
,,relief,"relevo"
,,remember,"recuerdo"
,,remember,"recordar"
,,remember,"acordar"
,,remember,"acuerdo"
,,remember,"recuerdas"
,,remember,"recuerda"
,,rent,"arrendar"
,,rent,"rentar"
,,rent,"renta"
,,rent,"alquilar"
,,rent,"alquiler"
,,repeat,"repetir"
,,repeat,"repito"
,,repeat,"repite"
,,report,"reportar"
,,report,"informó"
,,report,"informe"
,,report,"ensayo"
,,report,"informar"
,,report,"reporte"
,,report,"relatar"
,,report,"reportaje"
,,rescue,"rescatar"
,,rescue,"salvar"
,,rescue,"rescatarme"
,,rescue,"rescate"
,,research,"investigador"
,,research,"investigaciones"
