,Concept_ID,en,nl
,,luck,"pech"
,,luck,"geluk"
,,luck,"sterkte"
,,luck,"succes"
,,ease,"gemak"
,,ease,"rust"
,,ease,"plaats"
,,ease,"rustig"
,,cruel,"wreed"
,,cruel,"gemeen"
,,cruel,"cru"
,,cruel,"wrede"
,,mercy,"mercy"
,,mercy,"meelij"
,,mercy,"genade"
,,mercy,"medelijden"
,,pardon,"genade"
,,pardon,"excuseer"
,,pardon,"pardon"
,,pardon,"sorry"
,,rumour,"gerucht"
,,rumour,"geruchten"
,,rumour,"zeggen"
,,smell,"stank"
,,smell,"geur"
,,smell,"ruiken"
,,smell,"reuk"
,,smell,"ruik"
,,danger,"gevaar"
,,danger,"gevaarlijk"
,,danger,"levensgevaar"
,,case,"doos"
,,case,"als"
,,case,"geval"
,,case,"zaak"
,,jail,"cel"
,,jail,"bak"
,,jail,"gevangenis"
,,prison,"cel"
,,prison,"bak"
,,prison,"gevangenis"
,,feeling,"voelt"
,,feeling,"voel"
,,feeling,"gevoel"
,,gun,"wapen"
,,gun,"pistool"
,,gun,"geweer"
,,rifle,"wapen"
,,rifle,"jachtgeweer"
,,rifle,"geweer"
,,conscience,"bewustzijn"
,,conscience,"geweten"
,,conscience,"schuldgevoel"
,,face,"zien"
,,face,"ogen"
,,face,"wang"
,,face,"gezicht"
,,health,"gezond"
,,health,"gezondheid"
,,health,"gezondheidszorg"
,,guitar,"guitar"
,,guitar,"gitarist"
,,guitar,"gitaar"
,,golf,"golf"
,,golf,"golfbaan"
,,golf,"golfen"
,,wave,"zwaai"
,,wave,"zwaaien"
,,wave,"golf"
,,gold,"goud"
,,gold,"gold"
,,gold,"gouden"
,,gold,"zilver"
,,duke,"graaf"
,,duke,"duke"
,,duke,"hertog"
,,corn,"mais"
,,corn,"koren"
,,corn,"graan"
,,corn,"maïs"
,,corn,"corn"
,,joke,"mop"
,,joke,"grap"
,,joke,"grapje"
,,funny,"raar"
,,funny,"grappig"
,,funny,"leuk"
,,funny,"grappige"
,,flu,"verkoudheid"
,,flu,"vogelgriep"
,,flu,"griepprik"
,,flu,"griep"
,,greengrocer,"groenteman"
,,greengrocer,"groenteboer"
,,greengrocer,"groentewinkel"
,,floor,"plattegrond"
,,floor,"verdieping"
,,floor,"vloer"
,,floor,"grond"
,,ground,"aarde"
,,ground,"terrein"
,,ground,"grond"
,,principle,"grondbeginsel"
,,principle,"principes"
,,principle,"principekwestie"
,,principle,"principe"
,,tall,"groot"
,,tall,"lang"
,,tall,"lange"
,,size,"maat"
,,size,"groot"
,,size,"grootte"
,,cave,"grotten"
,,cave,"cave"
,,cave,"grot"
,,cave,"hol"
,,giant,"reus"
,,giant,"grots"
,,giant,"grote"
,,giant,"gigantisch"
,,giant,"gigantische"
,,favour,"voor"
,,favour,"voorkeur"
,,favour,"gunst"
,,favour,"plezier"
,,favour,"vordeel"
,,shark,"haaien"
,,shark,"shark"
,,shark,"haai"
,,hair,"haar"
,,hair,"kapsel"
,,hair,"haren"
,,throat,"hals"
,,throat,"throat"
,,throat,"keel"
,,throat,"strot"
,,hand,"hand"
,,hand,"handdoek"
,,hand,"vinger"
,,hand,"geef"
,,hand,"rechterhand"
,,towel,"handdoek"
,,towel,"ring"
,,towel,"doek"
,,trade,"ruil"
,,trade,"ruilhandel"
,,trade,"ruilen"
,,trade,"uitwisseling"
,,trade,"handel"
,,glove,"want"
,,glove,"dashboardkastje"
,,glove,"handschoenenkastje"
,,glove,"handschoen"
,,autograph,"signeren"
,,autograph,"handtekening"
,,autograph,"handtekeningen"
,,signature,"handtekening"
,,signature,"signatuur"
,,signature,"tekenen"
,,tough,"taai"
,,tough,"moeilijk"
,,tough,"moeilijke"
,,tough,"stoer"
,,tough,"hard"
,,tough,"ruig"
,,tough,"zwaar"
,,cruelty,"hardheid"
,,cruelty,"wreedheid"
,,cruelty,"dierenmishandeling"
,,cruelty,"ruwheid"
,,cruelty,"wreedheden"
,,heart,"hart"
,,heart,"hartaanval"
,,heart,"hartslag"
,,passion,"hartstocht"
,,passion,"passie"
,,passion,"passion"
,,haven,"haven"
,,haven,"plek"
,,haven,"toevluchtsoord"
,,oat,"haver"
,,oat,"haverzemelen"
,,oat,"muesli"
,,gentleman,"man"
,,gentleman,"heer"
,,gentleman,"meneer"
,,sir,"sir"
,,sir,"mijnheer"
,,sir,"heer"
,,sir,"meneer"
,,sir,"kapitein"
,,hedge,"heg"
,,hedge,"hedge"
,,hedge,"hedgefonds"
,,heathen,"heiden"
,,heathen,"heidenen"
,,heathen,"heidense"
,,pagan,"heidens"
,,pagan,"heiden"
,,pagan,"heidense"
,,holy,"heilig"
,,holy,"holy"
,,holy,"heilige"
,,sacred,"heilig"
,,sacred,"heilige"
,,sacred,"sacred"
,,hell,"verdomme"
,,hell,"maan"
,,hell,"hemelsnaam"
,,hell,"bliksem"
,,hell,"hel"
,,hell,"katoen"
,,hero,"held"
,,hero,"hero"
,,hero,"oorlogsheld"
,,sky,"sky"
,,sky,"hemel"
,,sky,"lucht"
,,autumn,"najaar"
,,autumn,"herfst"
,,autumn,"autumn"
,,recovery,"herstellen"
,,recovery,"hersteld"
,,recovery,"herstel"
,,heat,"warmte"
,,heat,"hitte"
,,heat,"verwarming"
,,cap,"kap"
,,cap,"pet"
,,cap,"cap"
,,cap,"hoed"
,,hat,"muts"
,,hat,"pet"
,,hat,"hoed"
,,angle,"hoek"
,,angle,"invalshoek"
,,angle,"kant"
,,corner,"corner"
,,corner,"hoek"
,,corner,"hoekje"
,,hollow,"holle"
,,hollow,"hollow"
,,hollow,"hol"
,,dog,"hond"
,,dog,"hotdog"
,,dog,"dog"
,,honey,"schat"
,,honey,"honing"
,,honey,"schatje"
,,honey,"lieverd"
,,head,"gaan"
,,head,"hoofd"
,,head,"hals"
,,head,"nek"
,,head,"voorhoofd"
,,head,"leider"
,,head,"kop"
,,master,"hoofd"
,,master,"master"
,,master,"heer"
,,master,"meester"
,,height,"lengte"
,,height,"hoogte"
,,height,"hoogtepunt"
,,height,"grootte"
,,watch,"wachter"
,,watch,"horloge"
,,watch,"kijken"
,,watch,"kijkt"
,,watch,"kijk"
,,skin,"huidskleur"
,,skin,"vel"
,,skin,"huid"
,,current,"stroom"
,,current,"huidig"
,,current,"huidige"
,,current,"recent"
,,current,"stroming"
,,house,"thuis"
,,house,"huishoudhulp"
,,house,"house"
,,house,"huis"
,,renter,"huurdersverzekering"
,,renter,"huurster"
,,renter,"huurder"
,,tenant,"bewoner"
,,tenant,"huurder"
,,tenant,"huurster"
,,iron,"ijzeren"
,,iron,"ijzer"
,,iron,"iron"
,,iron,"strijken"
,,impression,"dacht"
,,impression,"indruk"
,,impression,"impressie"
,,impression,"afdruk"
,,influence,"invloed"
,,influence,"beïnvloeden"
,,influence,"influentie"
,,influence,"beïnvloed"
,,information,"gegevens"
,,information,"info"
,,information,"informatie"
,,entrance,"ingang"
,,entrance,"entree"
,,entrance,"hoofdingang"
,,content,"inhoud"
,,content,"tevreden"
,,content,"content"
,,contents,"inhoud"
,,contents,"inhoudsopgave"
,,contents,"maaginhoud"
,,volume,"inhoud"
,,volume,"deel"
,,volume,"volume"
,,volume,"hoeveelheid"
,,ink,"tatoeage"
,,ink,"inkt"
,,ink,"ink"
,,insect,"insect"
,,insect,"insectenbeten"
,,insect,"insecten"
,,insect,"insekt"
,,citizen,"staatsburger"
,,citizen,"citizen"
,,citizen,"inwoner"
,,citizen,"burger"
,,inhabitant,"bewoner"
,,inhabitant,"inwoner"
,,inhabitant,"bewoners"
,,resident,"bewoner"
,,resident,"assistent"
,,resident,"inwoner"
,,understanding,"begrip"
,,understanding,"begrijpen"
,,understanding,"begripvol"
,,understanding,"inzicht"
,,year,"jaar"
,,year,"jarige"
,,year,"nieuwjaar"
,,year,"seizoen"
,,pity,"meelij"
,,pity,"zonde"
,,pity,"jammer"
,,pity,"medelijden"
,,pity,"zelfmedelijden"
,,dress,"japon"
,,dress,"kleden"
,,dress,"kleed"
,,dress,"jurk"
,,dress,"rok"
,,gown,"japon"
,,gown,"schort"
,,gown,"jurk"
,,gown,"trouwjurk"
,,coat,"overjas"
,,coat,"jasje"
,,coat,"bontjas"
,,coat,"vacht"
,,coat,"jas"
,,jacket,"jasje"
,,jacket,"jack"
,,jacket,"jas"
,,youth,"jong"
,,youth,"jeugd"
,,youth,"jongeren"
,,boy,"jongen"
,,boy,"knul"
,,boy,"zoon"
,,boy,"hond"
,,boy,"boy"
,,lad,"jongen"
,,lad,"knul"
,,lad,"kerel"
,,jaw,"kaak"
,,jaw,"kaken"
,,jaw,"kaaklijn"
,,candle,"kaarsje"
,,candle,"kaarsen"
,,candle,"kaars"
,,map,"plattegrond"
,,map,"map"
,,map,"kaart"
,,map,"landkaart"
,,card,"kaartje"
,,card,"creditcard"
,,card,"kaart"
,,postcard,"kaartje"
,,postcard,"ansichtkaart"
,,postcard,"kaart"
,,tag,"naamplaatje"
,,tag,"kaartje"
,,tag,"label"
,,tag,"tag"
,,ticket,"bon"
,,ticket,"kaartje"
,,ticket,"plaatsbewijs"
,,ticket,"ticket"
,,calf,"jong"
,,calf,"kalf"
,,calf,"kuit"
,,room,"kamer"
,,room,"ruimte"
,,room,"woonkamer"
,,chance,"gelegenheid"
,,chance,"risico"
,,chance,"kans"
,,chance,"wisseling"
,,chance,"mogelijkheid"
,,chance,"kunnen"
,,office,"kamer"
,,office,"bureau"
,,office,"kantoor"
,,office,"postkantoor"
,,captain,"commandant"
,,captain,"captain"
,,captain,"kapitein"
,,cat,"kat"
,,cat,"katten"
,,cat,"cat"
,,cotton,"suikerspin"
,,cotton,"cotton"
,,cotton,"katoen"
,,dude,"man"
,,dude,"gast"
,,dude,"kerel"
,,fellow,"man"
,,fellow,"kerel"
,,fellow,"collega"
,,guy,"reus"
,,guy,"man"
,,guy,"gast"
,,guy,"kerel"
,,guy,"vent"
,,guy,"jongen"
,,guy,"figuur"
,,guy,"peer"
,,chain,"voedselketen"
,,chain,"ketting"
,,chain,"keten"
,,string,"draad"
,,string,"touw"
,,string,"reeks"
,,string,"string"
,,string,"keten"
,,kitchen,"kitchen"
,,kitchen,"keuken"
,,kitchen,"keukentafel"
,,choice,"keus"
,,choice,"keuze"
,,choice,"kiezen"
,,frog,"kikker"
,,frog,"frog"
,,frog,"kikkers"
,,chin,"kin"
,,chin,"chin"
,,chin,"kop"
,,complaint,"aanklacht"
,,complaint,"klacht"
,,complaint,"aangifte"
,,colour,"kleuren"
,,colour,"huidskleur"
,,colour,"kleur"
,,climate,"klimaat"
,,climate,"klimaatveranderingen"
,,climate,"klimaatverandering"
,,clock,"uur"
,,clock,"klok"
,,clock,"tijd"
,,canyon,"canyon"
,,canyon,"ravijn"
,,canyon,"kloof"
,,gorge,"ravijn"
,,gorge,"gorge"
,,gorge,"kloof"
,,garlic,"knoflookbrood"
,,garlic,"look"
,,garlic,"knoflook"
,,cow,"koeien"
,,cow,"koe"
,,cow,"trut"
,,coffee,"koffieshop"
,,coffee,"drinken"
,,coffee,"koffie"
,,bullet,"kogelgat"
,,bullet,"kogelgaten"
,,bullet,"kogel"
,,rabbit,"konijn"
,,rabbit,"konijntje"
,,rabbit,"rabbit"
,,king,"king"
,,king,"konings"
,,king,"koning"
,,queen,"koningin"
,,queen,"dame"
,,queen,"queen"
,,cage,"ribbenkast"
,,cage,"cage"
,,cage,"kooi"
,,fever,"koorts"
,,fever,"fever"
,,fever,"hooikoorts"
,,costume,"kostuum"
,,costume,"verkleed"
,,costume,"pak"
,,suit,"kostuum"
,,suit,"badpak"
,,suit,"pak"
,,faucet,"kraan"
,,faucet,"kranen"
,,faucet,"kraantje"
,,tap,"tap"
,,tap,"tik"
,,tap,"kraan"
,,force,"dwingen"
,,force,"force"
,,force,"kracht"
,,force,"macht"
,,force,"eenheid"
,,power,"stroom"
,,power,"kracht"
,,power,"macht"
,,power,"gas"
,,strength,"krachten"
,,strength,"kracht"
,,strength,"sterkte"
,,newspaper,"kranten"
,,newspaper,"krantenartikel"
,,newspaper,"krant"
,,paper,"papier"
,,paper,"krant"
,,paper,"papieren"
,,criticism,"kritiek"
,,criticism,"bekritiseren"
,,criticism,"kritieken"
,,crown,"crown"
,,crown,"kroonprins"
,,crown,"kroon"
,,herb,"kruid"
,,herb,"kruiden"
,,herb,"herb"
,,art,"zijt"
,,art,"art"
,,art,"kunst"
,,pillow,"kussengevecht"
,,pillow,"hoofdkussen"
,,pillow,"kussen"
,,quality,"kwaliteit"
,,quality,"eigenschap"
,,quality,"quality"
,,boot,"achterbak"
,,boot,"schoen"
,,boot,"kofferbak"
,,boot,"boot"
,,boot,"laars"
,,coward,"lafbek"
,,coward,"laf"
,,coward,"schijterd"
,,coward,"lafaard"
,,lamb,"lamb"
,,lamb,"lammetje"
,,lamb,"schaap"
,,lamb,"lam"
,,country,"country"
,,country,"platteland"
,,country,"land"
,,land,"landen"
,,land,"grond"
,,land,"land"
,,long,"lange"
,,long,"lang"
,,long,"zolang"
,,age,"eeuw"
,,age,"tijdperk"
,,age,"oud"
,,age,"leeftijd"
,,loan,"lening"
,,loan,"leen"
,,loan,"lenen"
,,lion,"lion"
,,lion,"leeuw"
,,lion,"leeuwen"
,,army,"leger"
,,army,"army"
,,army,"dienst"
,,leader,"teamleider"
,,leader,"leader"
,,leader,"leider"
,,lens,"lens"
,,lens,"telelens"
,,lens,"contactlens"
,,spoon,"spoon"
,,spoon,"lepeltje"
,,spoon,"lepel"
,,lesson,"leren"
,,lesson,"lesje"
,,lesson,"les"
,,lie,"leugen"
,,lie,"liggen"
,,lie,"liegen"
,,body,"lichaam"
,,body,"lijf"
,,body,"lijk"
,,song,"liedje"
,,song,"nummer"
,,song,"lied"
,,song,"muziek"
,,scar,"littekenweefsel"
,,scar,"litteken"
,,scar,"scar"
,,payment,"loon"
,,payment,"betalen"
,,payment,"betaling"
,,payment,"aanbetaling"
,,salary,"loon"
,,salary,"jaarsalaris"
,,salary,"salaris"
,,wage,"loon"
,,wage,"minimumloon"
,,wage,"voeren"
,,wage,"salaris"
,,wages,"loon"
,,wages,"salaris"
,,wages,"lonen"
,,fate,"lot"
,,fate,"fate"
,,fate,"noodlot"
,,air,"air"
,,air,"luchtmacht"
,,air,"neus"
,,air,"lucht"
,,stomach,"buik"
,,stomach,"maag"
,,stomach,"maaginhoud"
,,moon,"maan"
,,moon,"moon"
,,moon,"maanlanding"
,,manner,"wijze"
,,manner,"manieren"
,,manner,"manier"
,,mode,"manier"
,,mode,"mode"
,,mode,"modus"
,,mode,"stand"
,,way,"methode"
,,way,"ingang"
,,way,"eind"
,,way,"mogelijkheid"
,,way,"oplossing"
,,way,"manier"
,,way,"komst"
,,way,"kant"
,,way,"weg"
,,mask,"bivakmuts"
,,mask,"maskeren"
,,mask,"masker"
,,mast,"mast"
,,mast,"hoorzitting"
,,mast,"halfstok"
,,medal,"medaille"
,,medal,"eremedaille"
,,medal,"medal"
,,majority,"meeste"
,,majority,"deel"
,,majority,"meerderheid"
,,chick,"griet"
,,chick,"meid"
,,chick,"chick"
,,girl,"dienstmeisje"
,,girl,"meid"
,,girl,"vrouw"
,,girl,"dochter"
,,girl,"meisje"
,,opinion,"mening"
,,opinion,"opinion"
,,opinion,"opinie"
,,people,"volk"
,,people,"mensen"
,,people,"iedereen"
,,knife,"mes"
,,knife,"zakmes"
,,knife,"neer"
,,metal,"metalen"
,,metal,"ijzer"
,,metal,"metaal"
,,metal,"metal"
,,method,"manier"
,,method,"method"
,,method,"methode"
,,middle,"middelbare"
,,middle,"bezig"
,,middle,"midden"
,,middle,"middelpunt"
,,middle,"middelste"
,,ant,"mier"
,,ant,"ant"
,,ant,"mierenhoop"
,,mile,"mijl"
,,mile,"kilometer"
,,mile,"km"
,,abuse,"mishandeling"
,,abuse,"misbruik"
,,abuse,"misbruiken"
,,crime,"misdrijf"
,,crime,"delict"
,,crime,"crimineel"
,,crime,"misdaad"
,,failure,"mislukkeling"
,,failure,"mislukking"
,,failure,"falen"
,,fog,"fog"
,,fog,"mist"
,,fog,"mistbank"
,,mist,"nevel"
,,mist,"mist"
,,mist,"mistig"
,,mud,"modder"
,,mud,"mud"
,,mud,"slijk"
,,fashion,"manier"
,,fashion,"mode"
,,fashion,"modeshow"
,,mother,"moeders"
,,mother,"moeder"
,,mother,"mama"
,,possibility,"mogelijk"
,,possibility,"mogelijkheid"
,,possibility,"kans"
,,windmill,"molen"
,,windmill,"windmolen"
,,windmill,"windmill"
,,mouth,"mouth"
,,mouth,"bek"
,,mouth,"mond"
,,monk,"monniken"
,,monk,"monk"
,,monk,"monnik"
,,murderer,"dader"
,,murderer,"moordenaar"
,,murderer,"massamoordenaar"
,,motive,"motief"
,,motive,"motieven"
,,motive,"reden"
,,sleeve,"hand"
,,sleeve,"mouwen"
,,sleeve,"mouw"
,,mule,"muildier"
,,mule,"ezel"
,,mule,"drugskoerier"
,,mule,"muilezel"
,,mouse,"mouse"
,,mouse,"muisje"
,,mouse,"muis"
,,coin,"geld"
,,coin,"munt"
,,coin,"muntje"
,,wall,"muur"
,,wall,"wand"
,,wall,"wall"
,,music,"muziekdoos"
,,music,"music"
,,music,"muziek"
,,needle,"spuit"
,,needle,"speld"
,,needle,"naald"
,,name,"heet"
,,name,"naam"
,,name,"heette"
,,night,"nacht"
,,night,"avond"
,,night,"gisteravond"
,,disadvantage,"voordeel"
,,disadvantage,"achterstand"
,,disadvantage,"nadeel"
,,wet,"nat"
,,wet,"wet"
,,wet,"natte"
,,defeat,"verslaan"
,,defeat,"verslagen"
,,defeat,"nederlaag"
,,defeat,"verlies"
,,negro,"neger"
,,negro,"negro"
,,negro,"zwarte"
,,neck,"neck"
,,neck,"hals"
,,neck,"nek"
,,neck,"strot"
,,nose,"neus"
,,nose,"bloedneus"
,,nose,"neuscorrectie"
,,nonsense,"onzin"
,,nonsense,"nonsens"
,,nonsense,"niet"
,,destiny,"toekomst"
,,destiny,"lot"
,,destiny,"destiny"
,,destiny,"bestemming"
,,destiny,"noodlot"
,,need,"moet"
,,need,"nodig"
,,need,"moeten"
,,need,"noodzaak"
,,need,"noodzakelijkheid"
,,sacrifice,"opoffering"
,,sacrifice,"offer"
,,sacrifice,"opofferen"
,,irregular,"ongebruikelijk"
,,irregular,"onregelmatige"
,,irregular,"onregelmatig"
,,irregular,"oneven"
,,odd,"raar"
,,odd,"vreemde"
,,odd,"vreemd"
,,odd,"oneven"
,,unequal,"ongelijke"
,,unequal,"niet"
,,unequal,"oneven"
,,unequal,"ongelijk"
,,uneven,"ongelijke"
,,uneven,"ongelijk"
,,uneven,"oneven"
,,riot,"opstand"
,,riot,"onlust"
,,riot,"rel"
,,riot,"ruzie"
,,riot,"rellen"
,,innocence,"onschuld"
,,innocence,"innocence"
,,innocence,"onschuldig"
,,discovery,"discovery"
,,discovery,"ontdekt"
,,discovery,"ontdekking"
,,eye,"ogen"
,,eye,"aandacht"
,,eye,"gaten"
,,eye,"oog"
,,uncle,"oom"
,,uncle,"uncle"
,,uncle,"ome"
,,ear,"oor"
,,ear,"linkeroor"
,,ear,"oren"
,,war,"burgeroorlog"
,,war,"oorlog"
,,war,"wereldoorlog"
,,cause,"zaak"
,,cause,"oorzaak"
,,cause,"doodsoorzaak"
,,cause,"reden"
,,cause,"veroorzaken"
,,task,"task"
,,task,"opdracht"
,,task,"taak"
,,public,"openbare"
,,public,"volk"
,,public,"publiek"
,,public,"openbaar"
,,public,"publiekelijk"
,,conman,"oplichter"
,,conman,"bedrieger"
,,conman,"zwendelaar"
,,solution,"oplossen"
,,solution,"zoutoplossing"
,,solution,"oplossing"
,,treaty,"uitleveringsverdrag"
,,treaty,"vredesverdrag"
,,treaty,"overeenkomst"
,,treaty,"verdrag"
,,flood,"stroom"
,,flood,"flood"
,,flood,"vloed"
,,flood,"overstroming"
,,pole,"pool"
,,pole,"stok"
,,pole,"noordpool"
,,pole,"zuidpool"
,,pole,"mast"
,,pole,"paal"
,,couple,"stel"
,,couple,"wat"
,,couple,"paar"
,,pair,"stel"
,,pair,"paar"
,,pair,"twee"
,,horse,"paarden"
,,horse,"horse"
,,horse,"paard"
,,panic,"paniekaanval"
,,panic,"paniek"
,,panic,"paniekaanvallen"
,,umbrella,"paraplu"
,,umbrella,"umbrella"
,,umbrella,"parapluutje"
,,pearl,"parelmoer"
,,pearl,"pearl"
,,pearl,"parel"
,,pope,"paus"
,,pope,"papa"
,,pope,"pope"
,,pear,"pear"
,,pear,"peer"
,,pear,"peren"
,,pen,"gevangenis"
,,pen,"pen"
,,pen,"balpen"
,,pepper,"pepper"
,,pepper,"pepperspray"
,,pepper,"peper"
,,peach,"peach"
,,peach,"perziktaart"
,,peach,"perzik"
,,arrow,"boog"
,,arrow,"arrow"
,,arrow,"pijl"
,,pipe,"buis"
,,pipe,"leiding"
,,pipe,"pijp"
,,pin,"schuiven"
,,pin,"pen"
,,pin,"speld"
,,pin,"vastbinden"
,,pin,"pin"
,,pin,"naald"
,,pirate,"pirate"
,,pirate,"piraat"
,,pirate,"piraten"
,,pistol,"wapen"
,,pistol,"pistool"
,,pistol,"pistol"
,,town,"dorpje"
,,town,"stad"
,,town,"plaats"
,,town,"stadje"
,,town,"dorp"
,,ceiling,"dak"
,,ceiling,"plafond"
,,ceiling,"plafondventilator"
,,idea,"gedachte"
,,idea,"weet"
,,idea,"weten"
,,idea,"plan"
,,idea,"idee"
,,plan,"plattegrond"
,,plan,"wil"
,,plan,"plannen"
,,plan,"plan"
,,joy,"plezier"
,,joy,"joy"
,,joy,"vreugde"
,,duty,"plicht"
,,duty,"dienst"
,,duty,"taak"
,,attempt,"aanslag"
,,attempt,"proberen"
,,attempt,"poging"
,,effort,"moeite"
,,effort,"poging"
,,effort,"inspanning"
,,try,"proberen"
,,try,"probeer"
,,try,"poging"
,,try,"probeert"
,,pox,"pokken"
,,pox,"waterpokken"
,,pox,"pox"
,,police,"politieagent"
,,police,"politie"
,,police,"politiebureau"
,,pound,"pond"
,,pound,"asiel"
,,pound,"kilo"
,,doll,"pop"
,,doll,"schat"
,,doll,"doll"
,,puppet,"pop"
,,puppet,"marionet"
,,puppet,"puppet"
,,mail,"mail"
,,mail,"voicemail"
,,mail,"post"
,,post,"postkantoor"
,,post,"na"
,,post,"paal"
,,post,"post"
,,jar,"pot"
,,jar,"jar"
,,jar,"vaas"
,,jar,"potje"
,,pot,"pot"
,,pot,"wiet"
,,pot,"pan"
,,pencil,"pen"
,,pencil,"pencil"
,,pencil,"potlood"
,,speech,"voordracht"
,,speech,"toespraak"
,,speech,"spraak"
,,speech,"meningsuiting"
,,speech,"speech"
,,speech,"preek"
,,price,"prijskaartje"
,,price,"prijs"
,,price,"price"
,,prize,"nobelprijs"
,,prize,"prijs"
,,prize,"hoofdprijs"
,,prince,"prins"
,,prince,"prince"
,,prince,"kroonprins"
,,audience,"audiëntie"
,,audience,"kijkers"
,,audience,"publiek"
,,riddle,"raadseltje"
,,riddle,"raadsel"
,,riddle,"riddle"
,,window,"opening"
,,window,"venster"
,,window,"ruit"
,,window,"raam"
,,rail,"spoor"
,,rail,"reling"
,,rail,"rail"
,,rail,"trein"
,,rails,"rail"
,,rails,"rails"
,,rails,"ontspoord"
,,rails,"spoor"
,,raw,"ruwe"
,,raw,"rauwe"
,,raw,"ruw"
,,raw,"rauw"
,,law,"zwager"
,,law,"rechten"
,,law,"wet"
,,reason,"motief"
,,reason,"redenen"
,,reason,"rede"
,,reason,"reden"
,,line,"lijn"
,,line,"rij"
,,line,"regel"
,,line,"touw"
,,line,"grens"
,,rule,"heersen"
,,rule,"regel"
,,rule,"regeren"
,,sentence,"regel"
,,sentence,"straf"
,,sentence,"zin"
,,sentence,"vonnis"
,,rain,"regenen"
,,rain,"rain"
,,rain,"regen"
,,result,"door"
,,result,"gevolg"
,,result,"resultaat"
,,scent,"spoor"
,,scent,"geur"
,,scent,"reuk"
,,scent,"parfum"
,,knight,"prins"
,,knight,"paard"
,,knight,"ridder"
,,knight,"knight"
,,belt,"band"
,,belt,"gordel"
,,belt,"riem"
,,straw,"strootje"
,,straw,"stro"
,,straw,"druppel"
,,straw,"rietje"
,,rice,"rijst"
,,rice,"rijstvelden"
,,rice,"rice"
,,rhythm,"sinusritme"
,,rhythm,"rhythm"
,,rhythm,"ritme"
,,river,"river"
,,river,"water"
,,river,"rivier"
,,skirt,"jurk"
,,skirt,"rok"
,,skirt,"rokje"
,,torso,"torso"
,,torso,"romp"
,,torso,"lichaam"
,,smoke,"roken"
,,smoke,"rookt"
,,smoke,"rook"
,,rose,"rose"
,,rose,"rozenblaadjes"
,,rose,"steeg"
,,rose,"roos"
,,grief,"leed"
,,grief,"rouw"
,,grief,"verdriet"
,,spine,"wervelkolom"
,,spine,"ruggengraat"
,,spine,"rug"
,,spine,"ruggegraat"
,,bag,"rugtas"
,,bag,"tas"
,,bag,"zak"
,,bag,"zakje"
,,bag,"mouw"
,,rough,"moeilijk"
,,rough,"zware"
,,rough,"ruw"
,,rough,"ruig"
,,rough,"zwaar"
,,exchange,"ruil"
,,exchange,"uitwisselen"
,,exchange,"wissel"
,,exchange,"ruilen"
,,exchange,"uitwisseling"
,,swap,"ruil"
,,swap,"uitwisselen"
,,swap,"ruilen"
,,swap,"wisselen"
,,space,"plek"
,,space,"space"
,,space,"ruimte"
,,fight,"gevecht"
,,fight,"ruzie"
,,fight,"vechten"
,,quarrel,"ruziën"
,,quarrel,"ruzie"
,,quarrel,"onenigheid"
,,boring,"vervelend"
,,boring,"saaie"
,,boring,"saai"
,,dull,"bot"
,,dull,"saaie"
,,dull,"saai"
,,juice,"sinaasappelsap"
,,juice,"sap"
,,juice,"juice"
,,sauce,"sojasaus"
,,sauce,"sauce"
,,sauce,"saus"
,,shame,"schande"
,,shame,"jammer"
,,shame,"zonde"
,,shame,"schaamte"
,,sheep,"schaap"
,,sheep,"schaapjes"
,,sheep,"schapen"
,,scissors,"schaar"
,,scissors,"nagelschaartje"
,,scissors,"scharen"
,,scandal,"schandalen"
,,scandal,"seksschandaal"
,,scandal,"schandaal"
,,estimate,"schat"
,,estimate,"schatting"
,,estimate,"schatten"
,,estimation,"inschatting"
,,estimation,"schatting"
,,estimation,"achting"
,,dusk,"donker"
,,dusk,"schemering"
,,dusk,"schemer"
,,dusk,"zonsondergang"
,,twilight,"schemering"
,,twilight,"twilight"
,,twilight,"schemer"
,,turtle,"turtle"
,,turtle,"schildpadden"
,,turtle,"schildpad"
,,shoe,"schoenen"
,,shoe,"schoen"
,,shoe,"schoenmaat"
,,beauty,"beauty"
,,beauty,"schoonheid"
,,beauty,"mooie"
,,saucer,"schoteltje"
,,saucer,"schotel"
,,saucer,"ufo"
,,shoulder,"rechterschouder"
,,shoulder,"schouder"
,,shoulder,"schouders"
,,debt,"krijt"
,,debt,"schuld"
,,debt,"schulden"
,,guilt,"schuldig"
,,guilt,"onschuld"
,,guilt,"schuld"
,,guilt,"schuldgevoel"
,,season,"tijd"
,,season,"jachtseizoen"
,,season,"seizoen"
,,scarf,"hoofddoek"
,,scarf,"sjaal"
,,scarf,"sjaaltje"
,,shawl,"shawl"
,,shawl,"sjaal"
,,shawl,"omslagdoek"
,,slave,"slavin"
,,slave,"slaven"
,,slave,"slaaf"
,,victim,"slachtoffers"
,,victim,"moordslachtoffer"
,,victim,"slachtoffer"
,,butcher,"butcher"
,,butcher,"slager"
,,butcher,"slachter"
,,snake,"snake"
,,snake,"slang"
,,snake,"slangen"
,,smart,"slimme"
,,smart,"slim"
,,smart,"verstandig"
,,flavour,"snoepje"
,,flavour,"smaakt"
,,flavour,"smaak"
,,taste,"proeven"
,,taste,"smaakt"
,,taste,"smaak"
,,snow,"sneeuw"
,,snow,"snow"
,,snow,"sneeuwwitje"
,,moustache,"snor"
,,moustache,"snorretje"
