,Concept_ID,en,de
,,warned,"gewarnt"
,,warned,"davor"
,,warned,"ergeben"
,,warned,"warnten"
,,that,"somit"
,,that,"dieser"
,,that,"dies"
,,that,"dadurch"
,,that,"weil"
,,that,"denen"
,,that,"hierbei"
,,that,"darüber"
,,that,"da"
,,that,"dem"
,,that,"darum"
,,that,"eskalierenden"
,,that,"davor"
,,that,"dafur"
,,that,"damit"
,,that,"deswegen"
,,that,"der"
,,that,"dessen"
,,that,"deshalb"
,,that,"resultierenden"
,,that,"dementsprechend"
,,that,"dazu"
,,that,"solchen"
,,that,"ist"
,,that,"solch"
,,that,"dass"
,,that,"daran"
,,that,"zufolge"
,,that,"solche"
,,that,"sodass"
,,that,"die"
,,that,"so"
,,that,"den"
,,that,"diesem"
,,that,"demzufolge"
,,that,"was"
,,that,"dafür"
,,that,"das"
,,that,"diese"
,,that,"diesen"
,,that,"derartigen"
,,that,"darauf"
,,that,"daraus"
,,that,"wodurch"
,,that,"dieses"
,,will,"wird"
,,will,"könnten"
,,will,"werden"
,,will,"betragen"
,,will,"würden"
,,will,"werde"
,,bank,"bank"
,,bank,"bankkonto"
,,bank,"bankräuber"
,,england,"england"
,,england,"englands"
,,england,"englischen"
,,cut,"verringern"
,,cut,"reduzieren"
,,cut,"unterbinden"
,,cut,"anteil"
,,cut,"geschnitten"
,,cut,"senken"
,,cut,"begrenzen"
,,cut,"abholzen"
,,cut,"minimieren"
,,cut,"schnitt"
,,cut,"geschaffen"
,,cut,"schneiden"
,,struggles,"alles"
,,struggles,"kampf"
,,struggles,"hat"
,,struggles,"darum"
,,struggles,"beschäftigt"
,,struggles,"ringt"
,,struggles,"sich"
,,struggles,"damit"
,,struggles,"gleichzeitig"
,,struggles,"kämpft"
,,struggles,"muss"
,,struggles,"bekämpft"
,,struggles,"abmühen"
,,struggles,"gegen"
,,struggles,"genug"
,,struggles,"zu"
,,struggles,"bereits"
,,struggles,"ist"
,,struggles,"kämpfe"
,,struggles,"versucht"
,,struggles,"kämpfen"
,,inflation,"inflationsrate"
,,inflation,"eine"
,,inflation,"inflation"
,,inflation,"zinssätze"
,,inflation,"inflationsausgleich"
,,inflation,"die"
,,inflation,"inflationsraten"
,,inflation,"gewarnt"
,,inflation,"davor"
,,inflation,"krankenschwestern"
,,inflation,"inflationsniveau"
,,inflation,"der"
,,under,"mit"
,,under,"darunter"
,,under,"bei"
,,under,"die"
,,under,"in"
,,under,"unter"
,,under,"im"
,,control,"kontrollieren"
,,control,"preise"
,,control,"griff"
,,control,"schadensbegrenzung"
,,control,"begrenzen"
,,control,"einzudämmen"
,,control,"stabil"
,,control,"kontrolle"
,,keep,"bewahren"
,,keep,"aufzubewahren"
,,keep,"lebensunterhalt"
,,keep,"weiterhin"
,,keep,"leisten"
,,keep,"aufrechterhalten"
,,keep,"verhindern"
,,keep,"halten"
,,keep,"behalten"
,,keep,"weiter"
,,keep,"bleiben"
,,keep,"zusammenhalten"
,,keep,"behält"
,,keep,"lagern"
,,escalating,"eklatant"
,,escalating,"steigenden"
,,escalating,"steigende"
,,escalating,"schnell"
,,escalating,"ansteigenden"
,,escalating,"eskalierende"
,,escalating,"eskalierenden"
,,escalating,"explodierenden"
,,escalating,"erhöhten"
,,escalating,"steigen"
,,escalating,"immens"
,,escalating,"dass"
,,escalating,"wesentlich"
,,escalating,"eskaliert"
,,escalating,"eskalieren"
,,especially,"vor"
,,especially,"allem"
,,especially,"dies"
,,especially,"betrifft"
,,especially,"das"
,,especially,"gilt"
,,especially,"insbesondere"
,,especially,"besonders"
,,especially,"für"
,,especially,"von"
,,those,"tätigen"
,,those,"angestellten"
,,those,"löhne"
,,those,"denjenigen"
,,those,"denen"
,,those,"regierungsangestellten"
,,those,"alle"
,,those,"die"
,,those,"arbeiten"
,,those,"gehälter"
,,those,"lohnerhöhungen"
,,those,"angestellte"
,,those,"arbeiter"
,,those,"mitarbeiter"
,,those,"das"
,,those,"zu"
,,those,"diese"
,,those,"als"
,,those,"gestiegenen"
,,those,"bezüglich"
,,those,"diejenigen"
,,those,"all"
,,those,"personen"
,,nurses,"pflegekräften"
,,nurses,"pfleger"
,,nurses,"krankenpflegern"
,,nurses,"krankenpfleger"
,,nurses,"in"
,,nurses,"krankenhäusern"
,,nurses,"pflegern"
,,nurses,"krankenschwester"
,,nurses,"gehälter"
,,nurses,"pflegepersonals"
,,nurses,"und"
,,nurses,"krankenschwestern"
,,nurses,"pflegepersonal"
,,nurses,"von"
,,nurses,"schwester"
,,nurses,"schwestern"
,,other,"andere"
,,other,"uns"
,,other,"ansonsten"
,,other,"anderen"
,,other,"kürzlich"
,,other,"gegenseitig"
,,other,"dem"
,,other,"übrigen"
,,other,"anderer"
,,other,"anderem"
,,other,"anderes"
,,other,"weitere"
,,other,"von"
,,other,"voneinander"
,,professionals,"professionell"
,,professionals,"beschäftigten"
,,professionals,"angestellten"
,,professionals,"aus"
,,professionals,"arbeitnehmern"
,,professionals,"krankenhausmitarbeitern"
,,professionals,"profis"
,,professionals,"berufsgruppen"
,,professionals,"bediensteten"
,,professionals,"personal"
,,professionals,"fachpersonal"
,,professionals,"der"
,,professionals,"fachleute"
,,healthcare,"medizinischen"
,,healthcare,"medizinischem"
,,healthcare,"gesundheitsbereich"
,,healthcare,"gesundheitsbranche"
,,healthcare,"gesundheitssektor"
,,healthcare,"die"
,,healthcare,"beschäftigt"
,,healthcare,"in"
,,healthcare,"gesundheitswesen"
,,healthcare,"gesundheitsfürsorge"
,,healthcare,"gesundheitspflege"
,,healthcare,"sind"
,,healthcare,"gesundheitssystem"
,,healthcare,"medizinisches"
,,healthcare,"im"
,,healthcare,"der"
,,who,"berufsgruppe"
,,who,"preise"
,,who,"das"
,,who,"wer"
,,who,"die"
,,who,"diese"
,,who,"sie"
,,who,"menschen"
,,who,"dieses"
,,who,"der"
,,insistence,"erklärt"
,,insistence,"beharrt"
,,insistence,"drängen"
,,insistence,"dem"
,,insistence,"mienung"
,,insistence,"bedacht"
,,insistence,"beharren"
,,insistence,"schneller"
,,insistence,"war"
,,insistence,"der"
,,insistence,"besteht"
,,insistence,"vorschrift"
,,insistence,"intervention"
,,insistence,"entscheidung"
,,insistence,"beharrlichkeit"
,,insistence,"darauf"
,,insistence,"forderung"
,,insistence,"dass"
,,government,"des"
,,government,"sudanesischen"
,,government,"dortigen"
,,government,"bundesregierung"
,,government,"regierungsangestellten"
,,government,"ministertreffen"
,,government,"regierung"
,,government,"staat"
,,government,"dieses"
,,government,"landes"
,,government,"sudans"
,,public,"öffentlich"
,,public,"öffentlichkeit"
,,public,"bevölkerung"
,,public,"öffentlichen"
,,public,"lohnerhöhungen"
,,public,"öffentliche"
,,below,"geringer"
,,below,"die"
,,below,"zu"
,,below,"niedrige"
,,below,"unter"
,,below,"als"
,,below,"unterhalb"
,,below,"erfordert"
,,below,"unten"
,,below,"niedriger"
,,also,"auch"
,,also,"überdies"
,,also,"zudem"
,,also,"beitragen"
,,also,"außerdem"
,,also,"und"
,,also,"ebenso"
,,also,"ebenfalls"
,,five,"sechs"
,,five,"fünfmal"
,,five,"five"
,,five,"fünf"
,,six,"sechs"
,,six,"sechsmal"
,,six,"six"
,,largest,"zweitgrößte"
,,largest,"größten"
,,largest,"größte"
,,suppliers,"anbieter"
,,suppliers,"energielieferanten"
,,suppliers,"stromanbietern"
,,suppliers,"stromkonzerne"
,,suppliers,"stromanbieter"
,,suppliers,"lieferanten"
,,suppliers,"lieferant"
,,suppliers,"zulieferer"
,,suppliers,"stromlieferanten"
,,suppliers,"stromproduzenten"
,,their,"dortigen"
,,their,"ihrer"
,,their,"bei"
,,their,"die"
,,their,"ihr"
,,their,"für"
,,their,"müssen"
,,their,"ihres"
,,their,"der"
,,their,"jeweils"
,,their,"ihre"
,,their,"das"
,,their,"ihrem"
,,their,"sie"
,,their,"ihren"
,,their,"den"
,,their,"deren"
,,increased,"verstärkt"
,,increased,"ausgestellt"
,,increased,"getrieben"
,,increased,"zunehmende"
,,increased,"die"
,,increased,"höhe"
,,increased,"in"
,,increased,"gesteigerte"
,,increased,"vermehrten"
,,increased,"gestiegene"
,,increased,"erhöhten"
,,increased,"gestiegenen"
,,increased,"erhöhte"
,,increased,"erhöht"
,,although,"auch"
,,although,"doch"
,,although,"wenn"
,,although,"jedoch"
,,although,"obschon"
,,although,"zwar"
,,although,"aber"
,,although,"obwohl"
,,understandably,"natürlich"
,,understandably,"verständlicherweise"
,,understandably,"verständlich"
,,better,"tieferes"
,,better,"besser"
,,better,"bessere"
,,better,"besserer"
,,better,"besseres"
,,better,"höheren"
,,better,"lieber"
,,for,"an"
,,for,"des"
,,for,"weil"
,,for,"lebenslänglich"
,,for,"zum"
,,for,"lebenslang"
,,for,"war"
,,for,"dafur"
,,for,"lebenslängliche"
,,for,"für"
,,for,"der"
,,for,"auf"
,,for,"seit"
,,for,"angeht"
,,for,"um"
,,for,"denn"
,,for,"lang"
,,for,"aufgrund"
,,for,"betrifft"
,,for,"dafür"
,,for,"wegen"
,,for,"nach"
,,for,"gegen"
,,for,"zu"
,,for,"in"
,,for,"zur"
,,for,"dass"
,,for,"grund"
,,poor,"ihrer"
,,poor,"armen"
,,poor,"armer"
,,poor,"ärmsten"
,,poor,"bevölkerung"
,,poor,"arme"
,,poor,"teile"
,,achieving,"machen"
,,achieving,"erzielen"
,,achieving,"erreichen"
,,achieving,"das"
,,achieving,"erreicht"
,,achieving,"zu"
,,achieving,"erfüllen"
,,need,"notwendig"
,,need,"brauche"
,,need,"brauchen"
,,need,"nötig"
,,need,"notwendigerweise"
,,need,"unbedingt"
,,need,"dürfen"
,,need,"müssen"
,,need,"muss"
,,need,"grund"
,,action,"handeln"
,,action,"das"
,,action,"maßnahmen"
,,action,"vorgehens"
,,action,"die"
,,action,"action"
,,action,"aktionen"
,,action,"aktion"
,,on,"an"
,,on,"bezüglich"
,,on,"bereich"
,,on,"weiter"
,,on,"über"
,,on,"sektors"
,,on,"zum"
,,on,"im"
,,on,"auf"
,,on,"schon"
,,on,"am"
,,on,"zuge"
,,on,"gegen"
,,on,"unterwegs"
,,on,"darauf"
,,on,"den"
,,on,"fest"
,,on,"heraus"
,,on,"aufs"
,,not,"unwahrscheinlich"
,,not,"kein"
,,not,"keine"
,,not,"nicht"
,,not,"notwendigerweise"
,,not,"ungern"
,,not,"nie"
,,not,"kaum"
,,development,"ihre"
,,development,"entwickelt"
,,development,"entwicklung"
,,development,"development"
,,development,"die"
,,development,"der"
,,economic,"ökonomischen"
,,economic,"wirtschaftlichen"
,,economic,"wirtschaftliche"
,,economic,"wirschaftliche"
,,economic,"wirtschaftswachstum"
,,threaten,"eine"
,,threaten,"hemmnis"
,,threaten,"gefährden"
,,threaten,"werden"
,,threaten,"zwangsläufig"
,,threaten,"unbeding"
,,threaten,"allerdings"
,,threaten,"für"
,,threaten,"hemmen"
,,threaten,"bedrohung"
,,threaten,"durch"
,,threaten,"ein"
,,threaten,"gefährdet"
,,threaten,"bedeuten"
,,threaten,"drohen"
,,threaten,"beeinträchtigen"
,,threaten,"sein"
,,threaten,"bedroht"
,,threaten,"unbedingt"
,,threaten,"bedrohen"
,,must,"sollten"
,,must,"es"
,,must,"werden"
,,must,"können"
,,must,"musst"
,,must,"müsse"
,,must,"müssen"
,,must,"muss"
,,incentives,"solche"
,,incentives,"förderungsanreize"
,,incentives,"incentives"
,,incentives,"anreiz"
,,incentives,"die"
,,incentives,"diese"
,,incentives,"prämien"
,,incentives,"es"
,,incentives,"fördergelder"
,,incentives,"sie"
,,incentives,"für"
,,incentives,"mehr"
,,incentives,"anreize"
,,offered,"angeboten"
,,offered,"geboten"
,,offered,"geschaffen"
,,offered,"bot"
,,be,"liegen"
,,be,"bleiben"
,,be,"wäre"
,,be,"es"
,,be,"werden"
,,be,"sich"
,,be,"entstehen"
,,be,"aufkommen"
,,be,"geben"
,,be,"handeln"
,,be,"werdende"
,,be,"leben"
,,be,"liegt"
,,be,"ist"
,,be,"betragen"
,,be,"sein"
,,be,"erfolgt"
,,be,"sind"
,,be,"können"
,,be,"sei"
,,be,"befinden"
,,be,"gelten"
,,clean,"öko"
,,clean,"sauberer"
,,clean,"clean"
,,clean,"umweltfreundliche"
,,clean,"sauber"
,,clean,"grüner"
,,clean,"saubere"
,,technologies,"technologie"
,,technologies,"technologies"
,,technologies,"technologien"
,,technologies,"die"
,,implement,"einzuführen"
,,implement,"umzusetzen"
,,implement,"setzen"
,,implement,"ausführen"
,,implement,"umsetzen"
,,implement,"zu"
,,implement,"einzusetzen"
,,implement,"zum"
,,implement,"einführen"
,,implement,"einsatz"
,,implement,"den"
,,implement,"implementieren"
,,implement,"auf"
,,could,"könnten"
,,could,"könnte"
,,could,"dürfte"
,,could,"konnte"
,,could,"würde"
,,could,"die"
,,could,"konnten"
,,could,"damit"
,,could,"können"
,,could,"möglich"
,,could,"kann"
,,could,"hätten"
,,help,"verringern"
,,help,"dadurch"
,,help,"deutlich"
,,help,"hilf"
,,help,"dazu"
,,help,"zu"
,,help,"unterstützen"
,,help,"helfen"
,,help,"beitragen"
,,help,"zur"
,,help,"hilfe"
,,help,"dabei"
,,help,"führen"
,,deforestation,"entwaldung"
,,deforestation,"rodung"
,,deforestation,"wäldern"
,,deforestation,"das"
,,deforestation,"waldrodung"
,,deforestation,"abgeholzt"
,,deforestation,"die"
,,deforestation,"abholzung"
,,deforestation,"wald"
,,deforestation,"abholzen"
,,deforestation,"von"
,,deforestation,"der"
,,emissions,"emissionen"
,,emissions,"schadstoffausstoße"
,,emissions,"treibhausgasen"
,,emissions,"tetryonemissionen"
,,emissions,"von"
,,emissions,"die"
,,emissions,"energieemissionen"
,,minimise,"verringern"
,,minimise,"reduzieren"
,,minimise,"dadurch"
,,minimise,"halten"
,,minimise,"zu"
,,minimise,"gering"
,,minimise,"werden"
,,minimise,"zur"
,,minimise,"minimierung"
,,minimise,"reduziert"
,,minimise,"reduzierung"
,,minimise,"wollen"
,,minimise,"reduktion"
,,minimise,"minimieren"
,,minimise,"von"
,,countries,"ländern"
,,countries,"entwicklungsländern"
,,countries,"länder"
,,countries,"entwicklungsländer"
,,countries,"die"
,,countries,"staaten"
,,countries,"sie"
,,contributed,"beigesteuert"
,,contributed,"beigetragen"
,,contributed,"gespendet"
,,contributed,"beigatragen"
,,contributed,"verantworten"
,,contributed,"haben"
,,adapt,"passen"
,,adapt,"sich"
,,adapt,"einstellen"
,,adapt,"anpassen"
,,adapt,"anzupassen"
,,effects,"auswirkungen"
,,effects,"emissionen"
,,effects,"nebenwirkungen"
,,effects,"wirkung"
,,effects,"folgen"
,,effects,"nachwirkungen"
,,effects,"veränderungen"
,,therefore,"also"
,,therefore,"folglich"
,,therefore,"deshalb"
,,therefore,"daher"
,,therefore,"deswegen"
,,therefore,"demzufolge"
,,adaptation,"anpassungs"
,,adaptation,"verfilmung"
,,adaptation,"anpassungsmaßnahmen"
,,adaptation,"anpassung"
,,adaptation,"adaption"
,,killer,"des"
,,killer,"serienmörder"
,,killer,"wegen"
,,killer,"mordenden"
,,killer,"todbringender"
,,killer,"killer"
,,killer,"mörders"
,,killer,"mordes"
,,killer,"mörder"
,,killer,"todes"
,,killer,"mordender"
,,nurse,"pfleger"
,,nurse,"krankenpflegern"
,,nurse,"krankenpfleger"
,,nurse,"krankenschwester"
,,nurse,"krankenschwestern"
,,nurse,"pflegerin"
,,nurse,"schwester"
,,nurse,"der"
,,receives,"wird"
,,receives,"empfängt"
,,receives,"bekommt"
,,receives,"zu"
,,receives,"verurteilt"
,,receives,"für"
,,receives,"erhält"
,,four,"four"
,,four,"vier"
,,four,"fünf"
,,four,"vierfach"
,,four,"krankenpfleger"
,,four,"sechs"
,,four,"mal"
,,four,"viermal"
,,four,"vierfacher"
,,four,"vierfachen"
,,colin,"colins"
,,colin,"collin"
,,colin,"colin"
,,norris,"er"
,,norris,"colin"
,,norris,"n"
,,norris,"norris"
,,norris,"maura"
,,norris,"mann"
,,norris,"der"
,,norris,"filmtiger"
,,today,"heutige"
,,today,"gestern"
,,today,"heute"
,,today,"heutigen"
,,life,"lebensstils"
,,life,"lebenslangen"
,,life,"lebenshaltung"
,,life,"lebensweise"
,,life,"lebensweisen"
,,life,"lebenslänglich"
,,life,"lebenszeit"
,,life,"lebensgrundlage"
,,life,"lebenslänglichen"
,,life,"lebenslang"
,,life,"lebenslängliche"
,,life,"life"
,,life,"lebens"
,,life,"lebenslanger"
,,life,"lebenserhaltungssystems"
,,life,"lebenserhaltungssystem"
,,life,"lebensstandard"
,,life,"leben"
,,life,"lebenslange"
,,life,"lebensbedingungen"
,,life,"mal"
,,life,"lebensstil"
,,life,"lebenslänglicher"
,,imprisoned,"gefängnis"
,,imprisoned,"haft"
,,imprisoned,"eine"
,,imprisoned,"seine"
,,imprisoned,"gefängnisstrafe"
,,imprisoned,"eingesperrt"
,,imprisoned,"gefangen"
,,imprisoned,"gitter"
,,imprisoned,"zu"
,,imprisoned,"hinter"
,,imprisoned,"gebracht"
,,imprisoned,"inhaftiert"
,,imprisoned,"antreten"
,,imprisoned,"einer"
,,imprisoned,"verurteilt"
,,imprisoned,"haftstrafe"
,,killing,"mord"
,,killing,"heute"
,,killing,"morden"
,,killing,"ermordung"
,,killing,"wurde"
,,killing,"tötung"
,,killing,"getötet"
,,killing,"mordes"
,,killing,"töten"
,,killing,"tod"
,,killing,"tötet"
,,patients,"patienten"
,,patients,"patientinnen"
,,patients,"norris"
,,patients,"patient"
,,glasgow,"glasgower"
,,glasgow,"glasgow"
,,glasgow,"loch"
,,killed,"ermorderte"
,,killed,"hat"
,,killed,"brachte"
,,killed,"sie"
,,killed,"getötet"
,,killed,"tötete"
,,killed,"damit"
,,killed,"und"
,,killed,"umgebracht"
,,women,"patientinnen"
,,women,"frauen"
,,women,"weiber"
,,women,"frau"
,,women,"darfur"
,,giving,"gibt"
,,giving,"er"
,,giving,"verarbreichte"
,,giving,"geben"
,,giving,"gebe"
,,giving,"norris"
,,giving,"gab"
,,giving,"verabreichte"
,,them,"er"
,,them,"aus"
,,them,"denen"
,,them,"die"
,,them,"sie"
,,them,"den"
,,them,"ihnen"
,,large,"große"
,,large,"glasgow"
,,large,"großen"
,,large,"groß"
,,amounts,"spuren"
,,amounts,"tötete"
,,amounts,"mengen"
,,amounts,"menge"
,,yesterday,"gestern"
,,yesterday,"vorgestern"
,,yesterday,"gestrigen"
,,he,"chris"
,,he,"er"
,,he,"ihm"
,,he,"seiner"
,,he,"seinem"
,,he,"ihn"
,,he,"der"
,,he,"seines"
,,murder,"mord"
,,murder,"diese"
,,murder,"ermordung"
,,murder,"morden"
,,murder,"morde"
,,murder,"mordwaffe"
,,murder,"mordes"
,,following,"folgen"
,,following,"gefolgt"
,,following,"infolge"
,,following,"nach"
,,following,"in"
,,following,"verfolgt"
,,following,"folgt"
,,following,"folge"
,,long,"solange"
,,long,"langen"
,,long,"langwierigen"
,,long,"er"
,,long,"lang"
,,long,"lange"
,,long,"langer"
,,long,"langem"
,,long,"weit"
,,trial,"gerichtsverhandlung"
,,trial,"prozesses"
,,trial,"gerichtsverfahren"
,,trial,"gericht"
,,trial,"in"
,,trial,"prozess"
,,trial,"verhandlung"
,,guilty,"schlechtes"
,,guilty,"für"
,,guilty,"schuld"
,,guilty,"schuldig"
,,found,"herausgefunden"
,,found,"fand"
,,found,"entdeckt"
,,found,"befunden"
,,found,"fanden"
,,found,"erfuhr"
,,found,"gefunden"
,,found,"erachtete"
,,found,"für"
,,found,"gesprochen"
,,sentences,"sätze"
,,sentences,"haft"
,,sentences,"einer"
,,sentences,"sätzen"
,,sentences,"verurteilt"
,,sentences,"haftstrafe"
,,sentences,"die"
,,sentences,"lebenslanger"
,,one,"eine"
,,one,"ein"
,,one,"eines"
,,one,"einmal"
,,one,"denjenigen"
,,one,"lebenslänglich"
,,one,"gegenseitig"
,,one,"einen"
,,one,"mal"
,,one,"einer"
,,one,"einzelnen"
,,one,"einem"
,,one,"der"
,,killings,"tötungen"
,,killings,"vier"
,,killings,"tötungsdelikte"
,,killings,"begangenen"
,,killings,"mord"
,,killings,"zu"
,,killings,"morden"
,,killings,"morde"
,,killings,"wurde"
,,serve,"gefängnis"
,,serve,"servieren"
,,serve,"dienst"
,,serve,"absitzen"
,,serve,"mord"
,,serve,"bleiben"
,,serve,"ins"
,,serve,"verbringen"
,,serve,"diene"
,,serve,"sitzen"
,,serve,"jeden"
,,serve,"im"
,,serve,"dienen"
,,chris,"chris"
,,chris,"sie"
,,chris,"ich"
,,gregg,"greg"
,,gregg,"aus"
,,gregg,"greggs"
,,gregg,"gregg"
,,said,"an"
,,said,"aus"
,,said,"gesagt"
,,said,"gab"
,,said,"sagten"
,,said,"behauptet"
,,said,"sagte"
,,said,"betonte"
,,said,"ab"
,,strangely,"seltsam"
,,strangely,"seltsamerweise"
,,strangely,"unauffällig"
,,strangely,"auffällig"
,,strangely,"seltsames"
,,strangely,"seltam"
,,strangely,"seltsamen"
,,strangely,"merkwürdig"
,,strangely,"gänzlich"
,,acting,"benahm"
,,acting,"verhaltens"
,,acting,"verhielt"
,,acting,"benehmen"
,,acting,"wirkende"
,,acting,"aufgefallen"
,,acting,"wegen"
,,acting,"sich"
,,acting,"verhalten"
,,acting,"benimmst"
,,acting,"handelte"
,,acting,"seines"
,,hospital,"des"
,,hospital,"hospital"
,,hospital,"klinik"
,,hospital,"krankenhauses"
,,hospital,"klinikpersonals"
,,hospital,"krankenhäusern"
,,hospital,"krankenhausmitarbeiter"
,,hospital,"krankenhaus"
,,hospital,"krankenhauspersonals"
,,hospital,"angestellte"
,,hospital,"im"
,,hospital,"krankenhauspersonal"
,,hospital,"arbeit"
,,only,"alleinige"
,,only,"einzige"
,,only,"zu"
,,only,"nur"
,,only,"ist"
,,only,"es"
,,only,"verdanken"
,,only,"ausschließlich"
,,only,"erst"
,,only,"dass"
,,only,"allein"
,,awareness,"durch"
,,awareness,"bewusstsein"
,,awareness,"anwesenheit"
,,awareness,"aufmerksamkeit"
,,awareness,"beobachtungen"
,,awareness,"bewusst"
,,awareness,"wachsamkeit"
,,awareness,"erkenntnis"
,,awareness,"achtsamkeit"
,,put,"legen"
,,put,"konnte"
,,put,"gesetzt"
,,put,"umsetzen"
,,put,"versetzt"
,,put,"es"
,,put,"verdanken"
,,put,"einzusetzen"
,,put,"werden"
,,put,"setzt"
,,put,"niederzulegen"
,,put,"stellt"
,,put,"setzte"
,,put,"bringen"
,,put,"setze"
,,put,"investiert"
,,put,"leg"
,,put,"setzen"
,,put,"gebracht"
,,put,"zu"
,,put,"anzulegen"
,,put,"konnten"
,,put,"sei"
,,put,"ausgesetzt"
,,stop,"ende"
,,stop,"unterbinden"
,,stop,"hör"
,,stop,"stoppte"
,,stop,"verhindern"
,,stop,"beenden"
,,stop,"aufhalten"
,,stop,"stoppen"
,,stop,"gestoppt"
,,stop,"abbringen"
,,stop,"halt"
,,stop,"aufhören"
,,stop,"aufzuhalten"
,,stop,"hemmen"
,,police,"polizisten"
,,police,"polizeibeamter"
,,police,"police"
,,police,"polizeibehörden"
,,police,"polizei"
,,police,"polizeibeamte"
,,motive,"motive"
,,motive,"motiv"
,,motive,"grund"
,,disliked,"eine"
,,disliked,"gern"
,,disliked,"abscheu"
,,disliked,"nicht"
,,disliked,"gegen"
,,disliked,"darüber"
,,disliked,"ungern"
,,disliked,"unzufriedenheit"
,,disliked,"gerne"
,,disliked,"mochte"
,,disliked,"gemocht"
,,disliked,"abneigung"
,,old,"alt"
,,old,"altersschwache"
,,old,"das"
,,old,"traditioneller"
,,old,"alte"
,,old,"alten"
,,old,"älteren"
,,old,"ältere"
,,old,"traditionellen"
,,working,"arbeiter"
,,working,"funktioniert"
,,working,"arbeite"
,,working,"das"
,,working,"tun"
,,working,"arbeiten"
,,working,"die"
,,working,"zu"
,,working,"arbeitet"
,,working,"hatte"
,,working,"zusammenarbeit"
,,working,"funktionieren"
,,working,"tätig"
,,working,"arbeitete"
,,working,"müssen"
,,working,"arbeit"
,,all,"sowieso"
,,all,"alles"
,,all,"also"
,,all,"allem"
,,all,"bei"
,,all,"alle"
,,all,"nur"
,,all,"die"
,,all,"durchgängig"
,,all,"insgesamt"
,,all,"jeweils"
,,all,"allen"
,,all,"ganze"
,,all,"extra"
,,all,"schon"
,,all,"gruppe"
,,all,"gesamte"
,,all,"ausschließlich"
,,all,"immer"
,,all,"den"
,,all,"all"
,,all,"ganz"
,,all,"jede"
,,victims,"opfer"
,,victims,"mordopfer"
,,victims,"opfern"
,,were,"beschäftigten"
,,were,"gewesen"
,,were,"es"
,,were,"führten"
,,were,"befürchteten"
,,were,"sich"
,,were,"sorgten"
,,were,"warst"
,,were,"handelte"
,,were,"lagen"
,,were,"suchten"
,,were,"wurden"
,,were,"haben"
,,were,"hatten"
,,were,"interessierten"
,,were,"fürchteten"
,,were,"gab"
,,were,"waren"
,,were,"würden"
,,were,"warten"
,,were,"darstellten"
,,weak,"geschwächte"
,,weak,"schwach"
,,weak,"schwächsten"
,,weak,"gebrechliche"
,,weak,"schwachen"
,,weak,"schwache"
,,considered,"wahrgenommen"
,,considered,"empfunden"
,,considered,"gewesen"
,,considered,"betrachtet"
,,considered,"zu"
,,considered,"gezogen"
,,considered,"als"
,,considered,"bedacht"
,,considered,"gedacht"
,,considered,"hätte"
,,considered,"angesehen"
,,considered,"gesehen"
,,considered,"gelten"
,,considered,"hätten"
,,burden,"last"
,,burden,"belastend"
,,burden,"belastung"
,,burden,"bürde"
,,spielberg,"er"
,,spielberg,"spielberg"
,,spielberg,"spielbergs"
,,spielberg,"schäbigen"
,,shows,"gibt"
,,shows,"zeigt"
,,shows,"setzt"
,,shows,"auftaucht"
,,shows,"shows"
,,beijing,"pekinger"
,,beijing,"beijing"
,,beijing,"peking"
,,beijing,"in"
,,red,"rote"
,,red,"roten"
,,red,"folgerichtig"
,,red,"rot"
,,red,"die"
,,red,"kritische"
,,card,"kreditkarte"
,,card,"visitenkarte"
,,card,"die"
,,card,"karte"
,,over,"vorne"
,,over,"bezüglich"
,,over,"bei"
,,over,"beendet"
,,over,"hinter"
,,over,"über"
,,over,"vorbei"
,,over,"überfordert"
,,over,"im"
,,over,"für"
,,over,"auf"
,,over,"ende"
,,over,"laufe"
,,over,"wegen"
,,over,"rüber"
,,over,"in"
,,over,"während"
,,over,"bezug"
,,over,"sachen"
,,darfur,"krise"
,,darfur,"dafur"
,,darfur,"darfur"
,,darfur,"dafar"
,,gesture,"geste"
,,gesture,"die"
,,gesture,"zeichen"
,,gesture,"weise"
,,gesture,"gesten"
,,gesture,"und"
,,gesture,"damit"
,,gesture,"art"
,,gesture,"protestgeste"
,,gesture,"aktion"
,,chinese,"chinesischen"
,,chinese,"chinesisch"
,,chinese,"chinesen"
,,chinese,"chinesische"
,,chinese,"chinas"
,,chinese,"china"
,,rattle,"erschüttern"
,,rattle,"verärgert"
,,rattle,"rasseln"
,,rattle,"aufrütteln"
,,rattle,"rassel"
,,rattle,"würde"
,,rattle,"bringen"
,,rattle,"wachrütteln"
,,pulled,"abgezogen"
,,pulled,"sich"
,,pulled,"zog"
,,pulled,"gezogen"
,,steven,"stephen"
,,steven,"steven"
,,steven,"spielbergs"
,,steven,"steve"
,,olympics,"dorf"
,,olympics,"spiele"
,,olympics,"olympischen"
,,olympics,"spielen"
,,olympics,"sommerspielen"
,,olympics,"olympiade"
,,out,"herausgefunden"
,,out,"auf"
,,out,"aus"
,,out,"herauszufinden"
,,out,"wegfallen"
,,out,"unterwegs"
,,out,"zurück"
,,out,"ausgefallen"
,,out,"berappen"
,,out,"raus"
,,out,"ab"
,,out,"ausgetreten"
,,out,"überfordert"
,,out,"heraus"
,,out,"erschöpft"
,,out,"ausgeschöpft"
,,against,"an"
