,Concept_ID,en,nl
,,skirt,"rok"
,,torso,"romp"
,,smoke,"rook"
,,rose,"roos"
,,grief,"verdriet"
,,grief,"rouw"
,,spine,"ruggegraat"
,,bag,"zak"
,,bag,"rugtas"
,,bag,"tas"
,,rough,"ruw"
,,rough,"ruig"
,,rough,"zwaar"
,,exchange,"ruilen"
,,exchange,"ruil"
,,exchange,"uitwisselen"
,,exchange,"uitwisseling"
,,swap,"ruil"
,,space,"ruimte"
,,fight,"ruzie"
,,quarrel,"ruzie"
,,boring,"saai"
,,dull,"saai"
,,juice,"sap"
,,sauce,"saus"
,,shame,"schaamte"
,,sheep,"schaap"
,,scissors,"schaar"
,,scandal,"schandaal"
,,estimate,"schatting"
,,estimation,"schatting"
,,dusk,"schemer"
,,dusk,"schemering"
,,twilight,"schemer"
,,twilight,"schemering"
,,turtle,"schildpad"
,,shoe,"schoen"
,,beauty,"schoonheid"
,,saucer,"schoteltje"
,,saucer,"schotel"
,,shoulder,"schouder"
,,debt,"schuld"
,,guilt,"schuld"
,,season,"seizoen"
,,scarf,"sjaal"
,,shawl,"sjaal"
,,slave,"slaaf"
,,victim,"slachtoffer"
,,butcher,"slager"
,,snake,"slang"
,,smart,"slim"
,,flavour,"smaak"
,,taste,"smaak"
,,snow,"sneeuw"
,,moustache,"snor"
,,sock,"sok"
,,excitement,"spanning"
,,tension,"spanning"
,,mirror,"spiegel"
,,regret,"spijt"
,,tale,"sprookje"
,,tale,"verhaal"
,,tail,"staart"
,,shape,"vorm"
,,shape,"staat"
,,city,"stad"
,,stench,"stank"
,,pile,"stapel"
,,rock,"steen"
,,stone,"steen"
,,voice,"stem"
,,vote,"stem"
,,support,"steun"
,,bull,"stier"
,,silence,"stilte"
,,chair,"stoel"
,,dust,"stof"
,,fabric,"stof"
,,material,"stof"
,,road,"weg"
,,road,"straat"
,,street,"straat"
,,beach,"strand"
,,flow,"stroming"
,,stream,"stroming"
,,piece,"stuk"
,,sugar,"suiker"
,,job,"taak"
,,language,"taal"
,,cake,"taart"
,,pie,"taart"
,,tobacco,"tabak"
,,aunt,"tante"
,,cab,"taxi"
,,taxi,"taxi"
,,sign,"teken"
,,token,"teken"
,,shortage,"tekort"
,,will,"wil"
,,will,"testament"
,,will,"zullen"
,,will,"zal"
,,tea,"thee"
,,time,"tijd"
,,tiger,"tijger"
,,future,"toekomst"
,,refuge,"toevluchtsoord"
,,tongue,"tong"
,,rope,"touw"
,,tear,"traan"
,,train,"trein"
,,pride,"trots"
,,proud,"trots"
,,garden,"tuin"
,,twin,"tweeling"
,,twins,"tweeling"
,,delay,"uitstel"
,,delay,"vertraging"
,,sale,"verkoop"
,,sale,"uitverkoop"
,,ability,"vaardigheid"
,,skill,"vaardigheid"
,,vase,"vaas"
,,dad,"vader"
,,father,"vader"
,,pig,"varken"
,,field,"veld"
,,change,"wissel"
,,change,"verandering"
,,change,"wisselgeld"
,,convention,"verdrag"
,,pain,"verdriet"
,,sadness,"verdriet"
,,sorrow,"verdriet"
,,paint,"verf"
,,story,"verhaal"
,,birthday,"verjaardag"
,,sell,"verkoop"
,,shy,"verlegen"
,,nurse,"verpleegster"
,,nurse,"zuster"
,,treason,"verraad"
,,surprise,"verrassing"
,,difference,"verschil"
,,dirt,"vuil"
,,dirt,"viezigheid"
,,enemy,"vijand"
,,finger,"vinger"
,,violin,"viool"
,,flame,"vlam"
,,meat,"vlees"
,,wing,"vleugel"
,,fly,"vliegen"
,,fly,"vlieg"
,,airplane,"vliegtuig"
,,plane,"vliegtuig"
,,butterfly,"vlinder"
,,flea,"vlo"
,,curse,"vloek"
,,spell,"vloek"
,,foot,"voet"
,,bird,"vogel"
,,example,"voorbeeld"
,,advantage,"voordeel"
,,brow,"wenkbrauw"
,,brow,"voorhoofd"
,,forehead,"voorhoofd"
,,proposition,"voorstel"
,,progress,"voortgang"
,,progress,"vordering"
,,progress,"vooruitgang"
,,advancement,"vooruitgang"
,,fox,"vos"
,,question,"vraag"
,,peace,"vrede"
,,friend,"vriend"
,,female,"vrouw"
,,woman,"vrouw"
,,fist,"vuist"
,,fire,"vuur"
,,worth,"waarde"
,,worth,"waard"
,,value,"waarde"
,,truth,"waarheid"
,,whale,"walvis"
,,cheek,"wang"
,,despair,"wanhoop"
,,warmth,"warmte"
,,water,"water"
,,wish,"wens"
,,world,"wereld"
,,tool,"werktuig"
,,west,"west"
,,west,"westen"
,,science,"wetenschap"
,,wheel,"wiel"
,,knowledge,"wijsheid"
,,wisdom,"wijsheid"
,,wind,"wind"
,,shop,"winkelen"
,,shop,"winkel"
,,store,"winkel"
,,winter,"winter"
,,wolf,"wolf"
,,cloud,"wolk"
,,word,"woord"
,,carrot,"wortel"
,,root,"wortel"
,,woods,"woud"
,,revenge,"wraak"
,,vengeance,"wraak"
,,grudge,"wrok"
,,pocket,"zak"
,,sea,"zee"
,,soap,"zeep"
,,sail,"zeil"
,,sail,"zeilen"
,,certainty,"zekerheid"
,,security,"zekerheid"
,,hospital,"ziekenhuis"
,,silk,"zijde"
,,silver,"zilver"
,,summer,"zomer"
,,sun,"zon"
,,sin,"zondigen"
,,sin,"zonde"
,,son,"zoon"
,,care,"zorgen"
,,care,"zorg"
,,salt,"zout"
,,sister,"zus"
,,sister,"zuster"
,,weakness,"zwakheid"
,,weakness,"zwakte"
,,sweat,"zweet"
,,sweat,"zweten"
