,Concept_ID,en,es
,,food,"comida"
,,food,"en"
,,food,"los"
,,food,"alimenticios"
,,food,"la"
,,food,"alimentación"
,,fuel,"petróleo"
,,fuel,"combustibles"
,,fuel,"gasolina"
,,fuel,"debido"
,,fuel,"crudo"
,,fuel,"de"
,,fuel,"los"
,,fuel,"la"
,,fuel,"combustible"
,,fuel,"del"
,,fuel,"a"
,,fuel,"el"
,,soar,"disparado"
,,soar,"velocidad"
,,soar,"aumento"
,,soar,"alcanzado"
,,soar,"aumentan"
,,soar,"incremento"
,,soar,"subido"
,,soar,"que"
,,soar,"han"
,,soar,"se"
,,soar,"disparan"
,,soar,"subida"
,,soar,"ha"
,,soar,"encarecimiento"
,,soar,"dispara"
,,soar,"la"
,,soar,"del"
,,soar,"al"
,,soar,"alcanzan"
,,soar,"consecuencia"
,,rate,"cantidad"
,,rate,"velocidad"
,,rate,"límites"
,,rate,"subida"
,,rate,"alza"
,,rate,"modo"
,,rate,"de"
,,rate,"manera"
,,rate,"precio"
,,rate,"tasa"
,,rate,"precios"
,,rate,"nivel"
,,rate,"ritmo"
,,fastest,"rápido"
,,fastest,"alta"
,,fastest,"más"
,,fastest,"peor"
,,fastest,"la"
,,fastest,"alto"
,,fastest,"rápida"
,,fastest,"mayor"
,,fastest,"su"
,,years,"años"
,,years,"prisión"
,,years,"más"
,,years,"de"
,,years,"en"
,,years,"condena"
,,years,"la"
,,years,"cárcel"
,,supermarkets,"los"
,,supermarkets,"supermercados"
,,at,"de"
,,at,"por"
,,at,"en"
,,at,"hasta"
,,at,"con"
,,at,"a"
,,at,"al"
,,at,"lo"
,,over,"sobre"
,,over,"respecto"
,,over,"por"
,,over,"en"
,,over,"los"
,,over,"la"
,,over,"problemas"
,,over,"ante"
,,over,"largo"
,,over,"a"
,,over,"con"
,,over,"situación"
,,over,"durante"
,,over,"ocurrido"
,,over,"lo"
,,past,"último"
,,past,"pasado"
,,analysts,"los"
,,analysts,"varios"
,,analysts,"analistas"
,,warned,"advertido"
,,warned,"avisado"
,,warned,"alertado"
,,warned,"de"
,,warned,"informado"
,,that,"esto"
,,that,"porque"
,,that,"de"
,,that,"como"
,,that,"por"
,,that,"en"
,,that,"dice"
,,that,"asi"
,,that,"para"
,,that,"que"
,,that,"a"
,,that,"el"
,,that,"hecho"
,,increase,"subida"
,,increase,"aumento"
,,increase,"creciendo"
,,increase,"subiendo"
,,increase,"incrementando"
,,increase,"el"
,,increase,"incremento"
,,increase,"la"
,,increase,"aumentando"
,,increase,"crecimiento"
,,making,"poniendo"
,,making,"hace"
,,making,"sea"
,,making,"que"
,,making,"lo"
,,it,"se"
,,it,"cosas"
,,it,"las"
,,it,"que"
,,it,"su"
,,it,"lo"
,,hard,"difícil"
,,hard,"dificulta"
,,hard,"sea"
,,hard,"muy"
,,hard,"más"
,,hard,"que"
,,hard,"difíciles"
,,england,"england"
,,england,"inglaterra"
,,cut,"recortar"
,,cut,"bajar"
,,cut,"corte"
,,cut,"baje"
,,cut,"cortar"
,,cut,"herida"
,,rates,"los"
,,rates,"índices"
,,rates,"las"
,,rates,"de"
,,rates,"tasas"
,,rates,"tipos"
,,rates,"niveles"
,,interest,"intereses"
,,interest,"interés"
,,interest,"de"
,,struggles,"lucha"
,,struggles,"su"
,,struggles,"esfuerzan"
,,keep,"quedar"
,,keep,"quedarse"
,,keep,"mantener"
,,keep,"guardar"
,,keep,"tener"
,,keep,"permanecer"
,,under,"se"
,,under,"bajo"
,,under,"cuando"
,,under,"vive"
,,under,"en"
,,under,"siguiendo"
,,under,"lugar"
,,under,"un"
,,under,"a"
,,control,"controlar"
,,control,"control"
,,inflation,"la"
,,inflation,"inflación"
,,inflation,"de"
,,inflation,"una"
,,inflation,"infación"
,,inflation,"inflacción"
,,economy,"economía"
,,make,"hacer"
,,make,"si"
,,make,"esto"
,,make,"poner"
,,matters,"fuera"
,,matters,"la"
,,matters,"cosas"
,,matters,"las"
,,matters,"situación"
,,worse,"poco"
,,worse,"más"
,,worse,"peor"
,,worse,"aún"
,,worse,"difíciles"
,,escalating,"escala"
,,escalating,"subidas"
,,escalating,"subida"
,,escalating,"las"
,,escalating,"aumento"
,,escalating,"escalada"
,,escalating,"de"
,,escalating,"suben"
,,escalating,"en"
,,escalating,"la"
,,escalating,"que"
,,escalating,"el"
,,racing,"carrera"
,,racing,"de"
,,racing,"escalada"
,,racing,"por"
,,racing,"subiendo"
,,racing,"en"
,,racing,"la"
,,racing,"una"
,,ahead,"se"
,,ahead,"adelanta"
,,ahead,"un"
,,ahead,"más"
,,ahead,"paso"
,,ahead,"por"
,,ahead,"encima"
,,ahead,"en"
,,ahead,"delante"
,,ahead,"una"
,,ahead,"mayor"
,,ahead,"que"
,,increases,"subidas"
,,increases,"unos"
,,increases,"aumento"
,,increases,"carrera"
,,increases,"de"
,,increases,"aumentos"
,,increases,"por"
,,increases,"en"
,,increases,"incremento"
,,increases,"un"
,,increases,"esta"
,,increases,"subida"
,,increases,"las"
,,increases,"los"
,,increases,"la"
,,increases,"incrementos"
,,increases,"una"
,,increases,"del"
,,increases,"al"
,,salary,"salario"
,,salary,"sueldo"
,,salary,"salariales"
,,salary,"de"
,,salary,"salarial"
,,salary,"del"
,,salary,"por"
,,salary,"los"
,,salary,"en"
,,salary,"pago"
,,salary,"sueldos"
,,salary,"salarios"
,,especially,"en"
,,especially,"caso"
,,especially,"especialmente"
,,especially,"especial"
,,especially,"el"
,,those,"aquél"
,,those,"las"
,,those,"aquellos"
,,those,"de"
,,those,"cuanto"
,,those,"en"
,,those,"los"
,,those,"caso"
,,those,"trabajadores"
,,those,"sueldos"
,,those,"que"
,,those,"a"
,,those,"el"
,,nurses,"los"
,,nurses,"enfermeras"
,,nurses,"las"
,,nurses,"infermeras"
,,nurses,"enfermeros"
,,other,"demás"
,,other,"funcionario"
,,other,"de"
,,other,"resto"
,,other,"del"
,,other,"otros"
,,other,"que"
,,other,"otro"
,,other,"el"
,,professionals,"profesionales"
,,professionals,"profesional"
,,professionals,"de"
,,professionals,"facultativos"
,,healthcare,"salud"
,,healthcare,"de"
,,healthcare,"sanitarios"
,,healthcare,"seguridad"
,,healthcare,"la"
,,healthcare,"sector"
,,healthcare,"sanitario"
,,healthcare,"sanidad"
,,healthcare,"del"
,,healthcare,"social"
,,who,"los"
,,who,"cuales"
,,who,"que"
,,who,"éstos"
,,who,"quienes"
,,insistence,"insistencia"
,,insistence,"decisión"
,,insistence,"reiteradamente"
,,insistence,"instancias"
,,insistence,"salariales"
,,insistence,"las"
,,insistence,"carne"
,,insistence,"propia"
,,insistence,"en"
,,insistence,"decisiones"
,,insistence,"la"
,,insistence,"insistencias"
,,insistence,"bajadas"
,,government,"británico"
,,government,"de"
,,government,"dirigentes"
,,government,"gobierno"
,,government,"gobiernos"
,,government,"este"
,,government,"país"
,,government,"sudanés"
,,government,"el"
,,sector,"sector"
,,sector,"sanitario"
,,sector,"sectores"
,,sector,"del"
,,sector,"séctor"
,,sector,"al"
,,public,"público"
,,public,"públicos"
,,receive,"percibir"
,,receive,"recibir"
,,bills,"las"
,,bills,"de"
,,bills,"recibos"
,,bills,"los"
,,bills,"precio"
,,bills,"la"
,,bills,"precios"
,,bills,"factura"
,,bills,"facturas"
,,bills,"el"
,,electricity,"de"
,,electricity,"electricidad"
,,electricity,"la"
,,electricity,"luz"
,,soaring,"subida"
,,soaring,"aumento"
,,soaring,"alza"
,,soaring,"de"
,,soaring,"alarmante"
,,soaring,"manera"
,,soaring,"subiendo"
,,soaring,"irritantes"
,,soaring,"sufrido"
,,soaring,"en"
,,soaring,"encarecen"
,,soaring,"aumentando"
,,soaring,"una"
,,soaring,"subido"
,,soaring,"han"
,,five,"cinco"
,,five,"de"
,,five,"hecho"
,,six,"seis"
,,suppliers,"abastecedores"
,,suppliers,"de"
,,suppliers,"energía"
,,suppliers,"proveedores"
,,suppliers,"compañías"
,,suppliers,"este"
,,suppliers,"servicio"
,,suppliers,"suministradores"
,,largest,"los"
,,largest,"grandes"
,,largest,"principales"
,,largest,"importantes"
,,largest,"más"
,,largest,"de"
,,largest,"mayores"
,,increased,"aumentando"
,,increased,"subido"
,,increased,"a"
,,increased,"aumentado"
,,increased,"incrementado"
,,customers,"clientes"
,,customers,"a"
,,customers,"consumidores"
,,reluctant,"se"
,,reluctant,"dispuestos"
,,reluctant,"particularmente"
,,reluctant,"reticentes"
,,reluctant,"reacios"
,,reluctant,"reticientes"
,,reluctant,"oponen"
,,reluctant,"opongan"
,,reluctant,"no"
,,reluctant,"renuentes"
,,reluctant,"reticente"
,,action,"las"
,,action,"medidades"
,,action,"pero"
,,action,"lucha"
,,action,"acciones"
,,action,"la"
,,action,"es"
,,action,"también"
,,action,"que"
,,action,"cierto"
,,action,"acción"
,,on,"en"
,,on,"contra"
,,on,"del"
,,on,"sobre"
,,on,"el"
,,on,"por"
,,not,"no"
,,least,"los"
,,least,"menos"
,,least,"que"
,,least,"durante"
,,least,"lo"
,,nurse,"enfermería"
,,nurse,"enfermera"
,,nurse,"enfemero"
,,nurse,"de"
,,nurse,"enfermero"
,,nurse,"enfermer"
,,nurse,"la"
,,nurse,"asesino"
,,nurse,"un"
,,nurse,"el"
,,killer,"killer"
,,killer,"asesino"
,,killer,"el"
,,killer,"asesina"
,,receives,"asesinato"
,,receives,"ha"
,,receives,"por"
,,receives,"condemnado"
,,receives,"condenada"
,,receives,"recibe"
,,receives,"condenado"
,,receives,"es"
,,receives,"condenan"
,,receives,"con"
,,receives,"sido"
,,receives,"para"
,,receives,"a"
,,receives,"el"
,,four,"cuatro"
,,four,"de"
,,four,"a"
,,life,"perpetuas"
,,life,"de"
,,life,"cadena"
,,life,"por"
,,life,"perpétuas"
,,life,"cadenas"
,,life,"perpetua"
,,life,"vida"
,,life,"condenas"
,,sentences,"perpetuas"
,,sentences,"penas"
,,sentences,"cadenas"
,,sentences,"perpétuas"
,,sentences,"perpetua"
,,sentences,"sentencias"
,,sentences,"cadena"
,,hospital,"hospital"
,,hospital,"doctor"
,,hospital,"un"
,,hospital,"del"
,,hospital,"de"
,,hospital,"el"
,,hospital,"hospitales"
,,colin,"collin"
,,colin,"colin"
,,norris,"sr"
,,norris,"colin"
,,norris,"norris"
,,norris,"enfermero"
,,norris,"a"
,,norris,"el"
,,imprisoned,"prisión"
,,imprisoned,"de"
,,imprisoned,"encarcelada"
,,imprisoned,"condemnado"
,,imprisoned,"en"
,,imprisoned,"condenado"
,,imprisoned,"encarcelado"
,,imprisoned,"enviado"
,,imprisoned,"sido"
,,imprisoned,"a"
,,today,"en"
,,today,"de"
,,today,"perpétua"
,,today,"hoy"
,,today,"el"
,,today,"día"
,,killing,"asesinato"
,,killing,"muerte"
,,killing,"asesinado"
,,his,"las"
,,his,"su"
,,his,"sus"
,,patients,"pacientes"
,,old,"anciana"
,,old,"ancianas"
,,old,"edad"
,,old,"de"
,,old,"tercera"
,,old,"ancianos"
,,old,"la"
,,old,"madura"
,,old,"y"
,,old,"a"
,,old,"mayor"
,,old,"mayores"
,,glasgow,"glasgow"
,,killed,"asesinó"
,,killed,"mató"
,,killed,"a"
,,women,"las"
,,women,"personas"
,,women,"mujeres"
,,by,"las"
,,by,"de"
,,by,"que"
,,by,"tras"
,,by,"por"
,,by,"en"
,,by,"los"
,,by,"al"
,,by,"según"
,,by,"a"
,,by,"su"
,,large,"grandes"
,,large,"gran"
,,large,"importantes"
,,large,"una"
,,large,"excesivas"
,,amounts,"una"
,,amounts,"cantidad"
,,amounts,"cantidades"
,,amounts,"dosis"
,,medicine,"medicamentos"
,,sleeping,"para"
,,sleeping,"dormir"
,,yesterday,"en"
,,yesterday,"ayer"
,,yesterday,"de"
,,yesterday,"el"
,,yesterday,"día"
,,found,"declarado"
,,found,"hallado"
,,found,"consideró"
,,found,"declaró"
,,found,"considerado"
,,guilty,"culpable"
,,guilty,"culpado"
,,counts,"causas"
,,counts,"imputaciones"
,,counts,"casos"
,,counts,"sentencias"
,,counts,"cargos"
,,murder,"asesinato"
,,murder,"homicidio"
,,murder,"asesinatos"
,,following,"de"
,,following,"siguiendo"
,,following,"tras"
,,following,"después"
,,long,"largo"
,,long,"juicio"
,,trial,"largo"
,,trial,"trayecto"
,,trial,"un"
,,trial,"proceso"
,,trial,"prueba"
,,trial,"judicial"
,,trial,"juicio"
,,trial,"tribunal"
,,he,"se"
,,he,"le"
,,he,"dictaminó"
,,he,"norris"
,,he,"que"
,,he,"a"
,,he,"él"
,,he,"lo"
,,one,"una"
,,one,"un"
,,one,"la"
,,one,"cada"
,,each,"una"
,,each,"uno"
,,each,"cada"
,,killings,"asesinato"
,,killings,"víctimas"
,,killings,"matanza"
,,killings,"había"
,,killings,"cometido"
,,killings,"asesinaba"
,,killings,"crímenes"
,,killings,"crimen"
,,killings,"que"
,,killings,"asesinatos"
,,serve,"estar"
,,serve,"cumplir"
,,serve,"prisión"
,,serve,"encerrada"
,,serve,"permanecer"
,,serve,"en"
,,serve,"condena"
,,serve,"priosión"
,,serve,"encarcelado"
,,serve,"que"
,,serve,"servir"
,,officer,"comisario"
,,officer,"cuerpo"
,,officer,"agente"
,,officer,"del"
,,officer,"de"
,,officer,"el"
,,officer,"oficial"
,,police,"policia"
,,police,"policía"
,,police,"ha"
,,police,"de"
,,police,"el"
,,chris,"chris"
,,gregg,"cregg"
,,gregg,"gregg"
,,said,"manifestó"
,,said,"declaró"
,,said,"ha"
,,said,"de"
,,said,"dijo"
,,said,"informó"
,,said,"afirmado"
,,said,"declado"
,,had,"había"
,,had,"estuvo"
,,had,"se"
,,been,"estado"
,,acting,"mantenido"
,,acting,"un"
,,acting,"actuando"
,,acting,"comportamiento"
,,strangely,"extraña"
,,strangely,"forma"
,,strangely,"una"
,,strangely,"de"
,,strangely,"sospechoso"
,,strangely,"manera"
,,strangely,"sospechosa"
,,around,"en"
,,around,"últimamente"
,,around,"por"
,,only,"fue"
,,only,"de"
,,only,"únicamente"
,,only,"gracias"
,,only,"solo"
,,only,"al"
,,only,"fueron"
,,only,"a"
,,only,"tan"
,,only,"solamente"
,,only,"que"
,,only,"sólo"
,,only,"hecho"
,,awareness,"se"
,,awareness,"cuenta"
,,awareness,"perspicacia"
,,awareness,"atención"
,,awareness,"sospechas"
,,awareness,"preocupación"
,,awareness,"conciencia"
,,awareness,"consciencia"
,,awareness,"alarma"
,,awareness,"diera"
,,awareness,"conocimiento"
,,awareness,"hecho"
,,awareness,"acción"
,,staff,"miembros"
,,staff,"trabajador"
,,staff,"del"
,,staff,"empleados"
,,staff,"sanitario"
,,staff,"trabajadores"
,,staff,"personal"
,,staff,"empleado"
,,staff,"el"
,,put,"decidio"
,,put,"se"
,,put,"le"
,,put,"puso"
,,put,"fue"
,,put,"poner"
,,put,"pudo"
,,put,"que"
,,put,"lo"
,,him,"norris"
,,him,"fin"
,,him,"él"
,,learned,"averiguado"
,,learned,"sabido"
,,learned,"descubierto"
,,motive,"razón"
,,motive,"móvil"
,,motive,"motivo"
,,disliked,"le"
,,disliked,"disgustaba"
,,disliked,"no"
,,disliked,"detestaba"
,,disliked,"desagradaba"
,,disliked,"cometió"
,,disliked,"odiaba"
,,disliked,"gustaba"
,,disliked,"gustaban"
,,disliked,"a"
,,working,"gustaba"
,,working,"le"
,,working,"trabajo"
,,working,"trabajar"
,,working,"el"
,,with,"causa"
,,with,"afectadas"
,,with,"de"
,,with,"por"
,,with,"padecían"
,,with,"en"
,,with,"que"
,,with,"a"
,,with,"y"
,,with,"sus"
,,with,"entre"
,,with,"tenían"
,,with,"cerradas"
,,with,"con"
,,with,"del"
,,with,"al"
,,with,"el"
,,victims,"víctimas"
,,were,"eran"
,,weak,"en"
,,weak,"indefensas"
,,weak,"estado"
,,weak,"débiles"
,,weak,"y"
,,weak,"débil"
,,weak,"delicado"
,,problems,"padecían"
,,problems,"problemas"
,,problems,"enfermedades"
,,heart,"cardiacos"
,,heart,"cardíacos"
,,heart,"cardíacas"
,,heart,"de"
,,heart,"corazón"
,,them,"esto"
,,them,"una"
,,them,"ellas"
,,them,"ellos"
,,could,"se"
,,could,"poder"
,,could,"podrían"
,,could,"podría"
,,could,"deberían"
,,could,"podían"
,,could,"para"
,,could,"así"
,,considered,"considerados"
,,considered,"consideradas"
,,considered,"considerar"
,,considered,"sido"
,,considered,"considerado"
,,considered,"ser"
,,spielberg,"spielberg"
,,shows,"con"
,,shows,"saca"
,,shows,"muestra"
,,shows,"a"
,,shows,"enseña"
,,shows,"penaliza"
,,card,"se"
,,card,"la"
,,card,"tarjeta"
,,card,"una"
,,card,"targeta"
,,card,"carta"
,,red,"roja"
,,beijing,"le"
,,beijing,"de"
,,beijing,"beijin"
,,beijing,"en"
,,beijing,"juegos"
,,beijing,"pekín"
,,beijing,"beijing"
,,beijing,"a"
,,beijing,"pequín"
,,darfur,"de"
,,darfur,"darfur"
,,darfur,"dafur"
,,rattle,"atacar"
,,rattle,"atención"
,,rattle,"la"
,,rattle,"mostrar"
,,rattle,"llamar"
,,rattle,"asombrar"
,,rattle,"desacuerdo"
,,rattle,"su"
,,chinese,"de"
,,chinese,"chino"
,,chinese,"china"
,,steven,"steven"
,,olympics,"los"
,,olympics,"juegos"
,,olympics,"olímpicos"
,,olympics,"pekín"
,,olympics,"olimpíadas"
,,olympics,"de"
,,olympics,"olimpiadas"
,,protest,"protesta"
,,protest,"protestar"
,,against,"de"
,,against,"lesa"
,,against,"por"
,,against,"en"
,,against,"contra"
,,against,"del"
,,against,"que"
,,against,"a"
,,against,"el"
,,backing,"la"
,,backing,"apoyo"
,,backing,"hacia"
,,backing,"del"
,,backing,"el"
,,backing,"contrapuesta"
,,backing,"respaldo"
,,china,"la"
,,china,"chino"
,,china,"a"
,,china,"al"
,,china,"gobierno"
,,china,"china"
,,policy,"apoyo"
,,policy,"las"
,,policy,"de"
,,policy,"la"
,,policy,"políticas"
,,policy,"pólizas"
,,policy,"política"
,,policy,"a"
,,sudan,"sudán"
,,sudan,"sudan"
,,withdrawal,"rechazo"
,,withdrawal,"retirada"
,,withdrawal,"retiro"
,,withdrawal,"enfado"
,,withdrawal,"negativa"
,,withdrawal,"prostesta"
,,comes,"se"
,,comes,"debida"
,,comes,"ha"
,,comes,"aparece"
,,comes,"llega"
,,comes,"tiene"
,,comes,"lugar"
,,comes,"es"
,,comes,"produjo"
,,comes,"coincidido"
,,comes,"viene"
,,comes,"produce"
,,comes,"debido"
,,wake,"inicio"
,,wake,"raíz"
,,wake,"contra"
,,wake,"momento"
,,wake,"nueva"
,,wake,"justo"
,,wake,"lucha"
,,fighting,"se"
,,fighting,"las"
,,fighting,"que"
,,fighting,"lucha"
,,fighting,"la"
,,fighting,"contra"
,,fighting,"combates"
,,fighting,"luchas"
,,again,"resurge"
,,again,"la"
,,again,"nuevo"
,,again,"nueva"
,,again,"vez"
,,again,"de"
,,again,"otra"
,,embarrass,"avergonzar"
,,embarrass,"evidencia"
,,embarrass,"avergüence"
,,embarrass,"duda"
,,embarrass,"mella"
,,embarrass,"de"
,,embarrass,"en"
,,embarrass,"a"
,,embarrass,"sin"
,,embarrass,"para"
,,embarrass,"ello"
,,embarrass,"se"
,,embarrass,"avergüenza"
,,embarrass,"poner"
,,embarrass,"una"
,,embarrass,"averguence"
,,embarrass,"pública"
,,which,"cuales"
,,which,"cual"
,,which,"en"
,,which,"e"
,,which,"que"
,,which,"a"
,,which,"su"
,,which,"lo"
,,which,"entre"
,,which,"china"
,,which,"los"
,,which,"país"
,,which,"la"
,,which,"vez"
,,which,"del"
,,which,"al"
,,which,"el"
,,has,"se"
,,has,"tienen"
,,has,"realiza"
,,has,"ha"
,,has,"posee"
,,has,"está"
,,has,"tiene"
,,sought,"tratando"
,,sought,"tenido"
,,sought,"optado"
,,sought,"realizado"
,,sought,"negó"
,,sought,"tratado"
,,sought,"querido"
,,halt,"aceptar"
,,halt,"frenar"
,,fallout,"consecuencias"
,,fallout,"fallo"
,,fallout,"las"
,,fallout,"resultado"
,,fallout,"su"
,,fallout,"punto"
,,negative,"negativa"
,,negative,"negativas"
,,negative,"negativo"
,,negative,"solucionará"
,,having,"tener"
,,having,"mantener"
,,having,"a"
,,having,"su"
,,having,"tiene"
,,close,"estrechos"
,,close,"relaciones"
,,close,"gran"
,,close,"buenas"
,,close,"estrecha"
,,close,"estrechas"
,,close,"los"
,,close,"cercanas"
,,close,"cerrar"
,,close,"una"
,,close,"sus"
,,ties,"lazos"
,,ties,"relaciones"
,,ties,"relación"
,,ties,"vínculos"
,,ties,"una"
,,sudanese,"de"
,,sudanese,"gobierno"
,,sudanese,"en"
,,sudanese,"sudán"
,,sudanese,"sudan"
,,sudanese,"sudanés"
,,sudanese,"del"
,,sudanese,"sudance"
,,extensive,"substanciosamente"
,,extensive,"la"
,,extensive,"grandes"
,,extensive,"gran"
,,extensive,"mucho"
,,extensive,"muchas"
,,extensive,"muchísimo"
,,investments,"proyectos"
,,investments,"invertido"
,,investments,"dinero"
,,investments,"inversiones"
,,investments,"inversión"
,,industry,"indústrias"
,,industry,"indústria"
,,industry,"industria"
,,industry,"industría"
,,oil,"petróleo"
,,oil,"aceite"
,,oil,"petrolífera"
,,oil,"gasolina"
,,oil,"de"
,,oil,"petroleras"
,,oil,"petrolera"
,,oil,"del"
,,maintains,"se"
,,maintains,"sostiene"
,,maintains,"afirma"
,,maintains,"considera"
,,maintains,"pensando"
,,maintains,"traduce"
,,maintains,"tiene"
,,maintains,"en"
,,maintains,"sigue"
,,maintains,"una"
,,maintains,"insiste"
,,maintains,"mantiene"
,,maintains,"también"
,,links,"relaciones"
,,links,"cercanas"
,,links,"relación"
,,links,"vínculos"
,,links,"una"
,,includes,"incluye"
,,includes,"se"
,,includes,"hay"
,,includes,"pertenece"
,,includes,"cuenta"
,,includes,"encuentra"
,,includes,"arropa"
,,includes,"con"
,,includes,"forma"
,,includes,"parte"
,,includes,"a"
,,minister,"ministro"
,,minister,"minitro"
,,charged,"esté"
,,charged,"penalizado"
,,charged,"acusado"
,,charged,"juzgado"
,,charged,"imputado"
,,crimes,"los"
,,crimes,"varios"
,,crimes,"de"
,,crimes,"crímenes"
,,crimes,"por"
,,humanity,"en"
,,humanity,"humanidad"
,,humanity,"la"
,,humanity,"de"
,,humanity,"lesa"
,,court,"corte"
,,court,"tribunal"
,,criminal,"criminalístico"
,,criminal,"penal"
,,criminal,"criminal"
,,international,"internatcional"
,,international,"internacional"
,,hague,"hague"
,,hague,"haya"
,,emphasizing,"hincapié"
,,emphasizing,"enfatizar"
,,emphasizing,"remarcar"
,,emphasizing,"reconoce"
,,emphasizing,"haber"
,,emphasizing,"señala"
,,emphasizing,"en"
,,emphasizing,"tiene"
,,emphasizing,"haciendo"
,,emphasizing,"spielberg"
,,emphasizing,"enfatiza"
,,emphasizing,"resalta"
,,emphasizing,"que"
,,emphasizing,"hizo"
,,emphasizing,"se"
,,emphasizing,"venido"
,,emphasizing,"poniendo"
,,emphasizing,"ya"
,,emphasizing,"hace"
,,emphasizing,"ha"
,,emphasizing,"énfasis"
,,emphasizing,"enfasis"
,,emphasizing,"subrayado"
,,emphasizing,"hecho"
,,khartoum,"kartum"
,,khartoum,"khartoum"
,,khartoum,"jartum"
,,bears,"se"
,,bears,"le"
,,bears,"cuenta"
,,bears,"carga"
,,bears,"tiene"
,,bears,"es"
,,bears,"con"
,,bears,"preocupa"
,,bears,"a"
,,bears,"lleva"
,,bulk,"peso"
,,bulk,"parte"
,,bulk,"culpable"
,,bulk,"mayor"
,,bulk,"y"
,,bulk,"centro"
,,responsibility,"principal"
,,responsibility,"responsable"
,,responsibility,"responsabilidad"
,,community,"comunidad"
,,community,"general"
,,community,"en"
,,particularly,"en"
,,particularly,"particular"
,,particularly,"particularmente"
,,particularly,"más"
,,particularly,"especialmente"
,,particularly,"concretamente"
,,particularly,"especial"
,,should,"deben"
,,should,"deber"
,,should,"deberían"
,,should,"debería"
,,do,"hecho"
,,do,"general"
,,do,"hacer"
,,do,"parte"
,,do,"de"
,,do,"su"
,,do,"poner"
,,more,"algo"
,,more,"más"
,,more,"mayor"
,,more,"un"
,,more,"para"
,,more,"esfuerzo"
,,end,"detener"
,,end,"acabar"
,,end,"terminar"
,,end,"poner"
,,end,"fin"
,,end,"con"
,,end,"termino"
,,end,"final"
,,end,"a"
,,end,"finalizar"
,,suffering,"sufrimientos"
,,suffering,"situación"
,,suffering,"ocasionado"
,,suffering,"personas"
,,suffering,"de"
,,suffering,"estas"
,,suffering,"sufrimiento"
,,majority,"las"
,,majority,"mayoría"
,,gatherer,"en"
,,gatherer,"la"
,,gatherer,"recolecta"
,,gatherer,"agrícolas"
,,gatherer,"cazadoras"
,,gatherer,"basadas"
,,gatherer,"recolectoras"
,,hunter,"caza"
,,hunter,"cazadoras"
,,hunter,"que"
,,hunter,"recolectoras"
,,hunter,"los"
,,hunter,"este"
,,hunter,"la"
,,hunter,"tipo"
,,hunter,"cazadores"
,,nomadic,"nómadas"
,,nomadic,"nómada"
,,difficult,"difícil"
,,difficult,"complicado"
,,difficult,"dificil"
,,system,"sistema"
,,system,"sistemas"
,,system,"el"
,,subsistence,"en"
,,subsistence,"subssistencia"
,,subsistence,"subsitencia"
,,subsistence,"basado"
,,subsistence,"de"
,,subsistence,"subsistencia"
,,resources,"recuros"
,,resources,"recursos"
,,resources,"recurso"
,,region,"región"
,,region,"zona"
,,region,"estos"
,,can,"puede"
,,can,"que"
,,can,"pueden"
,,can,"se"
,,quickly,"se"
,,quickly,"rápido"
,,quickly,"rápidamente"
,,quickly,"de"
,,quickly,"comenzar"
,,tend,"tendencia"
,,tend,"la"
,,tend,"tienden"
,,tend,"suelen"
,,tend,"acostumbran"
,,densities,"densidades"
,,densities,"población"
,,densities,"son"
,,densities,"una"
,,densities,"de"
,,densities,"cuyas"
,,densities,"densidad"
,,population,"demográficas"
,,population,"de"
,,population,"densidad"
,,population,"población"
,,population,"densidades"
,,population,"habitantes"
,,population,"poblaciones"
,,population,"una"
,,very,"muy"
,,low,"baja"
,,low,"bajas"
,,low,"muy"
,,systems,"los"
,,systems,"sistemas"
,,systems,"agrícola"
,,agricultural,"agricultura"
,,agricultural,"sistemas"
,,agricultural,"de"
,,agricultural,"agrícola"
,,agricultural,"en"
,,agricultural,"basados"
,,agricultural,"agrícolas"
,,agricultural,"agricultural"
,,support,"sostener"
,,support,"soportar"
,,support,"a"
,,support,"mantener"
,,support,"abastecer"
,,support,"albergar"
,,times,"veces"
,,greater,"la"
,,greater,"grandes"
,,greater,"veces"
,,greater,"más"
,,greater,"mayor"
,,greater,"mayores"
,,than,"los"
,,than,"en"
,,than,"tierras"
,,than,"ya"
,,than,"las"
,,than,"cuando"
,,than,"que"
,,land,"hay"
,,land,"casos"
,,land,"de"
,,land,"en"
,,land,"tierras"
,,land,"cultivos"
,,land,"que"
,,land,"zonas"
,,land,"ya"
,,land,"las"
,,land,"los"
,,land,"la"
,,land,"dejan"
,,land,"una"
,,land,"permanecen"
,,land,"tierra"
,,left,"se"
,,left,"ha"
,,left,"ser"
,,left,"donde"
,,left,"dejan"
,,left,"deja"
,,left,"dejado"
,,left,"permanecen"
,,left,"que"
,,left,"no"
,,left,"permanece"
,,left,"sin"
,,uncultivated,"cultivan"
,,uncultivated,"se"
,,uncultivated,"cultivada"
,,uncultivated,"cultivar"
,,uncultivated,"incultivada"
,,uncultivated,"cultiva"
,,uncultivated,"cultivadas"
,,uncultivated,"no"
,,uncultivated,"sin"
,,populations,"población"
,,populations,"la"
,,populations,"las"
,,populations,"poblaciones"
,,populations,"densas"
,,denser,"densa"
,,denser,"muy"
,,denser,"más"
,,denser,"densidad"
,,denser,"con"
,,denser,"poblaciones"
,,denser,"son"
,,denser,"densas"
,,non,"tener"
,,non,"que"
,,non,"no"
