,Concept_ID,en,ja
,,adapt,"取り組む"
,,adapt,"いく"
,,adaptation,"の"
,,adaptation,"順応"
,,adaptation,"適当"
,,adaptation,"し"
,,adaptation,"受け入れ"
,,adaptation,"適応"
,,adaptation,"適合"
,,adaptation,"生活"
,,adaptation,"に"
,,adaptation,"気候"
,,adaptation,"する"
,,adaptation,"対策"
,,adaptation,"対応"
,,adaptation,"改善"
,,adaptation,"変動"
,,mitigation,"軽減"
,,mitigation,"しよ"
,,mitigation,"を"
,,mitigation,"た"
,,mitigation,"緩和"
,,mitigation,"さ"
,,mitigation,"せる"
,,mitigation,"説得"
,,mitigation,"向け"
,,mitigation,"する"
,,mitigation,"へ"
,,mitigation,"策"
,,mitigation,"の"
,,mitigation,"言っ"
,,mitigation,"その"
,,mitigation,"影響"
,,mitigation,"という"
,,mitigation,"と"
,,mitigation,"削減"
,,mitigation,"気候"
,,mitigation,"て"
,,mitigation,"う"
,,mitigation,"ガス"
,,mitigation,"排出"
,,mitigation,"変動"
,,efforts,"取り組み"
,,efforts,"策"
,,efforts,"が"
,,efforts,"努力"
,,efforts,"に"
,,efforts,"は"
,,efforts,"対策"
,,efforts,"で"
,,must,"なけれ"
,,must,"あり"
,,must,"いく"
,,must,"な"
,,must,"ある"
,,must,"べき"
,,must,"ね"
,,must,"ます"
,,must,"必要"
,,must,"ない"
,,must,"です"
,,must,"必ず"
,,must,"の"
,,must,"なら"
,,must,"が"
,,must,"いか"
,,must,"なく"
,,must,"ば"
,,must,"もの"
,,must,"は"
,,must,"て"
,,must,"で"
,,families,"それぞれ"
,,families,"一般"
,,families,"額"
,,families,"イギリス"
,,families,"生活"
,,families,"世帯"
,,families,"に"
,,families,"各"
,,families,"あたり"
,,families,"人々"
,,families,"の"
,,families,"家計"
,,families,"ら"
,,families,"家庭"
,,families,"が"
,,families,"一"
,,families,"消費"
,,families,"家族"
,,families,"は"
,,families,"ファミリー"
,,families,"所帯"
,,families,"費"
,,families,"で"
,,in,"あり"
,,in,"を"
,,in,"短い"
,,in,"当時"
,,in,"れる"
,,in,"まし"
,,in,"に"
,,in,"ある"
,,in,"する"
,,in,"間"
,,in,"の"
,,in,"という"
,,in,"に関する"
,,in,"期間"
,,in,"は"
,,in,"でし"
,,in,"並ぶ"
,,in,"における"
,,in,"た"
,,in,"売ら"
,,in,"出現"
,,in,"に対して"
,,in,"産業"
,,in,"ダルフール"
,,in,"ハーグ"
,,in,"於け"
,,in,"において"
,,in,"内"
,,in,"へ"
,,in,"言葉"
,,in,"事"
,,in,"事件"
,,in,"に対する"
,,in,"る"
,,in,"石油"
,,in,"ぶり"
,,in,"年"
,,in,"中"
,,in,"darfur"
,,in,"で"
,,increase,"高騰"
,,increase,"増加"
,,increase,"し"
,,increase,"値上がり"
,,increase,"増大"
,,increase,"構造"
,,increase,"上昇"
,,with,"あり"
,,with,"を"
,,with,"かかえ"
,,with,"も"
,,with,"ある"
,,with,"まし"
,,with,"に"
,,with,"擁する"
,,with,"の"
,,with,"患っ"
,,with,"持つ"
,,with,"問題"
,,with,"囲わ"
,,with,"と"
,,with,"おり"
,,with,"れ"
,,with,"は"
,,with,"による"
,,with,"患う"
,,with,"疾患"
,,with,"者"
,,with,"た"
,,with,"わずらう"
,,with,"政府"
,,with,"い"
,,with,"高齢"
,,with,"抱え"
,,with,"とも"
,,with,"持っ"
,,with,"に対する"
,,with,"が"
,,with,"ため"
,,with,"とともに"
,,with,"等"
,,with,"て"
,,with,"で"
,,hit,"を"
,,hit,"た"
,,hit,"圧迫"
,,hit,"しぶしぶ"
,,hit,"悲鳴"
,,hit,"大"
,,hit,"受け"
,,hit,"影響"
,,hit,"悩む"
,,hit,"与える"
,,hit,"し"
,,hit,"打撃"
,,hit,"苦しむ"
,,hit,"直撃"
,,hit,"受ける"
,,hit,"いる"
,,hit,"直面"
,,hit,"て"
,,hit,"もたらす"
,,british,"の"
,,british,"英国"
,,british,"における"
,,british,"イギリス"
,,british,"に"
,,british,"は"
,,british,"住む"
,,british,"で"
,,prices,"も"
,,prices,"価格"
,,prices,"物価"
,,prices,"率"
,,prices,"に"
,,prices,"この"
,,prices,"小売"
,,prices,"商品"
,,prices,"の"
,,prices,"品物"
,,prices,"など"
,,prices,"販売"
,,prices,"これら"
,,prices,"が"
,,prices,"は"
,,prices,"費"
,,prices,"上昇"
,,rate,"増加"
,,rate,"さ"
,,rate,"年間"
,,rate,"率"
,,rate,"割合"
,,rate,"スピード"
,,rate,"速"
,,rate,"勢い"
,,rate,"水準"
,,rate,"速度"
,,rate,"の"
,,rate,"高騰"
,,rate,"ペース"
,,rate,"高い"
,,rate,"水域"
,,rate,"もの"
,,rate,"高"
,,rate,"上昇"
,,at,"なる"
,,at,"ほど"
,,at,"と"
,,at,"いる"
,,at,"に"
,,at,"達する"
,,at,"なっ"
,,at,"て"
,,at,"で"
,,soar,"増加"
,,soar,"上がり"
,,soar,"を"
,,soar,"た"
,,soar,"急騰"
,,soar,"価格"
,,soar,"割合"
,,soar,"値上がり"
,,soar,"する"
,,soar,"急上昇"
,,soar,"舞い上がっ"
,,soar,"です"
,,soar,"見せ"
,,soar,"こと"
,,soar,"高騰"
,,soar,"の"
,,soar,"し"
,,soar,"が"
,,soar,"はね上がっ"
,,soar,"上がっ"
,,soar,"いる"
,,soar,"ため"
,,soar,"は"
,,soar,"て"
,,soar,"上昇"
,,supermarkets,"用品"
,,supermarkets,"食料"
,,supermarkets,"マーケット"
,,supermarkets,"特に"
,,supermarkets,"生活"
,,supermarkets,"品"
,,supermarkets,"に"
,,supermarkets,"小売"
,,supermarkets,"大型"
,,supermarkets,"食品"
,,supermarkets,"スーパ"
,,supermarkets,"スーパー"
,,supermarkets,"生鮮"
,,supermarkets,"スーパーマーケット"
,,supermarkets,"店"
,,analysts,"者"
,,analysts,"分析"
,,analysts,"家"
,,analysts,"研究"
,,analysts,"アナリスト"
,,analysts,"専門"
,,analysts,"に"
,,analysts,"よれ"
,,analysts,"の"
,,analysts,"たち"
,,analysts,"よる"
,,analysts,"と"
,,analysts,"が"
,,analysts,"ば"
,,analysts,"経済"
,,analysts,"は"
,,analysts,"ら"
,,that,"を"
,,that,"いう"
,,that,"嫌っ"
,,that,"に"
,,that,"為"
,,that,"する"
,,that,"か"
,,that,"こと"
,,that,"の"
,,that,"し"
,,that,"という"
,,that,"と"
,,that,"いる"
,,that,"れ"
,,that,"は"
,,that,"言う"
,,that,"言わ"
,,that,"だ"
,,that,"といった"
,,that,"た"
,,that,"い"
,,that,"だっ"
,,that,"す"
,,that,"立場"
,,that,"です"
,,that,"が"
,,that,"ため"
,,that,"て"
,,that,"よる"
,,that,"から"
,,that,"で"
,,inflation,"の"
,,inflation,"インフレ"
,,inflation,"が"
,,inflation,"率"
,,inflation,"対抗"
,,inflation,"は"
,,inflation,"インフラ"
,,inflation,"インフレーション"
,,inflation,"策"
,,keep,"保と"
,,keep,"抑え込み"
,,keep,"を"
,,keep,"保ち"
,,keep,"し"
,,keep,"抑え"
,,keep,"しよ"
,,keep,"保持"
,,keep,"維持"
,,keep,"に"
,,keep,"抑制"
,,keep,"する"
,,keep,"う"
,,keep,"対応"
,,escalating,"高騰"
,,escalating,"速度"
,,escalating,"急騰"
,,escalating,"向上"
,,escalating,"が"
,,escalating,"に"
,,escalating,"エスカレート"
,,escalating,"は"
,,escalating,"する"
,,escalating,"上昇"
,,especially,"を"
,,especially,"特に"
,,especially,"とくに"
,,especially,"大きい"
,,especially,"ある"
,,especially,"に"
,,especially,"て"
,,especially,"当てはまり"
,,especially,"ます"
,,especially,"この"
,,especially,"状況"
,,especially,"負担"
,,especially,"です"
,,especially,"こと"
,,especially,"それ"
,,especially,"影響"
,,especially,"顕著"
,,especially,"とりわけ"
,,especially,"し"
,,especially,"が"
,,especially,"いる"
,,especially,"中心"
,,especially,"は"
,,especially,"化"
,,especially,"深刻"
,,especially,"非常"
,,especially,"言える"
,,especially,"で"
,,those,"者"
,,those,"に関して"
,,those,"人"
,,those,"にとって"
,,those,"人々"
,,those,"の"
,,those,"給与"
,,those,"職員"
,,those,"賃金"
,,those,"人員"
,,those,"給料"
,,those,"が"
,,those,"について"
,,those,"従業"
,,those,"もの"
,,those,"従事"
,,those,"は"
,,those,"働く"
,,those,"員"
,,insistence,"を"
,,insistence,"も"
,,insistence,"示し"
,,insistence,"に"
,,insistence,"する"
,,insistence,"です"
,,insistence,"示唆"
,,insistence,"機関"
,,insistence,"し"
,,insistence,"いる"
,,insistence,"ず"
,,insistence,"主張"
,,insistence,"ため"
,,insistence,"て"
,,insistence,"方針"
,,insistence,"かかわら"
,,insistence,"政策"
,,other,"の"
,,other,"だ"
,,other,"など"
,,other,"とある"
,,other,"た"
,,other,"その他"
,,other,"他"
,,other,"ほか"
,,healthcare,"の"
,,healthcare,"医療"
,,healthcare,"における"
,,healthcare,"を"
,,healthcare,"福祉"
,,healthcare,"管理"
,,healthcare,"ヘルスケア"
,,healthcare,"健康"
,,healthcare,"働く"
,,healthcare,"分野"
,,healthcare,"系"
,,healthcare,"介護"
,,healthcare,"で"
,,soaring,"高騰"
,,soaring,"つつ"
,,soaring,"し"
,,soaring,"急騰"
,,soaring,"向上"
,,soaring,"値上がり"
,,soaring,"急激"
,,soaring,"に"
,,soaring,"傾向"
,,soaring,"急上昇"
,,soaring,"て"
,,soaring,"上昇"
,,largest,"主要"
,,largest,"それら"
,,largest,"最大"
,,largest,"規模"
,,largest,"な"
,,largest,"イギリス"
,,largest,"大手"
,,largest,"に"
,,largest,"最も"
,,largest,"大"
,,largest,"企業"
,,largest,"の"
,,largest,"大型"
,,largest,"大きな"
,,largest,"主"
,,largest,"伴い"
,,suppliers,"の"
,,suppliers,"会社"
,,suppliers,"電力"
,,suppliers,"店"
,,suppliers,"小売"
,,suppliers,"需要"
,,suppliers,"者"
,,suppliers,"事業"
,,suppliers,"元"
,,suppliers,"電気"
,,suppliers,"供給"
,,suppliers,"は"
,,suppliers,"サプライヤー"
,,five,"の"
,,five,"社"
,,five,"店"
,,five,"つ"
,,five,"が"
,,five,"件"
,,five,"は"
,,five,"人"
,,five,"五"
,,five,"で"
,,bills,"の"
,,bills,"料金"
,,bills,"を"
,,bills,"電力"
,,bills,"額"
,,bills,"価格"
,,bills,"請求"
,,bills,"支払い"
,,bills,"が"
,,bills,"電気"
,,bills,"金額"
,,bills,"書"
,,bills,"徴収"
,,bills,"費"
,,over,"を"
,,over,"に関して"
,,over,"をめぐって"
,,over,"より"
,,over,"も"
,,over,"に対して"
,,over,"超える"
,,over,"に"
,,over,"受け"
,,over,"越える"
,,over,"の"
,,over,"勝る"
,,over,"に関し"
,,over,"に対する"
,,over,"事件"
,,over,"ここ"
,,over,"問題"
,,over,"に関する"
,,over,"について"
,,over,"件"
,,over,"レベル"
,,over,"て"
,,over,"めぐり"
,,over,"で"
,,beijing,"の"
,,beijing,"へ"
,,beijing,"中国"
,,beijing,"政府"
,,beijing,"北京"
,,beijing,"五輪"
,,beijing,"に対して"
,,beijing,"スピルバーグ"
,,beijing,"に"
,,beijing,"オリンピック"
,,beijing,"に対し"
,,beijing,"で"
,,rattle,"イラ"
,,rattle,"を"
,,rattle,"揺るがす"
,,rattle,"せる"
,,rattle,"中国"
,,rattle,"さ"
,,rattle,"政府"
,,rattle,"動揺"
,,rattle,"に"
,,rattle,"する"
,,rattle,"唱える"
,,rattle,"いら"
,,rattle,"揺さぶる"
,,rattle,"反対"
,,rattle,"の"
,,rattle,"つか"
,,rattle,"生む"
,,rattle,"揺さぶり"
,,rattle,"刺激"
,,rattle,"軋轢"
,,rattle,"意"
,,rattle,"ガラガラ"
,,rattle,"かける"
,,china,"あり"
,,china,"を"
,,china,"た"
,,china,"中国"
,,china,"政府"
,,china,"引き"
,,china,"何故"
,,china,"特に"
,,china,"まし"
,,china,"に"
,,china,"へ"
,,china,"安"
,,china,"の"
,,china,"に対する"
,,china,"し"
,,china,"が"
,,china,"服"
,,china,"考慮"
,,china,"評価"
,,china,"は"
,,darfur,"ファール"
,,darfur,"支援"
,,darfur,"ム"
,,darfur,"ハルツ"
,,darfur,"ダルフール"
,,darfur,"ファー"
,,darfur,"ダッフィー"
,,darfur,"ダンフール"
,,darfur,"ダル"
,,darfur,"の"
,,darfur,"事件"
,,darfur,"問題"
,,darfur,"タルフール"
,,darfur,"ダファー"
,,darfur,"ダールフール"
,,darfur,"ル"
,,darfur,"一"
,,darfur,"は"
,,darfur,"ダルフ"
,,darfur,"darfur"
,,darfur,"ダーファー"
,,darfur,"暴動"
,,sudan,"における"
,,sudan,"を"
,,sudan,"スーダン"
,,sudan,"政府"
,,sudan,"一"
,,sudan,"ダン"
,,sudan,"ス"
,,sudan,"で"
,,policy,"の"
,,policy,"ポリシー"
,,policy,"を"
,,policy,"協定"
,,policy,"スーダン"
,,policy,"に"
,,policy,"施行"
,,policy,"方針"
,,policy,"政策"
,,close,"の"
,,close,"近しい"
,,close,"親密"
,,close,"強い"
,,close,"政府"
,,close,"と"
,,close,"な"
,,close,"緊密"
,,close,"良い"
,,close,"密接"
,,close,"固い"
,,ties,"つき"
,,ties,"を"
,,ties,"結び"
,,ties,"な"
,,ties,"関係"
,,ties,"協力"
,,ties,"密接"
,,ties,"結束"
,,ties,"繋がり"
,,having,"を"
,,having,"さ"
,,having,"た"
,,having,"な"
,,having,"ある"
,,having,"に"
,,having,"関係"
,,having,"持っ"
,,having,"こと"
,,having,"築い"
,,having,"暴露"
,,having,"き"
,,having,"持つ"
,,having,"いる"
,,having,"持ち"
,,having,"れ"
,,having,"て"
,,fallout,"影響"
,,fallout,"物"
,,fallout,"を"
,,fallout,"性"
,,fallout,"降下"
,,fallout,"が"
,,fallout,"イメージ"
,,fallout,"動き"
,,fallout,"に"
,,fallout,"印象"
,,fallout,"放射"
,,fallout,"結果"
,,fallout,"意味"
,,fallout,"くる"
,,halt,"食い止めよ"
,,halt,"歯止め"
,,halt,"を"
,,halt,"回復"
,,halt,"しよ"
,,halt,"断ち切る"
,,halt,"する"
,,halt,"広がる"
,,halt,"止めよ"
,,halt,"避けよ"
,,halt,"停止"
,,halt,"マイナス"
,,halt,"イメージ"
,,halt,"払拭"
,,halt,"止める"
,,halt,"う"
,,halt,"かけよ"
,,halt,"かける"
,,halt,"阻止"
,,embarrass,"を"
,,embarrass,"さ"
,,embarrass,"せる"
,,embarrass,"中国"
,,embarrass,"政府"
,,embarrass,"恥"
,,embarrass,"困難"
,,embarrass,"な"
,,embarrass,"辱める"
,,embarrass,"追い込む"
,,embarrass,"に"
,,embarrass,"困惑"
,,embarrass,"困ら"
,,embarrass,"加えよ"
,,embarrass,"メンツ"
,,embarrass,"する"
,,embarrass,"一撃"
,,embarrass,"立場"
,,embarrass,"混乱"
,,embarrass,"かか"
,,embarrass,"侮辱"
,,embarrass,"せ"
,,embarrass,"よう"
,,embarrass,"う"
,,embarrass,"つぶす"
,,extensive,"大きく"
,,extensive,"規模"
,,extensive,"膨大"
,,extensive,"な"
,,extensive,"重要"
,,extensive,"かなり"
,,extensive,"に"
,,extensive,"豊富"
,,extensive,"多額"
,,extensive,"大量"
,,extensive,"大"
,,extensive,"の"
,,extensive,"多大"
,,extensive,"大幅"
,,extensive,"大きな"
,,extensive,"さらなる"
,,extensive,"多く"
,,extensive,"莫大"
,,extensive,"業界"
,,extensive,"巨額"
,,extensive,"で"
,,investments,"を"
,,investments,"投資"
,,investments,"な"
,,investments,"巨額"
,,investments,"権益"
,,has,"の"
,,has,"を"
,,has,"投資"
,,has,"た"
,,has,"し"
,,has,"行い"
,,has,"持つ"
,,has,"が"
,,has,"おり"
,,has,"いる"
,,has,"行っ"
,,has,"て"
,,has,"行う"
,,has,"き"
,,humanity,"に"
,,humanity,"裁判所"
,,humanity,"人道"
,,humanity,"人間"
,,humanity,"性"
,,humanity,"侵害"
,,humanity,"人権"
,,against,"た"
,,against,"反する"
,,against,"反し"
,,against,"に対して"
,,against,"に"
,,against,"する"
,,against,"に対し"
,,against,"へ"
,,against,"相対"
,,against,"こと"
,,against,"の"
,,against,"に対する"
,,against,"迫害"
,,against,"に関する"
,,against,"対抗"
,,against,"として"
,,against,"で"
,,crimes,"犯罪"
,,crimes,"容疑"
,,crimes,"に"
,,crimes,"人道"
,,crimes,"罪"
,,crimes,"刑"
,,charged,"を"
,,charged,"さ"
,,charged,"た"
,,charged,"訴追"
,,charged,"拘束"
,,charged,"な"
,,charged,"過去"
,,charged,"られ"
,,charged,"訴訟"
,,charged,"に"
,,charged,"問わ"
,,charged,"受け"
,,charged,"訴え"
,,charged,"とわ"
,,charged,"裁か"
,,charged,"し"
,,charged,"罪"
,,charged,"いる"
,,charged,"れ"
,,charged,"よう"
,,charged,"告訴"
,,charged,"て"
,,charged,"起訴"
,,includes,"を"
,,includes,"た"
,,includes,"も"
,,includes,"あっ"
,,includes,"ケース"
,,includes,"い"
,,includes,"な"
,,includes,"ある"
,,includes,"含む"
,,includes,"ます"
,,includes,"送り込ん"
,,includes,"こと"
,,includes,"擁する"
,,includes,"など"
,,includes,"主"
,,includes,"が"
,,includes,"おり"
,,includes,"大臣"
,,includes,"一環"
,,includes,"いる"
,,includes,"例"
,,includes,"れ"
,,includes,"として"
,,includes,"て"
,,includes,"含ま"
,,includes,"で"
,,links,"を"
,,links,"関わり"
,,links,"つながり"
,,links,"関係"
,,links,"密接"
,,links,"な"
,,links,"繋がり"
,,maintains,"を"
,,maintains,"さ"
,,maintains,"せる"
,,maintains,"保持"
,,maintains,"な"
,,maintains,"強固"
,,maintains,"ある"
,,maintains,"に"
,,maintains,"する"
,,maintains,"関係"
,,maintains,"まま"
,,maintains,"き"
,,maintains,"の"
,,maintains,"訴え"
,,maintains,"し"
,,maintains,"継続"
,,maintains,"おり"
,,maintains,"維持"
,,maintains,"いる"
,,maintains,"構え"
,,maintains,"は"
,,maintains,"続け"
,,maintains,"存続"
,,maintains,"姿勢"
,,maintains,"見方"
,,maintains,"意向"
,,maintains,"だ"
,,maintains,"意思"
,,maintains,"た"
,,maintains,"取っ"
,,maintains,"示し"
,,maintains,"い"
,,maintains,"べき"
,,maintains,"考え"
,,maintains,"ます"
,,maintains,"必要"
,,maintains,"立場"
,,maintains,"保っ"
,,maintains,"持っ"
,,maintains,"です"
,,maintains,"強調"
,,maintains,"が"
,,maintains,"述べ"
,,maintains,"主張"
,,maintains,"て"
,,maintains,"で"
,,spielberg,"監督"
,,spielberg,"が"
,,spielberg,"スピルバ"
,,spielberg,"一"
,,spielberg,"スピルバーグ"
,,spielberg,"氏"
,,spielberg,"ます"
,,spielberg,"は"
,,spielberg,"グ"
,,khartoum,"カートウム"
,,khartoum,"カートム"
,,khartoum,"スーダン"
,,khartoum,"政府"
,,khartoum,"カータム"
,,khartoum,"ム"
,,khartoum,"に"
,,khartoum,"ハルツ"
,,khartoum,"カルツハーム"
,,khartoum,"ハルツーム"
,,khartoum,"の"
,,khartoum,"カルトム"
,,khartoum,"が"
,,khartoum,"一"
,,khartoum,"氏"
,,khartoum,"は"
,,khartoum,"自身"
,,khartoum,"カルト"
,,khartoum,"で"
,,atrocities,"行為"
,,atrocities,"大量"
,,atrocities,"暴力"
,,atrocities,"な"
,,atrocities,"殺戮"
,,atrocities,"いる"
,,atrocities,"残虐"
,,atrocities,"て"
,,atrocities,"虐殺"
,,end,"終結"
,,end,"を"
,,end,"さ"
,,end,"せる"
,,end,"終わら"
,,end,"打つ"
,,end,"終止符"
,,end,"に"
,,end,"させ"
,,end,"ない"
,,end,"苦しみ"
,,end,"その"
,,end,"紛争"
,,end,"せ"
,,end,"集結"
,,end,"解決"
,,end,"止める"
,,end,"続け"
,,more,"さらに"
,,more,"の"
,,more,"により"
,,more,"より"
,,more,"もっと"
,,more,"せる"
,,more,"を"
,,more,"さらなる"
,,more,"多く"
,,more,"更に"
,,more,"こと"
,,their,"の"
,,their,"その"
,,their,"彼ら"
,,their,"独"
,,their,"困難"
,,their,"自ら"
,,their,"な"
,,their,"他"
,,their,"よう"
,,their,"自身"
,,their,"この"
,,very,"に"
,,very,"大変"
,,very,"非常"
,,very,"とても"
,,very,"極めて"
,,very,"きわめて"
,,very,"かなり"
,,agricultural,"による"
,,agricultural,"を"
,,agricultural,"た"
,,agricultural,"もとづく"
,,agricultural,"に"
,,agricultural,"的"
,,agricultural,"一方"
,,agricultural,"に対し"
,,agricultural,"基づい"
,,agricultural,"しかし"
,,agricultural,"それ"
,,agricultural,"の"
,,agricultural,"し"
,,agricultural,"と"
,,agricultural,"農耕"
,,agricultural,"中心"
,,agricultural,"農業"
,,agricultural,"で"
,,though,"もっとも"
,,though,"だ"
,,though,"し"
,,though,"も"
,,though,"が"
,,though,"ただし"
,,though,"だが"
,,though,"に"
,,though,"て"
,,have,"を"
,,have,"もつ"
,,have,"ある"
,,have,"に"
,,have,"保っ"
,,have,"持っ"
,,have,"これ"
,,have,"すでに"
,,have,"なる"
,,have,"持つ"
,,have,"と"
,,have,"いる"
,,have,"は"
,,have,"まで"
,,have,"て"
,,have,"有する"
,,have,"なり"
,,have,"で"
,,be,"ある"
,,be,"に"
,,be,"なる"
,,be,"と"
,,be,"なり"
,,be,"で"
,,store,"蓄積"
,,store,"を"
,,store,"さ"
,,store,"貯蓄"
,,store,"ためる"
,,store,"蓄える"
,,store,"れる"
,,store,"保存"
,,store,"貯蔵"
,,store,"する"
,,store,"ため込む"
,,store,"保管"
,,store,"事"
,,store,"おく"
,,store,"し"
,,store,"が"
,,store,"蓄え"
,,store,"は"
,,store,"て"
,,store,"貯め"
,,store,"備蓄"
,,rarely,"あり"
,,rarely,"ませ"
,,rarely,"で"
,,rarely,"ん"
,,rarely,"まれ"
,,rarely,"ある"
,,killer,"を"
,,killer,"た"
,,killer,"犯"
,,killer,"患者"
,,killer,"刑"
,,killer,"に"
,,killer,"殺人"
,,killer,"殺害"
,,killer,"人殺し"
,,killer,"キラー"
,,killer,"の"
,,killer,"犯し"
,,killer,"し"
,,killer,"罪"
,,killer,"が"
,,killer,"れ"
,,killer,"問わ"
,,killer,"で"
,,nurse,"を"
,,nurse,"た"
,,nurse,"い"
,,nurse,"ある"
,,nurse,"に"
,,nurse,"婦"
,,nurse,"の"
,,nurse,"看護"
,,nurse,"し"
,,nurse,"師"
,,nurse,"が"
,,nurse,"士"
,,nurse,"は"
,,nurse,"て"
,,nurse,"務める"
,,nurse,"で"
,,four,"名"
,,four,"を"
,,four,"つ"
,,four,"回"
,,four,"て"
,,four,"に"
,,four,"人"
,,four,"年"
,,four,"四"
,,four,"の"
,,four,"事案"
,,four,"つまり"
,,four,"四つ"
,,four,"全部"
,,four,"が"
,,four,"回分"
,,four,"件"
,,four,"は"
,,four,"合わせ"
,,four,"計"
,,four,"合計"
,,four,"で"
,,receives,"宣告"
,,receives,"を"
,,receives,"さ"
,,receives,"た"
,,receives,"れる"
,,receives,"られ"
,,receives,"に"
,,receives,"まし"
,,receives,"ます"
,,receives,"受け"
,,receives,"判決"
,,receives,"言い渡さ"
,,receives,"受刑"
,,receives,"が"
,,receives,"受ける"
,,receives,"命じ"
,,hospital,"の"
,,hospital,"た"
,,hospital,"し"
,,hospital,"同じ"
,,hospital,"病院"
,,hospital,"勤務"
,,hospital,"い"
,,hospital,"に"
,,hospital,"働く"
,,hospital,"する"
,,hospital,"て"
,,hospital,"ほか"
,,hospital,"同"
,,hospital,"で"
,,today,"今日"
,,today,"本日"
,,today,"下る"
,,glasgow,"の"
,,glasgow,"グレゴリー"
,,glasgow,"は"
,,glasgow,"グラスゴー"
,,glasgow,"グラスゴ"
,,glasgow,"ガルスゴー"
,,norris,"者"
,,norris,"norris"
,,norris,"被告"
,,norris,"当時"
,,norris,"また"
,,norris,"同氏"
,,norris,"ノ"
,,norris,"ラス"
,,norris,"の"
,,norris,"ノー"
,,norris,"容疑"
,,norris,"が"
,,norris,"リス"
,,norris,"と"
,,norris,"コリンノリス"
,,norris,"氏"
,,norris,"ノリス"
,,norris,"は"
,,norris,"プレス"
,,norris,"男"
,,women,"の"
,,women,"たち"
,,women,"に"
,,women,"高齢"
,,women,"は"
,,women,"患者"
,,women,"女性"
,,killed,"死亡"
,,killed,"を"
,,killed,"た"
,,killed,"至ら"
,,killed,"患者"
,,killed,"さ"
,,killed,"まし"
,,killed,"に"
,,killed,"殺害"
,,killed,"奪っ"
,,killed,"命"
,,killed,"の"
,,killed,"し"
,,killed,"死"
,,killed,"せ"
,,killed,"しめ"
,,killed,"死に"
,,killed,"て"
,,killed,"殺し"
,,trial,"の"
,,trial,"審議"
,,trial,"長い"
,,trial,"裁判"
,,trial,"が"
,,trial,"渡る"
,,following,"を"
,,following,"経"
,,following,"末"
,,following,"裁判"
,,following,"後"
,,following,"に"
,,following,"終了"
,,following,"結果"
,,following,"受け"
,,following,"の"
,,following,"し"
,,following,"のち"
,,following,"で"
,,following,"て"
,,following,"中"
,,following,"下"
,,he,"彼"
,,he,"者"
,,he,"被告"
,,he,"に対して"
,,he,"に"
,,he,"に対し"
,,he,"この"
,,he,"ノ"
,,he,"ラス"
,,he,"の"
,,he,"ノー"
,,he,"容疑"
,,he,"リス"
,,he,"ノリス"
,,he,"は"
,,he,"ため"
,,he,"男"
,,yesterday,"昨日"
,,murder,"の"
,,murder,"容疑"
,,murder,"事件"
,,murder,"た"
,,murder,"し"
,,murder,"罪"
,,murder,"が"
,,murder,"裁判"
,,murder,"殺人"
,,murder,"殺害"
,,murder,"殺し"
,,guilty,"有罪"
,,guilty,"を"
,,guilty,"罪"
,,guilty,"刑"
,,guilty,"が"
,,guilty,"は"
,,guilty,"において"
,,guilty,"判決"
,,guilty,"で"
,,serve,"を"
,,serve,"さ"
,,serve,"服す"
,,serve,"刑"
,,serve,"投獄"
,,serve,"れる"
,,serve,"拘留"
,,serve,"に"
,,serve,"生活"
,,serve,"する"
,,serve,"過ごす"
,,serve,"使え"
,,serve,"の"
,,serve,"受刑"
,,serve,"期間"
,,serve,"刑務所"
,,serve,"いる"
,,serve,"奉仕"
,,serve,"服役"
,,serve,"牢獄"
,,serve,"は"
,,serve,"中"
,,serve,"服する"
,,serve,"で"
,,said,"言い"
,,said,"いう"
,,said,"いっ"
,,said,"まし"
,,said,"ある"
,,said,"に"
,,said,"そう"
,,said,"らしい"
,,said,"こと"
,,said,"の"
,,said,"し"
,,said,"という"
,,said,"と"
,,said,"ば"
,,said,"いる"
,,said,"語っ"
,,said,"グレック"
,,said,"話し"
,,said,"gregg"
,,said,"だ"
,,said,"た"
,,said,"グレッグ"
,,said,"い"
,,said,"よれ"
,,said,"ます"
,,said,"です"
,,said,"話"
,,said,"語る"
,,said,"が"
,,said,"証言"
,,said,"述べ"
,,said,"警察官"
,,said,"て"
,,said,"よる"
,,said,"で"
,,around,"の"
,,around,"中"
,,around,"周り"
,,around,"病院"
,,around,"界隈"
,,around,"内外"
,,around,"周辺"
,,around,"は"
,,around,"内"
,,around,"で"
,,strangely,"怪しげ"
,,strangely,"た"
,,strangely,"不審"
,,strangely,"不自然"
,,strangely,"勤務"
,,strangely,"な"
,,strangely,"見"
,,strangely,"だっ"
,,strangely,"られ"
,,strangely,"に"
,,strangely,"周辺"
,,strangely,"おかしな"
,,strangely,"奇妙"
,,strangely,"異常"
,,strangely,"内"
,,strangely,"点"
,,strangely,"妙"
,,strangely,"が"
,,strangely,"不可解"
,,strangely,"中"
,,strangely,"で"
,,staff,"職員"
,,staff,"たち"
,,staff,"者"
,,staff,"医療"
,,staff,"目撃"
,,staff,"病院"
,,staff,"が"
,,staff,"スタッフ"
,,staff,"は"
,,him,"彼"
,,him,"の"
,,him,"その"
,,him,"を"
,,him,"行い"
,,him,"リス"
,,him,"は"
,,him,"行動"
,,him,"止め"
,,him,"ノ"
,,put,"を"
,,put,"た"
,,put,"いう"
