,Concept_ID,en,de
,,deforestation,"die"
,,deforestation,"abholzung"
,,deforestation,"wald"
,,deforestation,"abholzen"
,,deforestation,"von"
,,deforestation,"der"
,,emissions,"emissionen"
,,emissions,"schadstoffausstoße"
,,emissions,"treibhausgasen"
,,emissions,"von"
,,emissions,"die"
,,minimise,"verringern"
,,minimise,"reduzieren"
,,minimise,"dadurch"
,,minimise,"halten"
,,minimise,"zu"
,,minimise,"gering"
,,minimise,"werden"
,,minimise,"zur"
,,minimise,"minimierung"
,,minimise,"reduziert"
,,minimise,"reduzierung"
,,minimise,"wollen"
,,minimise,"reduktion"
,,minimise,"minimieren"
,,minimise,"von"
,,countries,"ländern"
,,countries,"sie"
,,countries,"die"
,,countries,"länder"
,,contributed,"haben"
,,contributed,"verantworten"
,,contributed,"beigetragen"
,,contributed,"beigatragen"
,,adapt,"anpassen"
,,adapt,"sich"
,,adapt,"einstellen"
,,effects,"auswirkungen"
,,effects,"veränderungen"
,,effects,"folgen"
,,therefore,"daher"
,,therefore,"also"
,,therefore,"deswegen"
,,adaptation,"anpassungs"
,,adaptation,"anpassungsmaßnahmen"
,,adaptation,"anpassung"
,,killer,"des"
,,killer,"wegen"
,,killer,"mordenden"
,,killer,"todbringender"
,,killer,"killer"
,,killer,"mordes"
,,killer,"mörder"
,,killer,"todes"
,,killer,"mordender"
,,nurse,"krankenschwester"
,,nurse,"krankenpfleger"
,,nurse,"pfleger"
,,nurse,"der"
,,receives,"wird"
,,receives,"für"
,,receives,"verurteilt"
,,receives,"bekommt"
,,receives,"erhält"
,,receives,"zu"
,,four,"mal"
,,four,"viermal"
,,four,"vierfacher"
,,four,"vier"
,,four,"vierfach"
,,four,"krankenpfleger"
,,colin,"colin"
,,norris,"er"
,,norris,"colin"
,,norris,"n"
,,norris,"norris"
,,norris,"mann"
,,norris,"der"
,,today,"gestern"
,,today,"heute"
,,life,"lebenslänglich"
,,life,"lebenszeit"
,,life,"lebenslange"
,,life,"mal"
,,life,"lebenslänglichen"
,,life,"lebenslängliche"
,,life,"lebenslänglicher"
,,life,"lebenslanger"
,,imprisoned,"haft"
,,imprisoned,"eine"
,,imprisoned,"seine"
,,imprisoned,"gefängnisstrafe"
,,imprisoned,"eingesperrt"
,,imprisoned,"gitter"
,,imprisoned,"zu"
,,imprisoned,"hinter"
,,imprisoned,"gebracht"
,,imprisoned,"inhaftiert"
,,imprisoned,"antreten"
,,imprisoned,"einer"
,,imprisoned,"verurteilt"
,,imprisoned,"haftstrafe"
,,killing,"ermordung"
,,killing,"tod"
,,killing,"mordes"
,,killing,"wurde"
,,killing,"mord"
,,killing,"heute"
,,killing,"tötung"
,,patients,"patienten"
,,patients,"patientinnen"
,,patients,"norris"
,,glasgow,"glasgow"
,,killed,"ermorderte"
,,killed,"umgebracht"
,,killed,"sie"
,,killed,"tötete"
,,killed,"und"
,,killed,"damit"
,,killed,"hat"
,,women,"frauen"
,,giving,"er"
,,giving,"verarbreichte"
,,giving,"norris"
,,giving,"gab"
,,giving,"verabreichte"
,,them,"er"
,,them,"sie"
,,them,"den"
,,them,"aus"
,,them,"ihnen"
,,large,"große"
,,large,"großen"
,,large,"glasgow"
,,amounts,"tötete"
,,amounts,"mengen"
,,yesterday,"gestern"
,,he,"er"
,,murder,"mordes"
,,murder,"diese"
,,murder,"morde"
,,following,"nach"
,,following,"in"
,,long,"langen"
,,long,"langwierigen"
,,long,"er"
,,trial,"gerichtsverhandlung"
,,trial,"prozess"
,,trial,"gerichtsverfahren"
,,trial,"verhandlung"
,,trial,"in"
,,guilty,"für"
,,guilty,"schuldig"
,,found,"befunden"
,,found,"für"
,,found,"gesprochen"
,,sentences,"haft"
,,sentences,"einer"
,,sentences,"haftstrafe"
,,sentences,"die"
,,sentences,"lebenslanger"
,,one,"eine"
,,one,"ein"
,,one,"eines"
,,one,"einmal"
,,one,"lebenslänglich"
,,one,"einen"
,,one,"mal"
,,one,"einer"
,,one,"einem"
,,one,"der"
,,killings,"vier"
,,killings,"tötungsdelikte"
,,killings,"begangenen"
,,killings,"mord"
,,killings,"zu"
,,killings,"morden"
,,killings,"morde"
,,killings,"wurde"
,,serve,"gefängnis"
,,serve,"absitzen"
,,serve,"mord"
,,serve,"bleiben"
,,serve,"ins"
,,serve,"verbringen"
,,serve,"sitzen"
,,serve,"jeden"
,,serve,"im"
,,chris,"chris"
,,gregg,"aus"
,,gregg,"gregg"
,,said,"an"
,,said,"sagte"
,,said,"ab"
,,said,"aus"
,,said,"gab"
,,strangely,"seltsam"
,,strangely,"unauffällig"
,,strangely,"gänzlich"
,,strangely,"auffällig"
,,strangely,"seltsames"
,,strangely,"seltsamen"
,,strangely,"seltam"
,,acting,"verhaltens"
,,acting,"aufgefallen"
,,acting,"sich"
,,acting,"verhalten"
,,acting,"wegen"
,,acting,"seines"
,,hospital,"des"
,,hospital,"arbeit"
,,hospital,"krankenhaus"
,,hospital,"krankenhauses"
,,hospital,"im"
,,hospital,"angestellte"
,,only,"zu"
,,only,"nur"
,,only,"ist"
,,only,"es"
,,only,"verdanken"
,,only,"dass"
,,only,"allein"
,,awareness,"durch"
,,awareness,"aufmerksamkeit"
,,awareness,"beobachtungen"
,,awareness,"bewusstsein"
,,awareness,"wachsamkeit"
,,awareness,"achtsamkeit"
,,awareness,"anwesenheit"
,,put,"setzen"
,,put,"konnte"
,,put,"gesetzt"
,,put,"zu"
,,put,"es"
,,put,"werden"
,,put,"verdanken"
,,put,"konnten"
,,put,"sei"
,,put,"setzte"
,,stop,"ende"
,,police,"polizei"
,,motive,"motiv"
,,disliked,"eine"
,,disliked,"gern"
,,disliked,"abscheu"
,,disliked,"nicht"
,,disliked,"gegen"
,,disliked,"darüber"
,,disliked,"ungern"
,,disliked,"unzufriedenheit"
,,disliked,"gerne"
,,disliked,"abneigung"
,,old,"alt"
,,old,"alte"
,,old,"älteren"
,,old,"das"
,,old,"ältere"
,,old,"alten"
,,working,"das"
,,working,"tun"
,,working,"arbeiten"
,,working,"die"
,,working,"zu"
,,working,"arbeitet"
,,working,"hatte"
,,working,"arbeitete"
,,working,"müssen"
,,working,"arbeit"
,,all,"jede"
,,all,"den"
,,all,"bei"
,,all,"all"
,,all,"alle"
,,all,"die"
,,all,"durchgängig"
,,victims,"opfer"
,,victims,"opfern"
,,were,"es"
,,were,"waren"
,,were,"sich"
,,were,"gewesen"
,,were,"handelte"
,,were,"warten"
,,weak,"geschwächte"
,,weak,"gebrechliche"
,,weak,"schwache"
,,considered,"wahrgenommen"
,,considered,"empfunden"
,,considered,"gewesen"
,,considered,"betrachtet"
,,considered,"zu"
,,considered,"als"
,,considered,"hätte"
,,considered,"angesehen"
,,considered,"gesehen"
,,considered,"gelten"
,,considered,"hätten"
,,burden,"belastung"
,,burden,"last"
,,burden,"belastend"
,,spielberg,"spielberg"
,,spielberg,"er"
,,shows,"gibt"
,,shows,"zeigt"
,,shows,"setzt"
,,beijing,"peking"
,,beijing,"in"
,,red,"rote"
,,red,"die"
,,card,"die"
,,card,"karte"
,,over,"bei"
,,over,"laufe"
,,over,"wegen"
,,over,"im"
,,over,"in"
,,over,"bezug"
,,over,"während"
,,over,"bezüglich"
,,over,"sachen"
,,over,"für"
,,over,"auf"
,,darfur,"darfur"
,,darfur,"krise"
,,darfur,"dafur"
,,gesture,"geste"
,,gesture,"die"
,,gesture,"weise"
,,gesture,"und"
,,gesture,"damit"
,,gesture,"art"
,,gesture,"protestgeste"
,,gesture,"aktion"
,,chinese,"chinesische"
,,chinese,"chinesischen"
,,rattle,"erschüttern"
,,rattle,"verärgert"
,,rattle,"aufrütteln"
,,rattle,"würde"
,,rattle,"wachrütteln"
,,pulled,"sich"
,,pulled,"zog"
,,steven,"steven"
,,olympics,"dorf"
,,olympics,"spiele"
,,olympics,"olympischen"
,,olympics,"spielen"
,,olympics,"sommerspielen"
,,out,"aus"
,,out,"ab"
,,out,"zurück"
,,against,"gegen"
,,against,"die"
,,against,"der"
,,backing,"unterstützung"
,,backing,"unterstützte"
,,backing,"rückendeckung"
,,backing,"die"
,,policy,"das"
,,policy,"politik"
,,policy,"verhalten"
,,policy,"vorgehens"
,,policy,"die"
,,protest,"protestiert"
,,protest,"protestieren"
,,protest,"demonstrieren"
,,his,"sein"
,,his,"seine"
,,his,"seiner"
,,his,"colin"
,,his,"seinen"
,,his,"spielbergs"
,,withdrawal,"absage"
,,withdrawal,"auftritt"
,,withdrawal,"protest"
,,withdrawal,"rücktritt"
,,withdrawal,"rückzug"
,,withdrawal,"abreise"
,,withdrawal,"sie"
,,withdrawal,"rückbezug"
,,withdrawal,"aktion"
,,withdrawal,"der"
,,comes,"er"
,,comes,"eine"
,,comes,"drifft"
,,comes,"kommt"
,,comes,"ist"
,,comes,"geschieht"
,,comes,"folgt"
,,comes,"erfolgte"
,,comes,"erfolgt"
,,comes,"zusammen"
,,comes,"steht"
,,comes,"erklärte"
,,comes,"reaktion"
,,again,"erneute"
,,again,"erneuten"
,,again,"erneutes"
,,again,"erneut"
,,fighting,"kampf"
,,fighting,"gegen"
,,fighting,"dem"
,,fighting,"kämpfen"
,,fighting,"konflikts"
,,fighting,"kampfes"
,,fighting,"kämpfe"
,,fighting,"den"
,,fighting,"der"
,,china,"des"
,,china,"chinesische"
,,china,"die"
,,china,"china"
,,china,"regierung"
,,china,"chinesischen"
,,china,"von"
,,china,"landes"
,,china,"der"
,,embarrass,"missmut"
,,embarrass,"eine"
,,embarrass,"blamage"
,,embarrass,"bringt"
,,embarrass,"gegenüber"
,,embarrass,"zum"
,,embarrass,"für"
,,embarrass,"bringen"
,,embarrass,"öffentlich"
,,embarrass,"verlegenheit"
,,embarrass,"bloßstellen"
,,embarrass,"zu"
,,embarrass,"in"
,,embarrass,"sein"
,,embarrass,"ausdruck"
,,embarrass,"seinen"
,,which,"denn"
,,which,"dieser"
,,which,"dies"
,,which,"deren"
,,which,"das"
,,which,"chinesische"
,,which,"die"
,,which,"china"
,,which,"unter"
,,which,"regierung"
,,which,"land"
,,which,"von"
,,which,"der"
,,negative,"negativen"
,,negative,"negative"
,,negative,"kritische"
,,having,"aufkommen"
,,having,"seiner"
,,having,"pflegt"
,,close,"enge"
,,close,"eng"
,,close,"engen"
,,ties,"verbindungen"
,,ties,"beziehungen"
,,ties,"die"
,,ties,"beziehung"
,,ties,"zusammenarbeit"
,,ties,"den"
,,ties,"bündnisse"
,,ties,"der"
,,sudanese,"sudanesiische"
,,sudanese,"sudanesischen"
,,sudanese,"sudanesische"
,,sudanese,"sudaniesischen"
,,halt,"verschluss"
,,halt,"unter"
,,halt,"gehalten"
,,halt,"vermeiden"
,,halt,"verringern"
,,halt,"unterbinden"
,,halt,"beschwichtigen"
,,halt,"verhindern"
,,halt,"zu"
,,halt,"begrenzen"
,,halt,"stoppen"
,,halt,"gerne"
,,halt,"verbergen"
,,halt,"mindern"
,,halt,"einzugrenzen"
,,halt,"kompensieren"
,,extensive,"große"
,,extensive,"erhebliche"
,,extensive,"umfang"
,,extensive,"viel"
,,extensive,"sehr"
,,extensive,"enorm"
,,extensive,"in"
,,extensive,"großem"
,,extensive,"stil"
,,extensive,"hohe"
,,extensive,"großen"
,,extensive,"im"
,,extensive,"umfangreiche"
,,investments,"investitionen"
,,investments,"investiert"
,,has,"hatte"
,,has,"ist"
,,has,"vorgenommen"
,,has,"tätigt"
,,has,"getätigt"
,,has,"hat"
,,maintains,"hält"
,,maintains,"dem"
,,maintains,"überzeugt"
,,maintains,"betont"
,,maintains,"der"
,,maintains,"auf"
,,maintains,"besteht"
,,maintains,"dennoch"
,,maintains,"er"
,,maintains,"aufrecht"
,,maintains,"haltung"
,,maintains,"unerhält"
,,maintains,"ist"
,,maintains,"seiner"
,,maintains,"steht"
,,maintains,"auch"
,,maintains,"erklärt"
,,maintains,"bleibt"
,,maintains,"geht"
,,maintains,"bei"
,,maintains,"beharrt"
,,maintains,"hat"
,,maintains,"dabei"
,,maintains,"meinung"
,,maintains,"unterhält"
,,maintains,"pflegt"
,,maintains,"behält"
,,maintains,"aus"
,,maintains,"behauptet"
,,maintains,"davon"
,,maintains,"darauf"
,,maintains,"standpunkt"
,,maintains,"findet"
,,maintains,"erhält"
,,links,"eine"
,,links,"verbindungen"
,,links,"seine"
,,links,"beziehungen"
,,links,"verbindung"
,,includes,"an"
,,includes,"auch"
,,includes,"sitzt"
,,includes,"ein"
,,includes,"gehört"
,,includes,"mit"
,,includes,"zu"
,,includes,"in"
,,includes,"ist"
,,includes,"schließt"
,,includes,"sich"
,,includes,"befindet"
,,minister,"ministers"
,,minister,"minister"
,,minister,"der"
,,international,"internationalen"
,,international,"internationale"
,,hague,"haag"
,,hague,"wurde"
,,crimes,"verbrechen"
,,crimes,"verbrechens"
,,humanity,"menschlickeit"
,,humanity,"menschheit"
,,humanity,"menschenrechte"
,,humanity,"die"
,,humanity,"menschlichkeit"
,,charged,"wird"
,,charged,"eine"
,,charged,"beschuldigt"
,,charged,"verantworten"
,,charged,"die"
,,charged,"wurde"
,,charged,"beauftragt"
,,charged,"werden"
,,charged,"sich"
,,charged,"verurteilt"
,,charged,"für"
,,charged,"anklage"
,,charged,"muss"
,,charged,"der"
,,charged,"schuldig"
,,charged,"geladen"
,,charged,"befunden"
,,charged,"ist"
,,charged,"einhaltung"
,,charged,"sind"
,,charged,"angeklagt"
,,charged,"erwartet"
,,emphasizing,"wird"
,,emphasizing,"er"
,,emphasizing,"wieder"
,,emphasizing,"hervorhebt"
,,emphasizing,"immer"
,,emphasizing,"betonte"
,,emphasizing,"spielberg"
,,emphasizing,"wie"
,,emphasizing,"betont"
,,khartoum,"hauptstadt"
,,khartoum,"khartum"
,,khartoum,"khartoum"
,,khartoum,"die"
,,khartoum,"sudanesische"
,,bulk,"hauptteil"
,,bulk,"großteil"
,,responsibility,"verantwortung"
,,these,"den"
,,these,"diesen"
,,these,"die"
,,these,"diese"
,,ongoing,"derzeitigen"
,,ongoing,"aktuellen"
,,ongoing,"andauernden"
,,ongoing,"gehen"
,,ongoing,"andauernde"
,,ongoing,"weiter"
,,ongoing,"immer"
,,ongoing,"noch"
,,ongoing,"anhaltenden"
,,ongoing,"fortlaufenden"
,,atrocities,"gewalt"
,,atrocities,"gräueltaten"
,,atrocities,"grausamkeiten"
,,atrocities,"greueltaten"
,,bears,"trägt"
,,bears,"liegt"
,,bears,"bei"
,,bears,"hat"
,,bears,"daran"
,,community,"gemeinschaft"
,,community,"staatengemeinschaft"
,,particularly,"besonders"
,,particularly,"hier"
,,particularly,"vor"
,,particularly,"allem"
,,particularly,"insbesondere"
,,more,"mehr"
,,do,"betragen"
,,do,"sich"
,,do,"dafür"
,,do,"tun"
,,do,"dazu"
,,do,"engagieren"
,,should,"sollten"
,,should,"müsse"
,,should,"sollte"
,,should,"muss"
,,suffering,"leids"
,,suffering,"leiden"
,,end,"ende"
,,end,"ein"
,,end,"setzen"
,,end,"beenden"
,,end,"zu"
,,end,"bereiten"
,,majority,"meisten"
,,majority,"großteil"
,,majority,"überwiegende"
,,majority,"mehrzahl"
,,majority,"mehrheit"
,,hunter,"vom"
,,hunter,"jagen"
,,hunter,"jägern"
,,hunter,"leben"
,,hunter,"die"
,,hunter,"jäger"
,,gatherer,"sammler"
,,gatherer,"sammlern"
,,are,"wird"
,,are,"folgen"
,,are,"vor"
,,are,"geht"
,,are,"werden"
,,are,"sich"
,,are,"beschreitet"
,,are,"müssen"
,,are,"leben"
,,are,"ist"
,,are,"sie"
,,are,"waren"
,,are,"sind"
,,are,"möchten"
,,are,"verhalten"
,,are,"befinden"
,,are,"kommen"
,,nomadic,"nomadischen"
,,nomadic,"lebensweise"
,,nomadic,"nomadisch"
,,nomadic,"umherziehende"
,,nomadic,"als"
,,nomadic,"gruppen"
,,nomadic,"einer"
,,nomadic,"lebensstil"
,,nomadic,"nomaden"
,,nomadic,"nomadentum"
,,nomadic,"einem"
,,difficult,"besonders"
,,difficult,"schwierig"
,,settled,"seßhaft"
,,settled,"sesshaft"
,,resources,"mittel"
,,resources,"ressourcen"
,,resources,"resourcen"
,,resources,"nahrungsvorkommen"
,,resources,"natürlichen"
,,region,"gegend"
,,region,"region"
,,quickly,"schnell"
,,can,"relativ"
,,can,"kann"
,,can,"können"
,,very,"sehr"
,,low,"geringe"
,,low,"nicht"
,,low,"geringen"
,,low,"niedrigen"
,,support,"ermöglichen"
,,support,"deckung"
,,support,"ernährt"
,,support,"aufrechterhalten"
,,support,"gesichert"
,,support,"versorgen"
,,support,"die"
,,support,"aufenthaltskosten"
,,support,"unterstützen"
,,support,"werden"
,,support,"ernähren"
,,support,"der"
,,support,"unterhalten"
,,support,"aufweisen"
,,support,"zur"
,,tend,"oft"
,,tend,"neigen"
,,tend,"dazu"
,,tend,"zu"
,,tend,"in"
,,tend,"meist"
,,tend,"meistens"
,,tend,"regel"
,,tend,"der"
,,tend,"tendenziell"
,,non,"keine"
,,non,"nicht"
,,non,"schwächer"
,,non,"ausgeprägt"
,,non,"deutlich"
,,hierarchical,"hierarchie"
,,hierarchical,"hierarchisch"
,,hierarchical,"hierarchische"
,,hierarchical,"hierarchischen"
,,though,"auch"
,,though,"jedoch"
,,though,"wenn"
,,though,"allerdings"
,,though,"obwohl"
,,because,"weil"
,,because,"aufgrund"
,,because,"da"
,,because,"wegen"
,,they,"sie"
,,they,"ihnen"
,,generally,"gewöhnlich"
,,generally,"in"
,,generally,"meistens"
,,generally,"allgemeinen"
,,generally,"kaum"
,,generally,"im"
,,generally,"der"
,,generally,"regel"
,,generally,"wirklich"
,,possibility,"möglichkeiten"
,,possibility,"möglichkeit"
,,bureaucrats,"beamte"
,,bureaucrats,"büroangestellte"
,,bureaucrats,"bürokraten"
,,bureaucrats,"büroarbeiter"
,,or,"und"
,,or,"oder"
,,artisans,"künstler"
,,artisans,"künsltern"
,,artisans,"handwerker"
,,artisans,"kunsthandwerker"
,,wake,"zuge"
,,wake,"folgen"
,,wake,"anschluss"
,,wake,"zusammenhang"
,,fallout,"auswirkungen"
,,fallout,"vorfälle"
,,fallout,"schlagzeilen"
,,fallout,"konsequenzen"
,,fallout,"folgen"
,,fallout,"nachwirkungen"
,,making,"wird"
,,making,"somit"
,,making,"was"
,,making,"dürfte"
,,making,"sodass"
,,making,"gemacht"
,,making,"so"
,,making,"machen"
,,making,"fallen"
,,making,"macht"
,,making,"sein"
,,making,"werden"
,,making,"wodurch"
,,making,"dass"
,,hard,"schwierig"
,,hard,"schwer"
,,economy,"lage"
,,economy,"wirtschaftlichen"
,,economy,"rezession"
,,economy,"sich"
,,economy,"konjunktur"
,,economy,"wirtschaftliche"
,,economy,"wirtschaft"
,,economy,"situation"
,,suffered,"sehr"
,,suffered,"schwer"
,,suffered,"die"
,,suffered,"zu"
,,suffered,"leidtragenden"
,,suffered,"gelitten"
,,suffered,"leiden"
,,suffered,"betroffen"
,,sector,"sektors"
,,sector,"sektor"
,,sector,"dies"
,,sector,"dienst"
,,increases,"höhere"
,,increases,"ansteigen"
,,salary,"von"
,,salary,"gehälter"
,,salary,"löhne"
,,receive,"anderem"
,,receive,"bekommen"
,,receive,"erhalten"
,,receive,"lagen"
,,soaring,"geworden"
,,soaring,"höhenflug"
,,soaring,"dem"
,,soaring,"einen"
,,soaring,"immer"
,,soaring,"erhöhten"
,,soaring,"teurer"
,,soaring,"zunehmenden"
,,soaring,"einem"
,,soaring,"höher"
,,soaring,"auf"
,,bills,"beiträge"
,,bills,"preise"
,,bills,"kosten"
,,bills,"die"
,,bills,"preisen"
,,bills,"rechnungen"
,,bills,"den"
,,bills,"für"
,,electricity,"strompreise"
,,electricity,"elektrizität"
,,electricity,"für"
,,electricity,"strom"
,,electricity,"die"
,,electricity,"der"
,,developing,"entwicklungsländer"
,,reluctant,"vorschnell"
,,reluctant,"dagegen"
,,reluctant,"zurückhaltend"
,,reluctant,"nicht"
,,reluctant,"abgeneigt"
,,reluctant,"nur"
,,reluctant,"ungern"
,,reluctant,"sträuben"
,,reluctant,"bereit"
,,encourage,"ermutigt"
,,encourage,"motivieren"
,,encourage,"die"
,,encourage,"werden"
,,encourage,"sie"
,,encourage,"fördern"
,,encourage,"geschaffen"
,,encourage,"ermutigen"
,,go,"gefördert"
,,go,"laufen"
,,go,"gehen"
,,go,"tun"
,,go,"zu"
,,go,"angewendet"
,,go,"einen"
,,go,"werden"
,,go,"schritt"
,,go,"schaffen"
,,go,"unternehmen"
,,go,"bringen"
,,most,"am"
,,most,"meisten"
,,vulnerable,"durch"
,,vulnerable,"vom"
,,vulnerable,"gefährdet"
,,vulnerable,"sind"
,,vulnerable,"gefährdeten"
,,vulnerable,"den"
,,vulnerable,"klimawandel"
,,brunt,"hauptlast"
,,brunt,"großteil"
,,brunt,"meisten"
,,brunt,"groißteil"
,,hand,"hand"
,,sought,"sich"
,,sought,"versucht"
,,sought,"bemüht"
,,fastest,"höchste"
,,fastest,"bluten"
,,fastest,"höchsten"
,,fastest,"größten"
,,fastest,"schnellsten"
,,rate,"maß"
,,rate,"niveau"
,,rate,"stand"
,,rate,"zuwachsrate"
,,rate,"tempo"
,,rate,"wert"
,,rate,"geschwindigkeit"
,,rate,"anstieg"
,,rate,"höchststand"
,,rate,"weise"
,,rate,"und"
,,rate,"wege"
,,rate,"rate"
,,rate,"maße"
,,rate,"der"
,,supermarkets,"den"
,,supermarkets,"supermärkten"
,,still,"auch"
,,still,"noch"
,,still,"sich"
,,still,"fortsetzen"
,,further,"weiterhin"
,,further,"weiter"
,,such,"derartigen"
,,such,"solch"
,,such,"so"
,,such,"solchen"
,,exhausted,"aufgebraucht"
,,exhausted,"ausgeschöpft"
,,exhausted,"erschöpft"
,,exhausted,"überfordert"
,,become,"sein"
,,become,"sind"
,,agricultural,"landwirtschaftliche"
,,agricultural,"geprägten"
,,agricultural,"landwirtschaftlich"
,,agricultural,"agrarwirtschaft"
,,agricultural,"beruhende"
,,agricultural,"in"
,,agricultural,"ausgerichtete"
,,agricultural,"landwirtschaftlichen"
,,agricultural,"einer"
,,agricultural,"landwirtschaft"
,,agricultural,"ackerbau"
,,agricultural,"betreiben"
,,agricultural,"auf"
,,greater,"größere"
,,greater,"größer"
,,greater,"höhere"
,,greater,"steigern"
,,greater,"die"
,,greater,"so"
,,greater,"größeren"
,,greater,"sind"
,,greater,"groß"
,,greater,"größe"
,,than,"fall"
,,than,"das"
,,than,"bei"
,,than,"zu"
,,than,"wäre"
,,than,"in"
,,than,"als"
,,than,"vergleich"
,,than,"bezug"
,,than,"im"
,,than,"wie"
,,than,"der"
,,than,"auf"
,,land,"des"
,,land,"das"
,,land,"landes"
,,land,"land"
,,resulting,"somit"
,,resulting,"was"
,,resulting,"führen"
,,resulting,"zu"
,,resulting,"demzufolge"
,,resulting,"führt"
,,denser,"dichteren"
,,denser,"größeren"
,,denser,"höheren"
,,populations,"populationen"
,,populations,"einer"
,,populations,"population"
,,populations,"bevölkerungsdichte"
,,structures,"strukturen"
,,this,"was"
,,this,"dieser"
,,this,"dies"
,,this,"das"
,,this,"diese"
,,always,"allen"
,,always,"immer"
,,case,"fall"
,,gatherers,"sammler"
,,surplus,"nicht"
,,surplus,"überschüssige"
,,surplus,"zusätzliche"
,,surplus,"verzehrte"
,,store,"speichern"
,,store,"lagern"
,,store,"anzulegen"
,,result,"ergebnis"
,,result,"folge"
,,leaders,"führende"
,,leaders,"touristen"
,,leaders,"anführer"
,,leaders,"manager"
,,leaders,"in"
,,leaders,"führer"
,,leaders,"führungskräfte"
,,leaders,"führungskräften"
,,leaders,"führungsposition"
,,leaders,"personen"
,,rarely,"selten"
,,rarely,"sehr"
,,rarely,"seltener"
,,rarely,"kaum"
,,rarely,"nur"
,,supported,"geschätzt"
,,supported,"mitglieder"
,,supported,"zu"
,,supported,"unterstützt"
,,supported,"finden"
,,supported,"teil"
,,supported,"sind"
,,supported,"vertreten"
,,customers,"kunden"
,,times,"mal"
,,times,"faktor"
,,counts,"allen"
,,counts,"fällen"
,,counts,"anklagepunkten"
,,counts,"anklagepunkte"
,,counts,"in"
,,given,"mit"
,,given,"bestraft"
,,given,"zu"
,,given,"verurteilt"
,,each,"jeden"
,,each,"jede"
,,him,"ihn"
,,him,"ihm"
,,him,"treiben"
,,him,"er"
,,different,"unterscheideten"
,,different,"die"
,,different,"unterscheiden"
,,different,"anders"
,,different,"sich"
,,different,"waren"
,,different,"unterschieden"
,,own,"eigenen"
,,own,"eigene"
,,varied,"interpretiert"
,,varied,"vielfältig"
,,varied,"durchaus"
,,varied,"variiert"
,,varied,"nicht"
,,varied,"gleichförmig"
,,varied,"unterschiedlich"
,,how,"wie"
,,works,"funktioniert"
,,trying,"ansatz"
,,trying,"versuchen"
,,trying,"sie"
,,trying,"versuch"
,,trying,"suchten"
,,trying,"versuchten"
,,trying,"dem"
,,exploring,"könnte"
,,exploring,"geben"
,,exploring,"nach"
,,exploring,"erforschen"
,,exploring,"erkundeten"
,,exploring,"es"
,,exploring,"untersuchten"
,,exploring,"sie"
,,exploring,"erforschten"
,,exploring,"forschten"
,,exploring,"erkunden"
,,exploring,"suchten"
,,study,"untersuchung"
,,study,"lehre"
,,study,"wissenschaft"
,,around,"wenn"
,,around,"bei"
,,around,"die"
,,around,"in"
,,around,"nähe"
,,around,"umgebung"
,,around,"rund"
,,around,"war"
,,around,"im"
,,around,"von"
,,around,"rede"
,,around,"der"
,,around,"um"
,,chances,"chancen"
,,chances,"möglichkeiten"
,,chances,"bemühungen"
,,chances,"auf"
,,green,"grünen"
,,green,"ökologische"
,,green,"grüne"
,,mile,"schritt"
,,mile,"weg"
,,mile,"meilen"
,,mile,"meile"
,,least,"wenigsten"
,,bearing,"tragen"
,,bearing,"gefährdet"
,,bearing,"müssen"
,,bearing,"betroffen"
,,sure,"mit"
,,sure,"muss"
,,sure,"sicherheit"
,,sure,"sicherlich"
,,sure,"soll"
,,sure,"sicher"
,,sure,"sollte"
,,compromise,"gefährden"
,,compromise,"verringern"
,,compromise,"abstriche"
,,compromise,"bei"
,,compromise,"kompromittieren"
,,compromise,"zu"
,,compromise,"beeinträchtigen"
,,learned,"gelernt"
,,learned,"herausgefunden"
,,learned,"erfahren"
,,system,"systems"
,,system,"system"
,,subsistence,"gerade"
,,subsistence,"subsistenz"
,,subsistence,"beruht"
,,subsistence,"aufenthaltskosten"
,,subsistence,"subsistenzwirtschaft"
,,subsistence,"zum"
,,subsistence,"überleben"
,,subsistence,"der"
,,subsistence,"haben"
,,subsistence,"auf"
,,subsistence,"substistenzwirtschaft"
,,subsistence,"das"
,,subsistence,"basis"
,,subsistence,"genug"
,,subsistence,"zu"
,,climate,"den"
,,climate,"klimawandel"
,,efforts,"bemühungen"
,,efforts,"ergreifen"
,,efforts,"maßnahmen"
,,efforts,"zu"
,,efforts,"zum"
,,efforts,"zur"
,,efforts,"um"
,,efforts,"anstrengungen"
,,mitigation,"milderung"
,,mitigation,"minderung"
,,mitigation,"prozesses"
,,mitigation,"abschwächung"
,,mitigation,"schadensbegrenzung"
,,mitigation,"klimaschutz"
,,mitigation,"auswirkungen"
,,mitigation,"zur"
,,mitigation,"klimaschutzmaßnahmen"
,,mitigation,"dieses"
,,mitigation,"der"
,,sudan,"sudan"
,,sudan,"sudans"
,,uncultivated,"unbestellt"
,,left,"lassen"
,,together,"innerhalb"
,,together,"gemeinsam"
,,together,"zusammen"
,,together,"den"
,,together,"zusammenhält"
,,together,"zusammenhalt"
,,holds,"ausmacht"
,,holds,"hält"
,,holds,"haben"
,,racing,"gestiegen"
,,racing,"schneller"
,,matters,"lage"
,,matters,"die"
,,worse,"noch"
,,worse,"schlimmer"
,,ahead,"rasant"
,,ahead,"schneller"
,,systems,"systeme"
,,population,"gesellschaften"
,,densities,"dichte"
,,had,"hatte"
,,had,"als"
